Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",54969,"(+/-2,954)",55279,"(+/-3,000)",49666,"(+/-2,840)",55281,"(+/-3,412)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",34972,"(+/-2,299)",33775,"(+/-2,397)",37797,"(+/-2,708)",33283,"(+/-2,313)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",30540,"(+/-2,209)",32378,"(+/-2,796)",55161,"(+/-3,380)",35929,"(+/-2,058)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",6992,"(+/-1,053)",8369,"(+/-1,185)",21209,"(+/-2,233)",9613,"(+/-1,197)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",6363,(+/-990),8025,"(+/-1,266)",22864,"(+/-1,697)",9096,"(+/-1,349)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",48559,"(+/-1,352)",50087,"(+/-1,250)",71742,"(+/-1,133)",51427,(+/-845)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",62121,"(+/-1,380)",64610,"(+/-1,988)",97588,"(+/-3,409)",67029,"(+/-1,716)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",687712,"(+/-2,887)",699714,"(+/-3,160)",750070,"(+/-2,393)",712663,"(+/-2,352)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",623536,"(+/-5,423)",647627,"(+/-5,391)",692515,"(+/-5,051)",625973,"(+/-8,297)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",512422,"(+/-7,221)",528061,"(+/-8,224)",590915,"(+/-7,006)",500859,"(+/-10,168)"
Socioeconomic,"Health Insurance Coverage","With public coverage",203646,"(+/-5,721)",219720,"(+/-6,835)",179372,"(+/-4,946)",208235,"(+/-6,035)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",64176,"(+/-4,633)",52087,"(+/-4,612)",57555,"(+/-4,546)",86690,"(+/-7,751)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",171437,"(+/-1,740)",165253,"(+/-1,734)",194922,(+/-970),187382,"(+/-1,072)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8569,"(+/-1,780)",6439,"(+/-1,823)",6380,"(+/-1,612)",15147,"(+/-4,046)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",8.9,(+/-1.0),9.7,(+/-1.0),5.9,(+/-0.7),9.4,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",14.9,(+/-2.0),16.9,(+/-2.0),10,(+/-1.4),15.4,(+/-2.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14,(+/-3.7),21.2,(+/-5.5),8.6,(+/-3.8),14,(+/-4.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.9,(+/-0.6),4.9,(+/-0.8),2.4,(+/-0.6),4.6,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.8,(+/-1.5),8.2,(+/-1.6),3.8,(+/-1.1),7.4,(+/-1.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.7,(+/-2.6),9.5,(+/-4.7),2.2,(+/-2.5),3.8,(+/-2.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",34.8,(+/-5.0),30,(+/-4.0),21,(+/-4.0),28.2,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",43.5,(+/-6.0),36.6,(+/-5.3),30,(+/-5.6),36.2,(+/-5.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",50.2,(+/-14.7),42.7,(+/-11.1),33.7,(+/-15.4),40,(+/-12.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",13.7,(+/-1.0),16,(+/-1.0),8.8,(+/-0.7),13.9,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",16.4,(+/-2.1),19.9,(+/-2.2),12.9,(+/-1.6),20,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",15.9,(+/-2.1),19.5,(+/-2.2),12.4,(+/-1.6),19.9,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",16.2,(+/-3.0),26.1,(+/-3.5),14.9,(+/-2.8),24,(+/-4.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",15.8,(+/-2.4),17,(+/-2.4),11.5,(+/-1.7),18.4,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.8,(+/-0.8),14.8,(+/-0.9),7.4,(+/-0.6),11.8,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.6,(+/-1.1),7.3,(+/-1.3),5.5,(+/-1.1),8.8,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.7,(+/-1.0),11.1,(+/-1.1),6.8,(+/-0.8),11.2,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28.8,(+/-1.9),34.2,(+/-2.1),18.7,(+/-1.6),25.8,(+/-1.8)
Education,"School Enrollment","Population 3 years and over enrolled in school",191783,"(+/-4,941)",193767,"(+/-3,659)",201650,"(+/-3,773)",196166,"(+/-3,907)"
Education,"School Enrollment","Nursery school, preschool",11789,"(+/-1,419)",12131,"(+/-1,564)",14449,"(+/-1,562)",10449,"(+/-1,493)"
Education,"School Enrollment",Kindergarten,10301,"(+/-1,537)",9824,"(+/-1,322)",11509,"(+/-1,353)",11058,"(+/-1,494)"
Education,"School Enrollment","Elementary school (grades 1-8)",74305,"(+/-2,062)",72278,"(+/-2,483)",86521,"(+/-2,181)",84386,"(+/-2,612)"
Education,"School Enrollment","High school (grades 9-12)",37338,"(+/-1,987)",37818,"(+/-2,056)",45265,"(+/-1,962)",42966,"(+/-2,246)"
Education,"School Enrollment","College or graduate school",58050,"(+/-4,002)",61716,"(+/-3,045)",43906,"(+/-2,933)",47307,"(+/-3,049)"
Education,"Educational Attainment","Population 25 years and over",455292,"(+/-2,524)",464263,"(+/-3,247)",497709,"(+/-1,362)",471215,"(+/-1,384)"
Education,"Educational Attainment","Less than 9th grade",25494,"(+/-2,335)",13305,"(+/-1,469)",15143,"(+/-1,669)",18006,"(+/-2,156)"
Education,"Educational Attainment","9th to 12th grade, no diploma",29845,"(+/-2,631)",28543,"(+/-2,449)",22012,"(+/-2,587)",31406,"(+/-2,720)"
Education,"Educational Attainment","High school graduate (includes equivalency)",129618,"(+/-4,102)",141054,"(+/-5,079)",97507,"(+/-4,781)",133099,"(+/-5,246)"
Education,"Educational Attainment","Some college, no degree",117369,"(+/-4,372)",114612,"(+/-4,267)",92877,"(+/-3,725)",121218,"(+/-4,796)"
Education,"Educational Attainment","Associate's degree",45047,"(+/-3,234)",38013,"(+/-3,132)",36243,"(+/-2,734)",39005,"(+/-2,838)"
Education,"Educational Attainment","Bachelor's degree",72958,"(+/-3,968)",79705,"(+/-3,950)",148970,"(+/-4,707)",82862,"(+/-3,745)"
Education,"Educational Attainment","Graduate or professional degree",34961,"(+/-2,585)",49031,"(+/-3,145)",84957,"(+/-4,301)",45619,"(+/-2,966)"
Education,"Educational Attainment","Percent high school graduate or higher",87.8,(+/-0.7),91,(+/-0.6),92.5,(+/-0.6),89.5,(+/-0.6)
Education,"Educational Attainment","Percent bachelor's degree or higher",23.7,(+/-1.1),27.7,(+/-1.0),47,(+/-1.0),27.3,(+/-0.9)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",244531,G,233966,G,399557,G,287707,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",748,G,111,G,27,H,124,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",4495,G,1925,G,281,H,2279,G
Business,"Paid employees for pay period including March 12",Utilities,2291,G,3380,H,528,H,1086,H
Business,"Paid employees for pay period including March 12",Construction,12031,G,13987,G,20569,G,16871,G
Business,"Paid employees for pay period including March 12",Manufacturing,41506,G,32479,G,34536,G,58493,G
Business,"Paid employees for pay period including March 12","Wholesale trade",14208,G,7163,G,27495,G,11793,G
Business,"Paid employees for pay period including March 12","Retail trade",37020,G,31235,G,44908,G,37249,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8428,G,9419,G,19803,G,11032,G
Business,"Paid employees for pay period including March 12",Information,4454,G,6864,H,18116,H,5044,H
Business,"Paid employees for pay period including March 12","Finance and insurance",9467,G,10736,G,29639,G,9842,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2436,G,2499,G,6188,G,3813,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7524,G,9544,G,31806,G,12507,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2676,G,2971,G,14238,G,6766,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",7857,G,8386,G,36714,G,14619,G
Business,"Paid employees for pay period including March 12","Educational services",3417,G,5255,G,6176,G,5924,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",44271,G,48646,G,53724,G,45138,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3011,G,2871,G,5254,G,4168,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",26354,G,24794,G,34044,G,28685,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12299,G,11658,G,15469,G,12213,G
Business,"Paid employees for pay period including March 12","Industries not classified",38,J,43,H,42,J,61,J
Business,"Annual payroll ($1,000)","Total for all sectors",8349648,G,8556795,G,20945949,G,12474974,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",27193,H,3188,G,396,G,5113,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",250875,G,91723,G,15008,H,123586,G
Business,"Annual payroll ($1,000)",Utilities,183021,G,353033,H,47484,H,84488,H
Business,"Annual payroll ($1,000)",Construction,504189,G,692526,G,1272446,G,799514,G
Business,"Annual payroll ($1,000)",Manufacturing,1792116,G,1499796,G,2080284,G,3679909,G
Business,"Annual payroll ($1,000)","Wholesale trade",654989,G,339367,G,1867527,G,718916,G
Business,"Annual payroll ($1,000)","Retail trade",851697,G,697847,G,1241293,G,917695,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",370348,G,367386,G,900477,G,494171,G
Business,"Annual payroll ($1,000)",Information,180897,G,208931,H,1755183,H,239868,H
Business,"Annual payroll ($1,000)","Finance and insurance",446790,G,584113,G,2436347,G,530321,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",73185,G,77790,G,299879,G,142291,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",306989,G,545101,G,2368513,G,688162,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",146189,G,248179,G,1323310,G,730727,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",213702,G,265981,G,1295778,G,491223,G
Business,"Annual payroll ($1,000)","Educational services",69070,G,125085,G,228959,G,155192,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1605419,G,1788413,G,2670386,G,1875061,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",48041,G,46440,G,125887,G,79885,H
Business,"Annual payroll ($1,000)","Accommodation and food services",330819,G,325751,G,569897,G,412396,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",293536,G,295388,G,446008,G,304808,G
Business,"Annual payroll ($1,000)","Industries not classified",583,H,757,G,887,G,1648,G
Business,"Total Establishments","Total for all sectors",20138,X,15914,X,21056,X,16974,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",121,X,29,X,9,X,32,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",493,X,163,X,31,X,355,X
Business,"Total Establishments",Utilities,124,X,63,X,14,X,35,X
Business,"Total Establishments",Construction,1906,X,1621,X,1821,X,1662,X
Business,"Total Establishments",Manufacturing,744,X,648,X,660,X,765,X
Business,"Total Establishments","Wholesale trade",1300,X,664,X,1516,X,883,X
Business,"Total Establishments","Retail trade",3157,X,2417,X,2312,X,2437,X
Business,"Total Establishments","Transportation and warehousing",981,X,546,X,550,X,473,X
Business,"Total Establishments",Information,370,X,263,X,447,X,246,X
Business,"Total Establishments","Finance and insurance",1496,X,1167,X,1918,X,1263,X
Business,"Total Establishments","Real estate and rental and leasing",697,X,629,X,1134,X,717,X
Business,"Total Establishments","Professional, scientific, and technical services",1295,X,1361,X,2977,X,1488,X
Business,"Total Establishments","Management of companies and enterprises",112,X,99,X,234,X,159,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",757,X,685,X,1336,X,763,X
Business,"Total Establishments","Educational services",132,X,157,X,290,X,170,X
Business,"Total Establishments","Health care and social assistance",1950,X,1863,X,2339,X,1940,X
Business,"Total Establishments","Arts, entertainment, and recreation",287,X,224,X,281,X,239,X
Business,"Total Establishments","Accommodation and food services",1652,X,1409,X,1449,X,1523,X
Business,"Total Establishments","Other services (except public administration)",2524,X,1870,X,1686,X,1783,X
Business,"Total Establishments","Industries not classified",40,X,36,X,52,X,41,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
