Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE"
Workers,Occupation,"Civilian employed population 16 years and over",316239,"(+/-5,201)",328483,"(+/-5,514)",351477,"(+/-5,689)",365281,"(+/-5,946)",391529,"(+/-8,181)",336128,"(+/-5,629)",343787,"(+/-7,209)",334109,"(+/-5,755)",352933,"(+/-6,192)"
Workers,Occupation,"Management, business, science, and arts occupations",98242,"(+/-4,026)",99020,"(+/-4,692)",106654,"(+/-4,319)",121231,"(+/-5,135)",176177,"(+/-6,024)",100634,"(+/-4,260)",100083,"(+/-4,792)",99256,"(+/-4,085)",124176,"(+/-4,881)"
Workers,Occupation,"Service occupations",55367,"(+/-3,520)",49450,"(+/-3,286)",54848,"(+/-3,037)",58795,"(+/-4,370)",54513,"(+/-3,782)",57832,"(+/-3,591)",65548,"(+/-5,229)",59173,"(+/-3,445)",60306,"(+/-3,592)"
Workers,Occupation,"Sales and office occupations",73545,"(+/-3,858)",71056,"(+/-3,781)",75204,"(+/-3,727)",77516,"(+/-3,975)",98955,"(+/-5,003)",73623,"(+/-3,650)",89302,"(+/-5,110)",70970,"(+/-3,657)",80634,"(+/-4,473)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",30882,"(+/-2,854)",28257,"(+/-2,542)",31325,"(+/-2,390)",35951,"(+/-2,851)",23531,"(+/-2,452)",33663,"(+/-2,970)",28737,"(+/-3,041)",36829,"(+/-2,271)",32030,"(+/-2,965)"
Workers,Occupation,"Production, transportation, and material moving occupations",58203,"(+/-3,900)",80700,"(+/-4,183)",83446,"(+/-4,235)",71788,"(+/-4,078)",38353,"(+/-2,967)",70376,"(+/-3,520)",60117,"(+/-4,746)",67881,"(+/-3,252)",55787,"(+/-4,221)"
Workers,Industry,"Civilian employed population 16 years and over",316239,"(+/-5,201)",328483,"(+/-5,514)",351477,"(+/-5,689)",365281,"(+/-5,946)",391529,"(+/-8,181)",336128,"(+/-5,629)",343787,"(+/-7,209)",334109,"(+/-5,755)",352933,"(+/-6,192)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1421,(+/-535),5458,"(+/-1,107)",7114,"(+/-1,285)",7413,"(+/-1,254)",3564,"(+/-1,350)",6290,"(+/-1,450)",969,(+/-562),9820,"(+/-1,374)",4099,"(+/-1,258)"
Workers,Industry,Construction,20489,"(+/-2,436)",16528,"(+/-1,909)",20224,"(+/-1,857)",21052,"(+/-2,216)",19714,"(+/-2,564)",20656,"(+/-2,108)",20462,"(+/-2,670)",23450,"(+/-2,145)",22154,"(+/-2,610)"
Workers,Industry,Manufacturing,54041,"(+/-3,292)",90052,"(+/-4,587)",90993,"(+/-3,897)",72927,"(+/-4,332)",47111,"(+/-3,311)",76104,"(+/-3,474)",37611,"(+/-3,713)",64712,"(+/-3,071)",60272,"(+/-4,052)"
Workers,Industry,"Wholesale trade",6703,"(+/-1,367)",7278,"(+/-1,224)",8909,"(+/-1,382)",9380,"(+/-1,434)",12753,"(+/-1,899)",8620,"(+/-1,315)",11842,"(+/-1,885)",10404,"(+/-1,719)",8242,"(+/-1,392)"
Workers,Industry,"Retail trade",39586,"(+/-3,091)",35570,"(+/-2,969)",39108,"(+/-3,009)",39953,"(+/-3,324)",42589,"(+/-4,117)",38420,"(+/-2,936)",47402,"(+/-3,998)",35593,"(+/-3,007)",41777,"(+/-2,895)"
Workers,Industry,"Transportation and warehousing, and utilities",20140,"(+/-2,376)",12736,"(+/-1,789)",13810,"(+/-1,452)",20580,"(+/-2,822)",14587,"(+/-2,029)",14897,"(+/-1,767)",27374,"(+/-2,930)",15922,"(+/-1,810)",17805,"(+/-2,061)"
Workers,Industry,Information,3352,"(+/-1,098)",5545,"(+/-1,181)",5792,"(+/-1,022)",5513,"(+/-1,263)",9838,"(+/-1,938)",3204,(+/-810),5835,(+/-970),5269,"(+/-1,116)",6832,"(+/-1,548)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",14232,"(+/-1,569)",13292,"(+/-1,716)",21262,"(+/-1,935)",16088,"(+/-2,237)",31991,"(+/-3,482)",14188,"(+/-1,787)",19783,"(+/-2,102)",15516,"(+/-1,882)",20044,"(+/-2,647)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",28955,"(+/-2,635)",21068,"(+/-2,086)",22327,"(+/-2,223)",26673,"(+/-2,552)",49351,"(+/-2,948)",23574,"(+/-2,397)",36812,"(+/-2,653)",24222,"(+/-2,314)",25135,"(+/-2,826)"
Workers,Industry,"Educational services, and health care and social assistance",74357,"(+/-3,996)",72716,"(+/-3,755)",70195,"(+/-3,484)",87768,"(+/-4,264)",93521,"(+/-4,299)",74070,"(+/-3,321)",67255,"(+/-4,066)",71213,"(+/-3,652)",82588,"(+/-4,842)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",28567,"(+/-2,590)",23173,"(+/-2,687)",26963,"(+/-2,453)",30165,"(+/-3,135)",33410,"(+/-3,290)",31937,"(+/-2,911)",38222,"(+/-4,060)",31331,"(+/-2,815)",35731,"(+/-3,262)"
Workers,Industry,"Other services, except public administration",13981,"(+/-1,781)",15037,"(+/-1,648)",17951,"(+/-2,189)",16610,"(+/-2,278)",19220,"(+/-2,557)",12536,"(+/-1,549)",17055,"(+/-2,559)",13693,"(+/-1,524)",15412,"(+/-2,095)"
Workers,Industry,"Public administration",10415,"(+/-1,489)",10030,"(+/-1,371)",6829,"(+/-1,137)",11159,"(+/-1,533)",13880,"(+/-1,861)",11632,"(+/-1,875)",13165,"(+/-2,337)",12964,"(+/-1,505)",12842,"(+/-1,642)"
Workers,"Class of Worker","Civilian employed population 16 years and over",316239,"(+/-5,201)",328483,"(+/-5,514)",351477,"(+/-5,689)",365281,"(+/-5,946)",391529,"(+/-8,181)",336128,"(+/-5,629)",343787,"(+/-7,209)",334109,"(+/-5,755)",352933,"(+/-6,192)"
Workers,"Class of Worker","Private wage and salary workers",271319,"(+/-5,833)",283280,"(+/-5,624)",304200,"(+/-6,634)",306779,"(+/-5,969)",331992,"(+/-7,991)",281843,"(+/-5,963)",298142,"(+/-7,048)",283690,"(+/-5,565)",292047,"(+/-6,477)"
Workers,"Class of Worker","Government workers",32820,"(+/-2,507)",29078,"(+/-2,328)",28943,"(+/-2,703)",42523,"(+/-3,283)",43578,"(+/-3,897)",36113,"(+/-3,154)",34144,"(+/-3,413)",35362,"(+/-2,533)",41867,"(+/-2,982)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",11734,"(+/-1,583)",15185,"(+/-1,839)",17537,"(+/-1,956)",15384,"(+/-1,954)",15708,"(+/-1,901)",17083,"(+/-1,799)",10744,"(+/-1,843)",14336,"(+/-1,916)",18765,"(+/-2,383)"
Workers,"Class of Worker","Unpaid family workers",366,(+/-295),940,(+/-322),797,(+/-376),595,(+/-313),251,(+/-208),1089,(+/-493),757,(+/-498),721,(+/-459),254,(+/-211)
Housing,"Housing Occupancy","Total housing units",304814,"(+/-1,393)",307854,"(+/-1,872)",315202,"(+/-1,403)",311328,"(+/-2,248)",324250,"(+/-3,130)",313400,"(+/-1,599)",331483,"(+/-2,719)",317723,"(+/-1,877)",315396,"(+/-2,058)"
Housing,"Housing Occupancy","Occupied housing units",271870,"(+/-2,568)",264570,"(+/-4,248)",279150,"(+/-3,088)",282271,"(+/-3,270)",296073,"(+/-4,439)",276681,"(+/-3,754)",284356,"(+/-4,161)",280116,"(+/-3,575)",280056,"(+/-3,531)"
Housing,"Housing Occupancy","Vacant housing units",32944,"(+/-2,366)",43284,"(+/-3,863)",36052,"(+/-3,056)",29057,"(+/-3,167)",28177,"(+/-3,447)",36719,"(+/-3,858)",47127,"(+/-3,431)",37607,"(+/-3,009)",35340,"(+/-3,629)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,(+/-0.5),2,(+/-0.6),1.3,(+/-0.4),1.7,(+/-0.5),1.5,(+/-0.5),1.8,(+/-0.5),1.6,(+/-0.7),1.9,(+/-0.6),1.7,(+/-0.6)
Housing,"Housing Occupancy","Rental vacancy rate",6.2,(+/-1.3),9.8,(+/-2.0),7.7,(+/-1.8),6,(+/-1.7),7.9,(+/-1.9),11.4,(+/-2.5),7.9,(+/-1.3),7.8,(+/-1.8),7.1,(+/-1.6)
Housing,"Housing Tenure","Occupied housing units",271870,"(+/-2,568)",264570,"(+/-4,248)",279150,"(+/-3,088)",282271,"(+/-3,270)",296073,"(+/-4,439)",276681,"(+/-3,754)",284356,"(+/-4,161)",280116,"(+/-3,575)",280056,"(+/-3,531)"
Housing,"Housing Tenure",Owner-occupied,190639,"(+/-4,174)",186791,"(+/-3,946)",200221,"(+/-3,859)",193574,"(+/-4,091)",210679,"(+/-3,888)",202114,"(+/-4,372)",143020,"(+/-4,074)",195164,"(+/-4,263)",192678,"(+/-4,340)"
Housing,"Housing Tenure",Renter-occupied,81231,"(+/-3,680)",77779,"(+/-3,767)",78929,"(+/-3,438)",88697,"(+/-3,968)",85394,"(+/-4,059)",74567,"(+/-4,077)",141336,"(+/-4,855)",84952,"(+/-3,612)",87378,"(+/-4,038)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.63,(+/-0.03),2.72,(+/-0.05),2.7,(+/-0.04),2.63,(+/-0.04),2.65,(+/-0.04),2.56,(+/-0.05),2.62,(+/-0.06),2.56,(+/-0.04),2.65,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.44,(+/-0.07),2.51,(+/-0.09),2.3,(+/-0.07),2.35,(+/-0.07),2.18,(+/-0.07),2.44,(+/-0.07),2.54,(+/-0.07),2.26,(+/-0.07),2.38,(+/-0.08)
Housing,"Year Householder Moved into Unit","Occupied housing units",271870,"(+/-2,568)",264570,"(+/-4,248)",279150,"(+/-3,088)",282271,"(+/-3,270)",296073,"(+/-4,439)",276681,"(+/-3,754)",284356,"(+/-4,161)",280116,"(+/-3,575)",280056,"(+/-3,531)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",17221,"(+/-2,139)",15327,"(+/-1,721)",20595,"(+/-2,168)",23609,"(+/-2,774)",23702,"(+/-2,288)",18393,"(+/-2,281)",24675,"(+/-2,884)",20559,"(+/-1,773)",23106,"(+/-2,396)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",83986,"(+/-3,801)",85587,"(+/-3,583)",93438,"(+/-3,545)",96389,"(+/-4,467)",111417,"(+/-4,471)",87805,"(+/-3,513)",126672,"(+/-4,556)",90565,"(+/-3,313)",94732,"(+/-4,658)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",79017,"(+/-3,450)",74384,"(+/-3,394)",79654,"(+/-3,079)",82260,"(+/-4,225)",85664,"(+/-3,137)",74900,"(+/-3,718)",67533,"(+/-3,607)",76644,"(+/-3,166)",80385,"(+/-3,626)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",41886,"(+/-2,509)",42450,"(+/-2,621)",42161,"(+/-2,501)",39458,"(+/-2,996)",40353,"(+/-2,735)",42764,"(+/-2,587)",33359,"(+/-2,609)",41498,"(+/-2,583)",39532,"(+/-2,574)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",19447,"(+/-1,696)",19998,"(+/-1,593)",19333,"(+/-1,716)",16848,"(+/-1,713)",17050,"(+/-1,989)",23835,"(+/-2,004)",13798,"(+/-1,828)",21028,"(+/-1,659)",19399,"(+/-1,760)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",30313,"(+/-2,076)",26824,"(+/-1,935)",23969,"(+/-1,936)",23707,"(+/-2,035)",17887,"(+/-1,557)",28984,"(+/-1,893)",18319,"(+/-1,685)",29822,"(+/-1,965)",22902,"(+/-1,800)"
Housing,Value,"Owner-occupied units",190639,"(+/-4,174)",186791,"(+/-3,946)",200221,"(+/-3,859)",193574,"(+/-4,091)",210679,"(+/-3,888)",202114,"(+/-4,372)",143020,"(+/-4,074)",195164,"(+/-4,263)",192678,"(+/-4,340)"
Housing,Value,"Less than $50,000",14566,"(+/-1,508)",17625,"(+/-1,584)",18226,"(+/-1,701)",14300,"(+/-1,719)",15374,"(+/-1,570)",22012,"(+/-1,819)",15710,"(+/-1,303)",26020,"(+/-2,077)",12931,"(+/-1,529)"
Housing,Value,"$50,000 to $99,999",38209,"(+/-2,685)",53707,"(+/-2,408)",56652,"(+/-2,424)",48650,"(+/-2,478)",29212,"(+/-2,185)",56409,"(+/-3,009)",47827,"(+/-2,599)",59973,"(+/-2,798)",40920,"(+/-2,903)"
Housing,Value,"$100,000 to $149,999",45132,"(+/-2,741)",44678,"(+/-2,437)",49507,"(+/-2,747)",52062,"(+/-2,823)",37515,"(+/-2,579)",49120,"(+/-3,095)",44603,"(+/-2,779)",41141,"(+/-2,841)",51026,"(+/-2,956)"
Housing,Value,"$150,000 to $199,999",34977,"(+/-2,040)",33234,"(+/-2,558)",33409,"(+/-1,907)",33661,"(+/-2,544)",37615,"(+/-2,747)",35917,"(+/-2,641)",19489,"(+/-1,815)",29246,"(+/-2,404)",35420,"(+/-2,411)"
Housing,Value,"$200,000 to $299,999",36135,"(+/-2,192)",22659,"(+/-2,082)",25125,"(+/-2,203)",28507,"(+/-2,392)",41839,"(+/-2,656)",22315,"(+/-2,343)",8240,"(+/-1,265)",24699,"(+/-1,974)",31765,"(+/-2,413)"
Housing,Value,"$300,000 to $499,999",16227,"(+/-1,439)",10798,"(+/-1,375)",11645,"(+/-1,363)",13149,"(+/-1,874)",33107,"(+/-2,560)",11933,"(+/-1,721)",4061,(+/-861),10604,"(+/-1,541)",15452,"(+/-1,895)"
Housing,Value,"$500,000 to $999,999",4498,(+/-893),3407,(+/-766),4763,(+/-906),2795,(+/-815),12799,"(+/-1,843)",3383,(+/-912),2644,(+/-744),2521,(+/-798),3905,(+/-863)
Housing,Value,"$1,000,000 or more",895,(+/-452),683,(+/-259),894,(+/-351),450,(+/-283),3218,"(+/-1,052)",1025,(+/-388),446,(+/-232),960,(+/-451),1259,(+/-479)
Housing,Value,"Median (dollars)",147100,"(+/-2,887)",122000,"(+/-2,607)",123600,"(+/-2,455)",130700,"(+/-2,956)",179000,"(+/-4,860)",122000,"(+/-2,762)",107400,"(+/-1,835)",112600,"(+/-2,760)",141100,"(+/-2,738)"
Housing,"Mortgage Status","Owner-occupied units",190639,"(+/-4,174)",186791,"(+/-3,946)",200221,"(+/-3,859)",193574,"(+/-4,091)",210679,"(+/-3,888)",202114,"(+/-4,372)",143020,"(+/-4,074)",195164,"(+/-4,263)",192678,"(+/-4,340)"
Housing,"Mortgage Status","Housing units with a mortgage",126950,"(+/-4,233)",117533,"(+/-3,495)",132162,"(+/-3,543)",131133,"(+/-3,899)",155352,"(+/-3,921)",129361,"(+/-3,570)",99028,"(+/-3,642)",117312,"(+/-4,018)",128136,"(+/-3,763)"
Housing,"Mortgage Status","Housing units without a mortgage",63689,"(+/-2,808)",69258,"(+/-2,992)",68059,"(+/-2,620)",62441,"(+/-2,904)",55327,"(+/-2,992)",72753,"(+/-3,124)",43992,"(+/-2,834)",77852,"(+/-3,216)",64542,"(+/-3,079)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",126950,"(+/-4,233)",117533,"(+/-3,495)",132162,"(+/-3,543)",131133,"(+/-3,899)",155352,"(+/-3,921)",129361,"(+/-3,570)",99028,"(+/-3,642)",117312,"(+/-4,018)",128136,"(+/-3,763)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2665,(+/-598),3287,(+/-624),5977,"(+/-1,006)",4694,(+/-941),3664,(+/-860),5957,(+/-949),2555,(+/-788),5733,(+/-929),2737,(+/-726)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",36825,"(+/-2,547)",55264,"(+/-2,896)",64563,"(+/-2,908)",49995,"(+/-2,547)",38654,"(+/-2,399)",55360,"(+/-3,177)",43874,"(+/-3,032)",53067,"(+/-3,259)",47755,"(+/-3,238)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",49483,"(+/-2,738)",38929,"(+/-2,553)",41934,"(+/-2,613)",49052,"(+/-2,776)",51066,"(+/-3,104)",44895,"(+/-2,841)",40535,"(+/-2,744)",37715,"(+/-2,701)",47121,"(+/-2,844)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",24040,"(+/-2,360)",13612,"(+/-1,418)",12115,"(+/-1,634)",17071,"(+/-2,030)",28445,"(+/-2,543)",15259,"(+/-1,976)",7683,"(+/-1,003)",14544,"(+/-1,599)",18689,"(+/-2,065)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",7700,"(+/-1,202)",3726,(+/-771),3977,(+/-803),5810,"(+/-1,056)",16381,"(+/-2,304)",5525,"(+/-1,254)",2684,(+/-758),4090,(+/-942),7632,"(+/-1,145)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3565,(+/-823),1573,(+/-539),1795,(+/-589),2235,(+/-736),6927,"(+/-1,439)",1399,(+/-506),1075,(+/-510),1529,(+/-506),2081,(+/-545)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2672,(+/-643),1142,(+/-416),1801,(+/-601),2276,"(+/-1,033)",10215,"(+/-1,526)",966,(+/-393),622,(+/-271),634,(+/-307),2121,(+/-736)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1222,(+/-21),1002,(+/-22),970,(+/-15),1095,(+/-18),1334,(+/-28),1031,(+/-24),1031,(+/-23),999,(+/-22),1117,(+/-21)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",63689,"(+/-2,808)",69258,"(+/-2,992)",68059,"(+/-2,620)",62441,"(+/-2,904)",55327,"(+/-2,992)",72753,"(+/-3,124)",43992,"(+/-2,834)",77852,"(+/-3,216)",64542,"(+/-3,079)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",7368,"(+/-1,282)",16167,"(+/-1,507)",14151,"(+/-1,458)",11172,"(+/-1,324)",7180,"(+/-1,063)",12397,"(+/-1,460)",7117,"(+/-1,112)",13655,"(+/-1,744)",9072,"(+/-1,276)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",19331,"(+/-1,783)",25851,"(+/-1,961)",26500,"(+/-1,830)",23200,"(+/-1,882)",14766,"(+/-1,868)",28248,"(+/-1,971)",19659,"(+/-2,027)",30011,"(+/-1,905)",23936,"(+/-2,199)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24154,"(+/-1,899)",19586,"(+/-2,024)",19414,"(+/-1,581)",19011,"(+/-1,920)",18236,"(+/-1,669)",21213,"(+/-2,132)",11891,"(+/-1,364)",24130,"(+/-2,078)",22004,"(+/-2,190)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8788,"(+/-1,323)",4726,(+/-960),5425,"(+/-1,068)",6083,"(+/-1,126)",8836,"(+/-1,460)",7601,"(+/-1,024)",3432,(+/-781),6238,"(+/-1,030)",6244,"(+/-1,125)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2464,(+/-735),1735,(+/-581),1530,(+/-505),2225,(+/-705),3429,(+/-899),1824,(+/-514),1007,(+/-418),2366,(+/-766),2204,(+/-717)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1584,(+/-565),1193,(+/-487),1039,(+/-472),750,(+/-389),2880,(+/-771),1470,(+/-522),886,(+/-412),1452,(+/-531),1082,(+/-412)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",436,(+/-11),354,(+/-11),361,(+/-8),378,(+/-12),453,(+/-14),378,(+/-9),361,(+/-11),375,(+/-9),396,(+/-10)
Housing,"Gross Rent","Occupied units paying rent",76534,"(+/-3,676)",72046,"(+/-3,745)",74427,"(+/-3,554)",84562,"(+/-4,026)",81661,"(+/-4,022)",69180,"(+/-3,826)",137592,"(+/-4,734)",77972,"(+/-3,314)",82621,"(+/-4,014)"
Housing,"Gross Rent","Less than $500",9394,"(+/-1,373)",13918,"(+/-1,558)",14166,"(+/-1,569)",10227,"(+/-1,570)",7017,"(+/-1,252)",13643,"(+/-2,035)",12754,"(+/-1,751)",18705,"(+/-1,842)",11437,"(+/-1,684)"
Housing,"Gross Rent","$500 to $999",46469,"(+/-3,008)",48810,"(+/-2,946)",50665,"(+/-3,114)",53859,"(+/-3,345)",46492,"(+/-3,401)",44524,"(+/-3,111)",92790,"(+/-4,212)",49482,"(+/-3,016)",50345,"(+/-3,443)"
Housing,"Gross Rent","$1,000 to $1,499",18170,"(+/-2,575)",7768,"(+/-1,392)",7962,"(+/-1,477)",15735,"(+/-1,716)",21089,"(+/-1,882)",9464,"(+/-1,895)",26455,"(+/-3,059)",8605,"(+/-1,388)",16788,"(+/-2,440)"
Housing,"Gross Rent","$1,500 to $1,999",2309,(+/-878),803,(+/-443),1091,(+/-525),3348,"(+/-1,331)",5049,"(+/-1,217)",911,(+/-526),3617,"(+/-1,275)",576,(+/-391),2736,"(+/-1,081)"
Housing,"Gross Rent","$2,000 to $2,499",105,(+/-128),442,(+/-366),345,(+/-192),1146,(+/-641),1530,(+/-676),158,(+/-171),1471,(+/-826),173,(+/-141),746,(+/-427)
Housing,"Gross Rent","$2,500 to $2,999",0,(+/-189),111,(+/-142),78,(+/-85),0,(+/-189),257,(+/-189),199,(+/-188),204,(+/-140),65,(+/-89),193,(+/-197)
Housing,"Gross Rent","$3,000 or more",87,(+/-104),194,(+/-241),120,(+/-140),247,(+/-195),227,(+/-219),281,(+/-256),301,(+/-250),366,(+/-289),376,(+/-351)
Housing,"Gross Rent","Median (dollars)",841,(+/-19),705,(+/-15),697,(+/-13),753,(+/-19),867,(+/-17),715,(+/-22),784,(+/-16),670,(+/-15),777,(+/-24)
Housing,"Gross Rent","No rent paid",4697,"(+/-1,247)",5733,"(+/-1,083)",4502,(+/-905),4135,"(+/-1,047)",3733,(+/-865),5387,(+/-978),3744,(+/-951),6980,"(+/-1,099)",4757,(+/-949)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",271870,"(+/-2,568)",264570,"(+/-4,248)",279150,"(+/-3,088)",282271,"(+/-3,270)",296073,"(+/-4,439)",276681,"(+/-3,754)",284356,"(+/-4,161)",280116,"(+/-3,575)",280056,"(+/-3,531)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",19452,"(+/-1,899)",16685,"(+/-1,625)",15933,"(+/-1,754)",17330,"(+/-1,906)",11771,"(+/-1,861)",18424,"(+/-1,965)",31104,"(+/-2,724)",20439,"(+/-2,155)",16870,"(+/-1,936)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",13532,"(+/-1,782)",12159,"(+/-1,473)",11840,"(+/-1,442)",12234,"(+/-1,466)",10977,"(+/-1,851)",14630,"(+/-1,613)",19154,"(+/-2,101)",16529,"(+/-1,681)",15328,"(+/-1,738)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",28327,"(+/-2,218)",32747,"(+/-2,708)",30444,"(+/-2,346)",26894,"(+/-1,888)",26741,"(+/-2,473)",29545,"(+/-2,155)",40775,"(+/-3,233)",36039,"(+/-2,563)",29558,"(+/-2,712)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",28255,"(+/-2,593)",31110,"(+/-1,976)",34083,"(+/-2,719)",28506,"(+/-2,158)",29600,"(+/-2,748)",31115,"(+/-2,366)",38611,"(+/-2,592)",33103,"(+/-2,348)",29032,"(+/-2,757)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",39671,"(+/-2,458)",42723,"(+/-2,561)",44653,"(+/-2,729)",43913,"(+/-3,352)",36064,"(+/-2,870)",42822,"(+/-2,590)",49164,"(+/-3,487)",41055,"(+/-2,647)",43531,"(+/-3,282)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",49964,"(+/-3,092)",56494,"(+/-3,290)",60054,"(+/-2,904)",56829,"(+/-3,859)",50654,"(+/-2,848)",56442,"(+/-3,003)",46787,"(+/-3,170)",54678,"(+/-2,922)",52362,"(+/-3,512)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",35483,"(+/-2,332)",31014,"(+/-2,258)",35812,"(+/-2,896)",38014,"(+/-2,996)",37871,"(+/-3,025)",36581,"(+/-2,684)",26527,"(+/-2,196)",35206,"(+/-2,337)",37452,"(+/-2,881)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",35211,"(+/-2,600)",27247,"(+/-2,183)",30190,"(+/-2,327)",39819,"(+/-2,820)",47887,"(+/-3,063)",32115,"(+/-2,505)",21498,"(+/-2,145)",29026,"(+/-2,325)",36695,"(+/-2,674)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",12445,"(+/-1,514)",7476,"(+/-1,159)",7661,"(+/-1,206)",10316,"(+/-1,525)",19303,"(+/-1,875)",8949,"(+/-1,550)",6541,"(+/-1,261)",7005,"(+/-1,132)",11491,"(+/-1,444)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",9530,"(+/-1,394)",6915,"(+/-1,142)",8480,"(+/-1,503)",8416,"(+/-1,180)",25205,"(+/-2,425)",6058,(+/-946),4195,(+/-952),7036,"(+/-1,125)",7737,"(+/-1,131)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",52256,"(+/-1,458)",48654,"(+/-1,316)",50690,(+/-992),54897,"(+/-1,575)",65165,"(+/-1,968)",50588,"(+/-1,069)",37939,"(+/-1,141)",47134,"(+/-1,277)",52041,"(+/-1,330)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",68258,"(+/-1,832)",62763,"(+/-1,799)",66483,"(+/-2,129)",68639,"(+/-1,610)",92158,"(+/-2,920)",63665,"(+/-1,798)",51285,"(+/-1,286)",61661,"(+/-1,880)",67221,"(+/-1,990)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",703847,"(+/-2,924)",715589,"(+/-4,176)",727993,"(+/-2,721)",735781,"(+/-4,439)",750811,"(+/-7,276)",708764,"(+/-3,963)",740981,"(+/-6,413)",704042,"(+/-3,523)",732459,"(+/-4,841)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",642944,"(+/-5,534)",635038,"(+/-6,529)",642264,"(+/-6,637)",670208,"(+/-7,183)",696698,"(+/-7,856)",647821,"(+/-6,284)",644469,"(+/-7,990)",645576,"(+/-5,172)",667488,"(+/-7,581)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",485900,"(+/-9,570)",482168,"(+/-9,094)",505108,"(+/-9,355)",554748,"(+/-9,585)",596508,"(+/-9,706)",512349,"(+/-7,904)",416431,"(+/-9,774)",499188,"(+/-8,438)",541939,"(+/-8,952)"
Socioeconomic,"Health Insurance Coverage","With public coverage",243332,"(+/-8,564)",239990,"(+/-8,128)",221042,"(+/-7,282)",207020,"(+/-6,861)",184321,"(+/-6,714)",230568,"(+/-5,423)",293779,"(+/-8,806)",242697,"(+/-7,243)",211972,"(+/-7,168)"
