Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE"
Workers,Occupation,"Management, business, science, and arts occupations",93148,"(+/-4,241)",126719,"(+/-5,750)",101947,"(+/-5,412)",108703,"(+/-4,795)",156824,"(+/-5,506)",109452,"(+/-4,461)",120776,"(+/-5,048)",119600,"(+/-5,158)",91998,"(+/-5,111)"
Workers,Occupation,"Service occupations",62159,"(+/-4,238)",55966,"(+/-3,651)",55047,"(+/-3,222)",55102,"(+/-4,019)",66117,"(+/-3,887)",56478,"(+/-3,500)",49020,"(+/-3,420)",48560,"(+/-3,726)",61779,"(+/-4,682)"
Workers,Occupation,"Sales and office occupations",70876,"(+/-4,173)",89070,"(+/-4,266)",75167,"(+/-4,221)",84411,"(+/-5,068)",95445,"(+/-4,396)",79172,"(+/-4,076)",75199,"(+/-4,093)",75517,"(+/-5,214)",77736,"(+/-5,750)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",30827,"(+/-2,976)",29273,"(+/-2,848)",25745,"(+/-2,648)",34536,"(+/-3,012)",33407,"(+/-3,540)",32448,"(+/-3,003)",27422,"(+/-2,952)",27878,"(+/-2,462)",25751,"(+/-2,893)"
Workers,Occupation,"Production, transportation, and material moving occupations",47972,"(+/-3,704)",44316,"(+/-3,380)",53100,"(+/-3,592)",66064,"(+/-3,908)",47847,"(+/-4,162)",56840,"(+/-4,120)",46153,"(+/-3,517)",46671,"(+/-3,507)",60576,"(+/-4,876)"
Workers,Industry,"Civilian employed population 16 years and over",304982,"(+/-6,296)",345344,"(+/-5,370)",311006,"(+/-6,942)",348816,"(+/-7,348)",399640,"(+/-5,672)",334390,"(+/-6,051)",318570,"(+/-6,642)",318226,"(+/-6,539)",317840,"(+/-7,961)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3614,(+/-903),2895,(+/-872),2436,(+/-717),4080,(+/-856),623,(+/-397),6180,"(+/-1,156)",4067,(+/-982),4464,(+/-972),474,(+/-339)
Workers,Industry,Construction,20985,"(+/-2,241)",17821,"(+/-1,898)",16900,"(+/-2,258)",23391,"(+/-2,590)",23775,"(+/-2,675)",22791,"(+/-2,503)",20053,"(+/-2,668)",16002,"(+/-1,898)",17081,"(+/-2,367)"
Workers,Industry,Manufacturing,48096,"(+/-4,053)",35498,"(+/-2,871)",48751,"(+/-3,713)",59847,"(+/-3,803)",32548,"(+/-2,713)",49793,"(+/-3,689)",45310,"(+/-3,580)",45324,"(+/-3,606)",25712,"(+/-2,474)"
Workers,Industry,"Wholesale trade",5770,"(+/-1,108)",9368,"(+/-1,856)",8017,"(+/-1,836)",7789,"(+/-1,478)",8902,"(+/-1,282)",13278,"(+/-2,165)",7447,"(+/-1,435)",9729,"(+/-1,615)",11134,"(+/-1,868)"
Workers,Industry,"Retail trade",39144,"(+/-3,192)",49366,"(+/-3,687)",39037,"(+/-3,733)",45337,"(+/-3,150)",44740,"(+/-4,014)",37903,"(+/-3,058)",37482,"(+/-3,775)",40878,"(+/-4,478)",36387,"(+/-3,101)"
Workers,Industry,"Transportation and warehousing, and utilities",11824,"(+/-1,747)",16641,"(+/-2,127)",21157,"(+/-2,054)",22281,"(+/-2,800)",19487,"(+/-2,264)",21711,"(+/-2,644)",14533,"(+/-1,596)",23048,"(+/-2,402)",42850,"(+/-4,050)"
Workers,Industry,Information,4528,"(+/-1,175)",7084,"(+/-1,328)",4473,"(+/-1,271)",7389,"(+/-1,707)",10171,"(+/-1,473)",4697,"(+/-1,026)",6592,"(+/-1,471)",3780,"(+/-1,089)",5994,"(+/-1,197)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",12999,"(+/-1,349)",20456,"(+/-2,429)",18876,"(+/-2,400)",19770,"(+/-2,547)",30079,"(+/-3,072)",17060,"(+/-2,393)",19786,"(+/-2,240)",16053,"(+/-2,252)",15951,"(+/-2,081)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",22155,"(+/-2,623)",42042,"(+/-2,579)",32797,"(+/-2,662)",29040,"(+/-2,815)",49983,"(+/-3,746)",29218,"(+/-2,746)",32243,"(+/-2,860)",25876,"(+/-2,414)",34457,"(+/-3,426)"
Workers,Industry,"Educational services, and health care and social assistance",72741,"(+/-4,347)",83486,"(+/-4,436)",64019,"(+/-3,723)",70326,"(+/-3,625)",95002,"(+/-5,162)",68512,"(+/-3,734)",75231,"(+/-3,824)",75787,"(+/-3,846)",67345,"(+/-3,864)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",38399,"(+/-3,370)",32682,"(+/-2,773)",26634,"(+/-2,974)",30060,"(+/-3,231)",48278,"(+/-3,649)",31620,"(+/-3,182)",25022,"(+/-2,610)",23575,"(+/-3,345)",30017,"(+/-3,458)"
Workers,Industry,"Other services, except public administration",15121,"(+/-1,961)",16312,"(+/-2,062)",16637,"(+/-2,165)",17690,"(+/-2,320)",20001,"(+/-2,365)",17043,"(+/-2,067)",15248,"(+/-2,177)",17241,"(+/-2,116)",17921,"(+/-2,698)"
Workers,Industry,"Public administration",9606,"(+/-1,536)",11693,"(+/-1,698)",11272,"(+/-1,576)",11816,"(+/-1,620)",16051,"(+/-1,874)",14584,"(+/-1,896)",15556,"(+/-2,130)",16469,"(+/-2,065)",12517,"(+/-1,840)"
Workers,"Class of Worker","Civilian employed population 16 years and over",304982,"(+/-6,296)",345344,"(+/-5,370)",311006,"(+/-6,942)",348816,"(+/-7,348)",399640,"(+/-5,672)",334390,"(+/-6,051)",318570,"(+/-6,642)",318226,"(+/-6,539)",317840,"(+/-7,961)"
Workers,"Class of Worker","Private wage and salary workers",241459,"(+/-5,883)",277170,"(+/-6,595)",245174,"(+/-6,821)",277763,"(+/-7,338)",331704,"(+/-5,517)",260851,"(+/-5,927)",242678,"(+/-6,617)",251616,"(+/-7,092)",262918,"(+/-8,308)"
Workers,"Class of Worker","Government workers",41243,"(+/-4,196)",47352,"(+/-3,566)",44679,"(+/-3,122)",47069,"(+/-3,263)",42185,"(+/-3,001)",43753,"(+/-3,152)",50093,"(+/-3,034)",47503,"(+/-3,738)",40345,"(+/-3,240)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",21682,"(+/-2,184)",20499,"(+/-2,383)",20832,"(+/-2,368)",23525,"(+/-2,367)",25196,"(+/-2,612)",29213,"(+/-3,188)",25203,"(+/-2,889)",18487,"(+/-1,716)",14302,"(+/-1,666)"
Workers,"Class of Worker","Unpaid family workers",598,(+/-329),323,(+/-219),321,(+/-246),459,(+/-462),555,(+/-346),573,(+/-402),596,(+/-444),620,(+/-291),275,(+/-215)
Housing,"Housing Occupancy","Total housing units",347403,"(+/-1,425)",327053,"(+/-1,516)",327350,"(+/-2,188)",309265,"(+/-1,781)",332158,"(+/-1,367)",317235,"(+/-1,572)",316514,"(+/-1,381)",296507,"(+/-3,423)",318922,"(+/-3,275)"
Housing,"Housing Occupancy","Occupied housing units",288863,"(+/-4,262)",290345,"(+/-3,349)",280143,"(+/-4,330)",279183,"(+/-3,208)",304071,"(+/-3,234)",283217,"(+/-3,454)",274422,"(+/-3,573)",263221,"(+/-3,767)",266795,"(+/-4,650)"
Housing,"Housing Occupancy","Vacant housing units",58540,"(+/-4,293)",36708,"(+/-3,121)",47207,"(+/-4,265)",30082,"(+/-3,106)",28087,"(+/-2,992)",34018,"(+/-3,102)",42092,"(+/-3,416)",33286,"(+/-3,250)",52127,"(+/-3,696)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.8,(+/-0.6),2.3,(+/-0.6),3.1,(+/-0.9),1.6,(+/-0.5),1.7,(+/-0.6),1.6,(+/-0.5),1.1,(+/-0.4),2.2,(+/-0.7),2,(+/-0.6)
Housing,"Housing Occupancy","Rental vacancy rate",7.2,(+/-1.6),5.4,(+/-1.4),9.8,(+/-2.0),5,(+/-1.5),5,(+/-1.1),5,(+/-1.6),8,(+/-1.7),7.6,(+/-1.8),10,(+/-1.4)
Housing,"Housing Tenure","Occupied housing units",288863,"(+/-4,262)",290345,"(+/-3,349)",280143,"(+/-4,330)",279183,"(+/-3,208)",304071,"(+/-3,234)",283217,"(+/-3,454)",274422,"(+/-3,573)",263221,"(+/-3,767)",266795,"(+/-4,650)"
Housing,"Housing Tenure",Owner-occupied,198312,"(+/-5,258)",196227,"(+/-3,909)",188216,"(+/-4,739)",188361,"(+/-4,738)",172114,"(+/-4,150)",209895,"(+/-4,233)",196242,"(+/-4,712)",189520,"(+/-4,128)",126611,"(+/-4,208)"
Housing,"Housing Tenure",Renter-occupied,90551,"(+/-4,371)",94118,"(+/-3,598)",91927,"(+/-4,016)",90822,"(+/-4,223)",131957,"(+/-4,473)",73322,"(+/-3,216)",78180,"(+/-3,898)",73701,"(+/-3,891)",140184,"(+/-5,687)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.42,(+/-0.05),2.52,(+/-0.04),2.55,(+/-0.05),2.69,(+/-0.04),2.46,(+/-0.05),2.62,(+/-0.04),2.75,(+/-0.05),2.61,(+/-0.05),2.6,(+/-0.07)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.37,(+/-0.09),2.35,(+/-0.07),2.47,(+/-0.08),2.57,(+/-0.08),2.39,(+/-0.06),2.52,(+/-0.09),2.51,(+/-0.10),2.67,(+/-0.09),2.56,(+/-0.08)
Housing,"Year Householder Moved into Unit","Occupied housing units",288863,"(+/-4,262)",290345,"(+/-3,349)",280143,"(+/-4,330)",279183,"(+/-3,208)",304071,"(+/-3,234)",283217,"(+/-3,454)",274422,"(+/-3,573)",263221,"(+/-3,767)",266795,"(+/-4,650)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",17078,"(+/-2,089)",22545,"(+/-2,709)",14614,"(+/-1,913)",21112,"(+/-2,341)",27563,"(+/-2,815)",18155,"(+/-2,136)",20373,"(+/-2,067)",15882,"(+/-2,038)",24710,"(+/-2,764)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",91175,"(+/-4,554)",100357,"(+/-4,042)",97172,"(+/-4,414)",99638,"(+/-4,150)",131363,"(+/-4,875)",92967,"(+/-3,542)",102724,"(+/-4,245)",85548,"(+/-3,732)",108130,"(+/-4,845)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",78457,"(+/-4,080)",86184,"(+/-3,939)",79980,"(+/-3,854)",84091,"(+/-3,662)",79993,"(+/-3,877)",87598,"(+/-3,906)",76087,"(+/-3,568)",79196,"(+/-3,644)",65591,"(+/-3,749)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",48637,"(+/-3,272)",39216,"(+/-2,549)",39411,"(+/-2,742)",38281,"(+/-2,416)",32051,"(+/-2,142)",44222,"(+/-3,115)",40838,"(+/-2,507)",40670,"(+/-2,364)",32084,"(+/-2,545)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",22493,"(+/-2,160)",18941,"(+/-1,841)",21016,"(+/-1,847)",17603,"(+/-1,909)",14558,"(+/-1,780)",17816,"(+/-1,597)",15635,"(+/-1,333)",21636,"(+/-1,821)",16746,"(+/-1,683)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",31023,"(+/-1,868)",23102,"(+/-1,753)",27950,"(+/-1,985)",18458,"(+/-1,683)",18543,"(+/-1,664)",22459,"(+/-1,710)",18765,"(+/-1,802)",20289,"(+/-1,590)",19534,"(+/-1,586)"
Housing,Value,"Owner-occupied units",198312,"(+/-5,258)",196227,"(+/-3,909)",188216,"(+/-4,739)",188361,"(+/-4,738)",172114,"(+/-4,150)",209895,"(+/-4,233)",196242,"(+/-4,712)",189520,"(+/-4,128)",126611,"(+/-4,208)"
Housing,Value,"Less than $50,000",23925,"(+/-2,277)",11335,"(+/-1,390)",19444,"(+/-2,276)",14312,"(+/-1,770)",4730,(+/-840),15070,"(+/-1,779)",19463,"(+/-2,134)",16422,"(+/-1,440)",19580,"(+/-1,782)"
Housing,Value,"$50,000 to $99,999",45099,"(+/-3,214)",32647,"(+/-2,599)",39982,"(+/-2,670)",34624,"(+/-2,690)",17242,"(+/-1,958)",36883,"(+/-2,926)",39125,"(+/-2,865)",43636,"(+/-2,216)",46724,"(+/-2,676)"
Housing,Value,"$100,000 to $149,999",45708,"(+/-2,953)",40060,"(+/-2,805)",41342,"(+/-2,538)",47295,"(+/-3,053)",39386,"(+/-3,174)",41877,"(+/-3,327)",31681,"(+/-2,925)",32139,"(+/-2,291)",28814,"(+/-2,875)"
Housing,Value,"$150,000 to $199,999",35852,"(+/-2,965)",39246,"(+/-2,925)",33261,"(+/-2,395)",37898,"(+/-2,812)",34766,"(+/-2,738)",39785,"(+/-2,901)",28376,"(+/-2,271)",29771,"(+/-2,411)",15985,"(+/-1,899)"
Housing,Value,"$200,000 to $299,999",28161,"(+/-2,564)",35632,"(+/-2,592)",29477,"(+/-2,705)",30511,"(+/-2,129)",32778,"(+/-2,655)",43378,"(+/-2,612)",29521,"(+/-2,823)",36194,"(+/-2,514)",9777,"(+/-1,322)"
Housing,Value,"$300,000 to $499,999",13683,"(+/-1,693)",25819,"(+/-2,129)",16716,"(+/-1,725)",17559,"(+/-1,874)",28006,"(+/-2,246)",24980,"(+/-2,271)",29021,"(+/-2,016)",22194,"(+/-1,971)",3679,(+/-802)
Housing,Value,"$500,000 to $999,999",5034,"(+/-1,108)",9989,"(+/-1,419)",6148,"(+/-1,201)",4448,(+/-952),11043,"(+/-1,324)",6269,"(+/-1,110)",15917,"(+/-1,374)",7692,"(+/-1,196)",1577,(+/-447)
Housing,Value,"$1,000,000 or more",850,(+/-429),1499,(+/-477),1846,(+/-589),1714,(+/-638),4163,(+/-829),1653,(+/-569),3138,(+/-611),1472,(+/-535),475,(+/-239)
Housing,Value,"Median (dollars)",132000,"(+/-3,891)",164600,"(+/-2,953)",141600,"(+/-3,702)",147900,"(+/-3,193)",181700,"(+/-5,413)",160900,"(+/-3,115)",161300,"(+/-4,447)",153400,"(+/-3,207)",95900,"(+/-3,536)"
Housing,"Mortgage Status","Owner-occupied units",198312,"(+/-5,258)",196227,"(+/-3,909)",188216,"(+/-4,739)",188361,"(+/-4,738)",172114,"(+/-4,150)",209895,"(+/-4,233)",196242,"(+/-4,712)",189520,"(+/-4,128)",126611,"(+/-4,208)"
Housing,"Mortgage Status","Housing units with a mortgage",97096,"(+/-4,090)",116507,"(+/-4,113)",103104,"(+/-4,215)",113353,"(+/-3,831)",120324,"(+/-3,650)",123140,"(+/-4,413)",119542,"(+/-4,283)",115530,"(+/-4,158)",83857,"(+/-3,739)"
Housing,"Mortgage Status","Housing units without a mortgage",101216,"(+/-3,868)",79720,"(+/-3,151)",85112,"(+/-3,379)",75008,"(+/-3,351)",51790,"(+/-2,971)",86755,"(+/-3,753)",76700,"(+/-3,596)",73990,"(+/-2,966)",42754,"(+/-2,420)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",97096,"(+/-4,090)",116507,"(+/-4,113)",103104,"(+/-4,215)",113353,"(+/-3,831)",120324,"(+/-3,650)",123140,"(+/-4,413)",119542,"(+/-4,283)",115530,"(+/-4,158)",83857,"(+/-3,739)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",4931,"(+/-1,006)",3122,(+/-709),3677,"(+/-1,055)",1724,(+/-609),819,(+/-353),3571,(+/-738),3754,(+/-875),2561,(+/-656),1471,(+/-509)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",46762,"(+/-3,422)",39526,"(+/-2,671)",38906,"(+/-2,482)",41384,"(+/-2,763)",30611,"(+/-2,711)",42689,"(+/-2,945)",36717,"(+/-2,657)",35956,"(+/-2,601)",29886,"(+/-2,434)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",29520,"(+/-2,389)",40950,"(+/-2,689)",33538,"(+/-2,568)",42615,"(+/-2,926)",47722,"(+/-3,153)",39172,"(+/-2,879)",33925,"(+/-2,666)",32800,"(+/-2,757)",33588,"(+/-2,543)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",9604,"(+/-1,418)",17353,"(+/-1,860)",14943,"(+/-1,749)",17626,"(+/-1,691)",23164,"(+/-2,311)",22992,"(+/-2,236)",18346,"(+/-2,079)",20893,"(+/-2,211)",13079,"(+/-1,782)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",2869,(+/-704),7067,"(+/-1,218)",6580,"(+/-1,295)",6132,"(+/-1,110)",8855,"(+/-1,450)",10188,"(+/-1,492)",13012,"(+/-1,616)",11055,"(+/-1,376)",3163,(+/-716)
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1484,(+/-481),4162,(+/-774),2747,(+/-861),1742,(+/-559),3516,(+/-793),2299,(+/-779),6660,"(+/-1,148)",5414,"(+/-1,004)",1698,(+/-644)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",1926,(+/-601),4327,(+/-769),2713,(+/-779),2130,(+/-653),5637,"(+/-1,066)",2229,(+/-753),7128,"(+/-1,037)",6851,"(+/-1,200)",972,(+/-360)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",970,(+/-24),1170,(+/-25),1113,(+/-25),1147,(+/-23),1281,(+/-28),1161,(+/-24),1262,(+/-39),1270,(+/-35),1124,(+/-20)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",101216,"(+/-3,868)",79720,"(+/-3,151)",85112,"(+/-3,379)",75008,"(+/-3,351)",51790,"(+/-2,971)",86755,"(+/-3,753)",76700,"(+/-3,596)",73990,"(+/-2,966)",42754,"(+/-2,420)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",29614,"(+/-2,328)",15503,"(+/-1,539)",16943,"(+/-1,660)",12805,"(+/-1,502)",5279,"(+/-1,046)",17877,"(+/-2,033)",17012,"(+/-1,627)",11946,"(+/-1,628)",6990,"(+/-1,160)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",44365,"(+/-2,884)",31429,"(+/-2,401)",36176,"(+/-2,281)",31134,"(+/-2,397)",14550,"(+/-1,821)",34676,"(+/-2,418)",28722,"(+/-2,192)",23258,"(+/-1,862)",12981,"(+/-1,381)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",21056,"(+/-2,015)",23587,"(+/-2,156)",21012,"(+/-1,725)",22948,"(+/-2,227)",18287,"(+/-1,575)",24640,"(+/-1,918)",20177,"(+/-1,952)",22842,"(+/-2,447)",13041,"(+/-1,874)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",4005,(+/-717),5967,"(+/-1,256)",6880,"(+/-1,200)",5229,(+/-954),6754,"(+/-1,243)",6092,"(+/-1,057)",6281,"(+/-1,036)",7536,"(+/-1,121)",5456,"(+/-1,172)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1092,(+/-457),1750,(+/-611),2569,(+/-851),1396,(+/-560),2979,(+/-852),2346,(+/-883),2428,(+/-704),4336,(+/-905),2134,(+/-569)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1084,(+/-401),1484,(+/-500),1532,(+/-535),1496,(+/-435),3941,(+/-766),1124,(+/-413),2080,(+/-647),4072,(+/-833),2152,(+/-744)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",311,(+/-7),362,(+/-9),353,(+/-8),371,(+/-9),453,(+/-14),352,(+/-9),358,(+/-10),413,(+/-13),417,(+/-18)
Housing,"Gross Rent","Occupied units paying rent",78588,"(+/-4,204)",84994,"(+/-3,360)",83358,"(+/-4,182)",84530,"(+/-4,326)",127771,"(+/-4,147)",67932,"(+/-3,163)",70918,"(+/-3,512)",65935,"(+/-3,793)",135180,"(+/-5,627)"
Housing,"Gross Rent","Less than $500",19723,"(+/-2,316)",15370,"(+/-2,048)",16704,"(+/-1,903)",14160,"(+/-1,796)",15345,"(+/-1,865)",11530,"(+/-1,188)",11613,"(+/-1,752)",15133,"(+/-1,567)",12355,"(+/-1,629)"
Housing,"Gross Rent","$500 to $999",49752,"(+/-3,762)",49004,"(+/-2,842)",51899,"(+/-4,013)",49957,"(+/-3,638)",60996,"(+/-4,285)",40085,"(+/-2,974)",35965,"(+/-2,588)",33526,"(+/-2,684)",83780,"(+/-4,253)"
Housing,"Gross Rent","$1,000 to $1,499",7051,"(+/-1,488)",15756,"(+/-2,001)",12046,"(+/-1,414)",16186,"(+/-2,235)",38444,"(+/-3,174)",12991,"(+/-1,756)",14273,"(+/-2,005)",12507,"(+/-2,110)",34601,"(+/-3,111)"
Housing,"Gross Rent","$1,500 to $1,999",1149,(+/-621),3228,(+/-947),1661,(+/-550),2598,(+/-883),8688,"(+/-1,810)",1689,(+/-634),5662,"(+/-1,291)",2829,"(+/-1,153)",3715,"(+/-1,155)"
Housing,"Gross Rent","$2,000 to $2,499",622,(+/-429),966,(+/-507),431,(+/-241),258,(+/-238),2667,(+/-818),766,(+/-438),2881,(+/-681),1525,(+/-729),640,(+/-350)
Housing,"Gross Rent","$2,500 to $2,999",171,(+/-212),214,(+/-181),343,(+/-236),167,(+/-272),1082,(+/-547),452,(+/-483),319,(+/-393),0,(+/-200),89,(+/-79)
Housing,"Gross Rent","$3,000 or more",120,(+/-113),456,(+/-311),274,(+/-302),1204,(+/-560),549,(+/-343),419,(+/-471),205,(+/-197),415,(+/-329),0,(+/-200)
Housing,"Gross Rent","Median (dollars)",643,(+/-16),768,(+/-19),709,(+/-24),762,(+/-21),915,(+/-22),752,(+/-20),816,(+/-28),748,(+/-28),836,(+/-16)
Housing,"Gross Rent","No rent paid",11963,"(+/-1,487)",9124,"(+/-1,270)",8569,"(+/-1,264)",6292,"(+/-1,324)",4186,"(+/-1,011)",5390,"(+/-1,071)",7262,"(+/-1,521)",7766,"(+/-1,373)",5004,"(+/-1,165)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",288863,"(+/-4,262)",290345,"(+/-3,349)",280143,"(+/-4,330)",279183,"(+/-3,208)",304071,"(+/-3,234)",283217,"(+/-3,454)",274422,"(+/-3,573)",263221,"(+/-3,767)",266795,"(+/-4,650)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",28654,"(+/-2,432)",22907,"(+/-2,420)",23068,"(+/-2,645)",21360,"(+/-2,573)",21590,"(+/-2,305)",20568,"(+/-2,015)",18488,"(+/-2,180)",18647,"(+/-2,072)",27857,"(+/-3,016)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",20833,"(+/-2,020)",16426,"(+/-1,897)",22840,"(+/-2,473)",14946,"(+/-2,028)",15903,"(+/-2,165)",14465,"(+/-1,773)",13009,"(+/-1,737)",13590,"(+/-1,509)",19811,"(+/-2,002)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",40861,"(+/-3,108)",33454,"(+/-2,973)",38417,"(+/-3,177)",29306,"(+/-2,986)",31217,"(+/-2,510)",33112,"(+/-2,604)",28750,"(+/-2,336)",29752,"(+/-2,509)",40152,"(+/-3,092)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",40000,"(+/-3,211)",33516,"(+/-3,065)",31585,"(+/-2,210)",28797,"(+/-2,506)",33076,"(+/-2,552)",34175,"(+/-2,455)",27808,"(+/-2,570)",25053,"(+/-2,366)",34292,"(+/-3,177)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",44696,"(+/-3,431)",39235,"(+/-2,713)",40402,"(+/-3,318)",47285,"(+/-3,579)",44870,"(+/-3,004)",45084,"(+/-3,095)",39761,"(+/-3,162)",33036,"(+/-2,853)",41395,"(+/-3,458)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",54257,"(+/-3,694)",54312,"(+/-3,133)",46768,"(+/-3,234)",57099,"(+/-3,671)",59086,"(+/-3,456)",53262,"(+/-2,977)",53027,"(+/-3,591)",46237,"(+/-3,244)",44416,"(+/-3,443)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",24834,"(+/-2,441)",36011,"(+/-2,371)",28419,"(+/-2,519)",33111,"(+/-2,621)",36811,"(+/-3,420)",33491,"(+/-2,489)",30263,"(+/-2,286)",33277,"(+/-2,713)",25816,"(+/-2,626)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",22484,"(+/-2,169)",31862,"(+/-2,125)",31015,"(+/-2,689)",30565,"(+/-2,441)",33653,"(+/-2,512)",30931,"(+/-2,484)",34505,"(+/-2,451)",35776,"(+/-2,711)",21652,"(+/-2,237)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",6502,"(+/-1,102)",11407,"(+/-1,415)",9287,"(+/-1,209)",8526,"(+/-1,432)",12263,"(+/-1,846)",9366,"(+/-1,300)",12612,"(+/-1,388)",12701,"(+/-1,526)",6595,"(+/-1,244)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",5742,(+/-867),11215,"(+/-1,201)",8342,"(+/-1,433)",8188,"(+/-1,294)",15602,"(+/-1,856)",8763,"(+/-1,252)",16199,"(+/-1,800)",15152,"(+/-1,764)",4809,(+/-993)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",39081,"(+/-1,462)",49841,"(+/-1,263)",43526,"(+/-1,686)",49312,"(+/-1,314)",51554,"(+/-1,244)",47227,"(+/-1,430)",53238,"(+/-1,883)",55100,"(+/-1,689)",37388,"(+/-1,363)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",54579,"(+/-1,556)",67727,"(+/-1,918)",61736,"(+/-2,121)",64387,"(+/-2,799)",73081,"(+/-2,403)",63769,"(+/-1,566)",77145,"(+/-2,447)",78154,"(+/-2,461)",53577,"(+/-1,982)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",701516,"(+/-3,000)",725341,"(+/-3,317)",715653,"(+/-5,070)",747431,"(+/-4,971)",752804,"(+/-2,329)",736840,"(+/-4,077)",726289,"(+/-4,538)",695631,"(+/-6,880)",694795,"(+/-6,437)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",622686,"(+/-5,407)",659008,"(+/-5,801)",648986,"(+/-6,238)",674783,"(+/-7,684)",660355,"(+/-6,042)",665770,"(+/-7,123)",668403,"(+/-6,279)",640303,"(+/-7,260)",588589,"(+/-8,859)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",430221,"(+/-9,392)",496737,"(+/-9,354)",459575,"(+/-10,939)",513355,"(+/-10,399)",488866,"(+/-10,413)",496809,"(+/-10,694)",520417,"(+/-8,932)",488800,"(+/-9,865)",382779,"(+/-10,333)"
Socioeconomic,"Health Insurance Coverage","With public coverage",294777,"(+/-8,618)",254014,"(+/-7,407)",282424,"(+/-9,490)",249962,"(+/-8,292)",236696,"(+/-8,377)",267031,"(+/-7,915)",236539,"(+/-7,461)",244586,"(+/-8,304)",268537,"(+/-8,792)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",78830,"(+/-4,888)",66333,"(+/-4,765)",66667,"(+/-5,644)",72648,"(+/-6,204)",92449,"(+/-5,744)",71070,"(+/-5,733)",57886,"(+/-5,170)",55328,"(+/-6,573)",106206,"(+/-7,606)"
