Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE"
Workers,Industry,"Retail trade",40785,"(+/-3,220)",45246,"(+/-2,929)",48895,"(+/-2,995)",32100,"(+/-2,482)",45083,"(+/-3,455)",41064,"(+/-2,914)",39172,"(+/-2,451)",43691,"(+/-3,093)"
Workers,Industry,"Transportation and warehousing, and utilities",18352,"(+/-2,115)",12668,"(+/-1,271)",18232,"(+/-1,950)",14015,"(+/-1,637)",13265,"(+/-1,786)",14999,"(+/-2,065)",18943,"(+/-1,609)",19154,"(+/-1,875)"
Workers,Industry,Information,5116,"(+/-1,056)",10024,"(+/-1,148)",4939,(+/-794),5632,(+/-879),5995,(+/-954),4235,(+/-859),4228,(+/-724),5278,(+/-996)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",19407,"(+/-1,767)",27473,"(+/-2,767)",20152,"(+/-1,846)",19872,"(+/-1,957)",27871,"(+/-2,533)",19890,"(+/-1,959)",20389,"(+/-1,609)",23326,"(+/-2,400)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",31090,"(+/-3,010)",47697,"(+/-3,396)",21711,"(+/-1,849)",34724,"(+/-3,051)",34431,"(+/-2,196)",26788,"(+/-2,009)",18488,"(+/-1,685)",27707,"(+/-2,165)"
Workers,Industry,"Educational services, and health care and social assistance",83331,"(+/-3,959)",107679,"(+/-4,462)",91858,"(+/-3,416)",90876,"(+/-4,412)",89417,"(+/-4,135)",72225,"(+/-3,071)",76657,"(+/-2,744)",72036,"(+/-3,122)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",29586,"(+/-2,293)",39378,"(+/-3,760)",30670,"(+/-2,182)",39894,"(+/-2,793)",31172,"(+/-2,910)",29208,"(+/-1,859)",29432,"(+/-2,089)",32722,"(+/-2,126)"
Workers,Industry,"Other services, except public administration",16017,"(+/-1,938)",18267,"(+/-1,688)",15515,"(+/-1,716)",14460,"(+/-1,954)",13937,"(+/-1,419)",14531,"(+/-1,549)",14024,"(+/-1,127)",14142,"(+/-1,718)"
Workers,Industry,"Public administration",9505,"(+/-1,252)",18814,"(+/-1,966)",13155,"(+/-1,368)",11419,"(+/-1,721)",9083,"(+/-1,120)",12867,"(+/-1,560)",13397,"(+/-1,319)",11657,"(+/-1,463)"
Workers,"Class of Worker","Civilian employed population 16 years and over",362648,"(+/-5,960)",412895,"(+/-4,958)",366647,"(+/-5,571)",335807,"(+/-5,513)",386753,"(+/-5,167)",363318,"(+/-4,708)",350818,"(+/-4,405)",380769,"(+/-5,197)"
Workers,"Class of Worker","Private wage and salary workers",307874,"(+/-6,077)",317383,"(+/-5,272)",290104,"(+/-5,172)",282645,"(+/-5,917)",337090,"(+/-5,201)",305682,"(+/-4,983)",281996,"(+/-4,737)",319146,"(+/-5,385)"
Workers,"Class of Worker","Government workers",37863,"(+/-2,825)",75777,"(+/-4,106)",53115,"(+/-2,843)",39315,"(+/-2,860)",33778,"(+/-2,314)",37639,"(+/-2,498)",42122,"(+/-2,134)",40020,"(+/-2,546)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",16376,"(+/-1,702)",19025,"(+/-1,826)",22427,"(+/-1,465)",13432,"(+/-1,935)",15480,"(+/-1,807)",19070,"(+/-1,713)",25645,"(+/-1,504)",20801,"(+/-2,070)"
Workers,"Class of Worker","Unpaid family workers",535,(+/-288),710,(+/-303),1001,(+/-381),415,(+/-222),405,(+/-236),927,(+/-353),1055,(+/-339),802,(+/-349)
Housing,"Housing Occupancy","Total housing units",306344,"(+/-2,518)",324773,"(+/-1,319)",322354,"(+/-1,538)",310443,"(+/-3,121)",308561,"(+/-3,010)",322354,"(+/-1,446)",415848,"(+/-1,708)",345992,(+/-927)
Housing,"Housing Occupancy","Occupied housing units",274600,"(+/-3,266)",306443,"(+/-2,485)",282403,"(+/-2,727)",281913,"(+/-3,705)",292232,"(+/-3,293)",290898,"(+/-2,844)",296872,"(+/-3,039)",294177,"(+/-2,601)"
Housing,"Housing Occupancy","Vacant housing units",31744,"(+/-2,804)",18330,"(+/-2,352)",39951,"(+/-2,741)",28530,"(+/-2,538)",16329,"(+/-2,030)",31456,"(+/-2,481)",118976,"(+/-3,124)",51815,"(+/-2,594)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1,(+/-0.4),1.2,(+/-0.4),1.6,(+/-0.4),1.1,(+/-0.5),1.3,(+/-0.5),1.5,(+/-0.5),2.1,(+/-0.5),1.5,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",3.7,(+/-1.1),1.9,(+/-0.8),8.3,(+/-1.7),4.6,(+/-0.7),2.9,(+/-1.1),6.4,(+/-1.6),6.3,(+/-1.3),4.5,(+/-1.2)
Housing,"Housing Tenure","Occupied housing units",274600,"(+/-3,266)",306443,"(+/-2,485)",282403,"(+/-2,727)",281913,"(+/-3,705)",292232,"(+/-3,293)",290898,"(+/-2,844)",296872,"(+/-3,039)",294177,"(+/-2,601)"
Housing,"Housing Tenure",Owner-occupied,195339,"(+/-3,684)",188654,"(+/-3,387)",199331,"(+/-3,280)",123653,"(+/-3,771)",201114,"(+/-4,018)",205842,"(+/-3,254)",224068,"(+/-3,625)",211142,"(+/-3,516)"
Housing,"Housing Tenure",Renter-occupied,79261,"(+/-3,513)",117789,"(+/-4,007)",83072,"(+/-2,801)",158260,"(+/-3,755)",91118,"(+/-3,746)",85056,"(+/-3,361)",72804,"(+/-2,840)",83035,"(+/-3,429)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.63,(+/-0.04),2.53,(+/-0.03),2.54,(+/-0.03),2.62,(+/-0.06),2.57,(+/-0.03),2.48,(+/-0.03),2.44,(+/-0.03),2.52,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.35,(+/-0.07),2.17,(+/-0.05),2.19,(+/-0.06),2.37,(+/-0.05),2.1,(+/-0.06),2.07,(+/-0.06),2.05,(+/-0.06),2.18,(+/-0.06)
Housing,"Year Householder Moved into Unit","Occupied housing units",274600,"(+/-3,266)",306443,"(+/-2,485)",282403,"(+/-2,727)",281913,"(+/-3,705)",292232,"(+/-3,293)",290898,"(+/-2,844)",296872,"(+/-3,039)",294177,"(+/-2,601)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",17747,"(+/-2,194)",26832,"(+/-2,753)",20513,"(+/-2,000)",27505,"(+/-2,246)",17191,"(+/-1,858)",17578,"(+/-2,194)",17450,"(+/-1,799)",17722,"(+/-2,042)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",78057,"(+/-3,755)",117670,"(+/-4,425)",90356,"(+/-3,173)",120817,"(+/-4,205)",96348,"(+/-4,041)",90676,"(+/-3,671)",83480,"(+/-2,711)",94688,"(+/-4,127)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",88685,"(+/-3,381)",79164,"(+/-3,074)",79289,"(+/-2,715)",66548,"(+/-3,097)",84017,"(+/-3,647)",85847,"(+/-2,962)",88419,"(+/-2,601)",85828,"(+/-3,150)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",44865,"(+/-2,345)",40242,"(+/-2,694)",42045,"(+/-2,093)",31325,"(+/-1,939)",46649,"(+/-2,146)",45899,"(+/-2,315)",49023,"(+/-2,008)",46202,"(+/-2,193)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",20610,"(+/-1,999)",19770,"(+/-1,305)",21336,"(+/-1,571)",15709,"(+/-1,366)",22836,"(+/-1,874)",21951,"(+/-1,468)",26782,"(+/-1,574)",22590,"(+/-1,573)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",24636,"(+/-1,930)",22765,"(+/-1,441)",28864,"(+/-1,610)",20009,"(+/-1,664)",25191,"(+/-1,742)",28947,"(+/-1,762)",31718,"(+/-1,416)",27147,"(+/-1,380)"
Housing,Value,"Owner-occupied units",195339,"(+/-3,684)",188654,"(+/-3,387)",199331,"(+/-3,280)",123653,"(+/-3,771)",201114,"(+/-4,018)",205842,"(+/-3,254)",224068,"(+/-3,625)",211142,"(+/-3,516)"
Housing,Value,"Less than $50,000",6416,"(+/-1,144)",8248,"(+/-1,030)",12725,"(+/-1,016)",10026,"(+/-1,313)",5418,(+/-822),9055,(+/-909),15037,"(+/-1,067)",10053,"(+/-1,421)"
Housing,Value,"$50,000 to $99,999",22528,"(+/-1,615)",15399,"(+/-1,388)",36786,"(+/-1,521)",30883,"(+/-2,248)",7527,"(+/-1,013)",37314,"(+/-2,190)",43130,"(+/-2,064)",32084,"(+/-2,089)"
Housing,Value,"$100,000 to $149,999",37898,"(+/-2,384)",25444,"(+/-1,775)",51267,"(+/-2,118)",34508,"(+/-2,401)",30591,"(+/-2,251)",51384,"(+/-2,551)",49749,"(+/-1,998)",55282,"(+/-2,768)"
Housing,Value,"$150,000 to $199,999",42474,"(+/-2,301)",37415,"(+/-1,775)",40049,"(+/-2,348)",22472,"(+/-2,168)",42735,"(+/-2,130)",40475,"(+/-2,173)",45296,"(+/-2,097)",45573,"(+/-2,320)"
Housing,Value,"$200,000 to $299,999",51646,"(+/-2,801)",53005,"(+/-2,770)",36845,"(+/-2,167)",14340,"(+/-1,256)",63498,"(+/-2,982)",39079,"(+/-1,904)",42834,"(+/-1,862)",43623,"(+/-1,923)"
Housing,Value,"$300,000 to $499,999",26972,"(+/-1,882)",37537,"(+/-1,923)",16251,"(+/-1,131)",7244,(+/-980),38962,"(+/-2,103)",19540,"(+/-1,502)",20987,"(+/-1,701)",18108,"(+/-1,320)"
Housing,Value,"$500,000 to $999,999",6160,(+/-899),10158,"(+/-1,048)",4448,(+/-599),3345,(+/-569),10041,"(+/-1,125)",6990,(+/-767),5582,(+/-602),5290,(+/-925)
Housing,Value,"$1,000,000 or more",1245,(+/-402),1448,(+/-434),960,(+/-282),835,(+/-380),2342,(+/-507),2005,(+/-630),1453,(+/-307),1129,(+/-388)
Housing,Value,"Median (dollars)",184500,"(+/-3,492)",212100,"(+/-2,725)",148900,"(+/-2,366)",129900,"(+/-2,933)",219800,"(+/-2,984)",155300,"(+/-2,372)",153700,"(+/-1,887)",157100,"(+/-2,252)"
Housing,"Mortgage Status","Owner-occupied units",195339,"(+/-3,684)",188654,"(+/-3,387)",199331,"(+/-3,280)",123653,"(+/-3,771)",201114,"(+/-4,018)",205842,"(+/-3,254)",224068,"(+/-3,625)",211142,"(+/-3,516)"
Housing,"Mortgage Status","Housing units with a mortgage",133320,"(+/-3,467)",130092,"(+/-3,269)",120898,"(+/-2,891)",85524,"(+/-3,467)",137841,"(+/-3,593)",130903,"(+/-3,366)",132595,"(+/-2,803)",132826,"(+/-3,438)"
Housing,"Mortgage Status","Housing units without a mortgage",62019,"(+/-2,787)",58562,"(+/-2,238)",78433,"(+/-2,333)",38129,"(+/-2,251)",63273,"(+/-2,521)",74939,"(+/-2,624)",91473,"(+/-2,464)",78316,"(+/-2,246)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",133320,"(+/-3,467)",130092,"(+/-3,269)",120898,"(+/-2,891)",85524,"(+/-3,467)",137841,"(+/-3,593)",130903,"(+/-3,366)",132595,"(+/-2,803)",132826,"(+/-3,438)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",858,(+/-415),513,(+/-258),1754,(+/-464),468,(+/-284),517,(+/-254),1813,(+/-482),2527,(+/-377),1604,(+/-507)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",22698,"(+/-2,115)",19031,"(+/-1,751)",36988,"(+/-1,914)",17402,"(+/-1,561)",17972,"(+/-1,835)",34488,"(+/-2,205)",42118,"(+/-2,098)",32417,"(+/-2,164)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",44866,"(+/-2,649)",40352,"(+/-2,344)",47631,"(+/-2,108)",36927,"(+/-2,610)",43481,"(+/-2,743)",49926,"(+/-2,475)",49589,"(+/-1,801)",53803,"(+/-2,129)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",37413,"(+/-2,497)",36975,"(+/-2,366)",20227,"(+/-1,451)",18350,"(+/-1,704)",40543,"(+/-2,448)",26358,"(+/-1,805)",23956,"(+/-1,367)",26616,"(+/-1,842)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",15886,"(+/-1,574)",18104,"(+/-1,614)",8702,(+/-974),5647,(+/-828),19730,"(+/-1,907)",8541,(+/-958),8538,(+/-996),9810,"(+/-1,404)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",6270,(+/-964),7168,"(+/-1,086)",3084,(+/-563),3595,(+/-816),8029,"(+/-1,104)",5090,(+/-788),3165,(+/-705),3615,(+/-611)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",5329,(+/-977),7949,"(+/-1,027)",2512,(+/-605),3135,(+/-573),7569,"(+/-1,084)",4687,(+/-881),2702,(+/-490),4961,(+/-764)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1481,(+/-25),1564,(+/-26),1199,(+/-13),1325,(+/-25),1573,(+/-23),1256,(+/-22),1197,(+/-16),1278,(+/-21)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",62019,"(+/-2,787)",58562,"(+/-2,238)",78433,"(+/-2,333)",38129,"(+/-2,251)",63273,"(+/-2,521)",74939,"(+/-2,624)",91473,"(+/-2,464)",78316,"(+/-2,246)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1251,(+/-440),2530,(+/-627),4958,(+/-642),1200,(+/-415),632,(+/-371),2674,(+/-549),7703,(+/-837),5288,(+/-884)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",7034,"(+/-1,281)",6993,"(+/-1,079)",19393,"(+/-1,404)",4304,(+/-657),4489,(+/-865),15739,"(+/-1,190)",25172,"(+/-1,256)",19393,"(+/-1,409)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",25132,"(+/-1,929)",19892,"(+/-1,555)",33281,"(+/-1,854)",16283,"(+/-1,662)",24648,"(+/-1,817)",32439,"(+/-2,150)",35714,"(+/-1,878)",31201,"(+/-1,883)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",17116,"(+/-1,883)",15776,"(+/-1,431)",12841,"(+/-1,165)",9471,"(+/-1,062)",21656,"(+/-1,771)",14234,"(+/-1,328)",14197,"(+/-1,016)",14658,"(+/-1,255)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",7211,"(+/-1,004)",7032,(+/-988),4898,(+/-583),3615,(+/-713),6815,(+/-968),5301,(+/-750),5707,(+/-659),4693,(+/-749)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4275,(+/-883),6339,(+/-844),3062,(+/-512),3256,(+/-499),5033,(+/-876),4552,(+/-770),2980,(+/-688),3083,(+/-743)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",582,(+/-14),600,(+/-12),481,(+/-7),570,(+/-11),614,(+/-13),514,(+/-9),460,(+/-6),483,(+/-9)
Housing,"Gross Rent","Occupied units paying rent",76653,"(+/-3,387)",113725,"(+/-3,997)",77519,"(+/-2,818)",154942,"(+/-3,800)",87505,"(+/-3,553)",80688,"(+/-3,065)",65992,"(+/-2,871)",79061,"(+/-3,395)"
Housing,"Gross Rent","Less than $500",8024,"(+/-1,324)",8583,"(+/-1,343)",14309,"(+/-1,513)",16996,"(+/-1,546)",5826,"(+/-1,002)",13438,"(+/-1,647)",16347,"(+/-1,358)",12076,"(+/-1,420)"
Housing,"Gross Rent","$500 to $999",44415,"(+/-2,999)",62090,"(+/-3,286)",50323,"(+/-2,856)",97884,"(+/-3,507)",48787,"(+/-2,439)",55502,"(+/-3,069)",40290,"(+/-2,322)",54804,"(+/-3,118)"
Housing,"Gross Rent","$1,000 to $1,499",20099,"(+/-2,289)",30514,"(+/-2,433)",10710,"(+/-1,283)",31700,"(+/-2,800)",25477,"(+/-1,987)",9181,"(+/-1,285)",8468,"(+/-1,293)",11261,"(+/-1,676)"
Housing,"Gross Rent","$1,500 to $1,999",3075,(+/-720),9526,"(+/-1,649)",1384,(+/-519),5493,(+/-993),5101,(+/-993),1829,(+/-659),623,(+/-360),313,(+/-150)
Housing,"Gross Rent","$2,000 to $2,499",404,(+/-214),2371,(+/-679),498,(+/-295),2056,(+/-682),1638,(+/-504),270,(+/-164),217,(+/-194),310,(+/-197)
Housing,"Gross Rent","$2,500 to $2,999",228,(+/-276),313,(+/-211),270,(+/-280),271,(+/-207),321,(+/-232),109,(+/-163),18,(+/-31),92,(+/-82)
Housing,"Gross Rent","$3,000 or more",408,(+/-407),328,(+/-279),25,(+/-30),542,(+/-341),355,(+/-279),359,(+/-281),29,(+/-47),205,(+/-194)
Housing,"Gross Rent","Median (dollars)",843,(+/-19),905,(+/-17),727,(+/-17),803,(+/-12),894,(+/-15),699,(+/-18),686,(+/-20),716,(+/-16)
Housing,"Gross Rent","No rent paid",2608,(+/-618),4064,(+/-729),5553,(+/-785),3318,(+/-746),3613,(+/-865),4368,(+/-880),6812,(+/-743),3974,(+/-735)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",274600,"(+/-3,266)",306443,"(+/-2,485)",282403,"(+/-2,727)",281913,"(+/-3,705)",292232,"(+/-3,293)",290898,"(+/-2,844)",296872,"(+/-3,039)",294177,"(+/-2,601)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",12481,"(+/-1,746)",14481,"(+/-1,725)",14371,"(+/-1,580)",30972,"(+/-2,711)",10130,"(+/-1,514)",12878,"(+/-1,774)",16250,"(+/-1,321)",13597,"(+/-1,634)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",9328,"(+/-1,354)",12293,"(+/-1,601)",16373,"(+/-1,466)",19290,"(+/-1,818)",10879,"(+/-1,499)",13191,"(+/-1,519)",14875,"(+/-1,211)",12545,"(+/-1,511)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",26195,"(+/-2,698)",25989,"(+/-2,427)",31028,"(+/-2,128)",38912,"(+/-2,833)",23025,"(+/-1,857)",30789,"(+/-2,334)",31817,"(+/-1,741)",30554,"(+/-2,669)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",25217,"(+/-2,627)",29267,"(+/-2,672)",31584,"(+/-1,939)",34231,"(+/-2,396)",22155,"(+/-1,856)",30877,"(+/-2,530)",33798,"(+/-1,739)",31625,"(+/-2,589)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",35071,"(+/-2,368)",39567,"(+/-2,591)",43001,"(+/-2,047)",41104,"(+/-2,485)",38372,"(+/-2,811)",40077,"(+/-2,079)",45319,"(+/-1,987)",41726,"(+/-2,861)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",53438,"(+/-2,676)",62463,"(+/-3,424)",57782,"(+/-2,695)",49922,"(+/-2,786)",59917,"(+/-3,547)",60114,"(+/-2,988)",61471,"(+/-2,427)",57189,"(+/-2,571)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",42790,"(+/-2,453)",43786,"(+/-2,140)",37774,"(+/-1,934)",28951,"(+/-2,157)",43698,"(+/-2,766)",43194,"(+/-2,509)",40298,"(+/-2,063)",44859,"(+/-3,015)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",44135,"(+/-2,609)",45014,"(+/-2,624)",34335,"(+/-1,946)",25113,"(+/-2,140)",49219,"(+/-2,687)",39989,"(+/-1,908)",36455,"(+/-2,205)",40197,"(+/-2,232)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",13548,"(+/-1,716)",17482,"(+/-1,529)",8885,(+/-973),6441,(+/-854),18110,"(+/-1,414)",10765,"(+/-1,300)",8957,"(+/-1,006)",12889,"(+/-1,531)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",12397,"(+/-1,595)",16101,"(+/-1,653)",7270,(+/-905),6977,(+/-962),16727,"(+/-1,409)",9024,"(+/-1,053)",7632,(+/-960),8996,"(+/-1,242)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",62206,"(+/-1,573)",61224,"(+/-1,217)",51219,(+/-865),40748,(+/-805),66777,"(+/-1,290)",56326,"(+/-1,272)",51863,(+/-808),56137,"(+/-1,614)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",78232,"(+/-1,943)",80890,"(+/-1,851)",65764,"(+/-1,480)",57128,"(+/-1,532)",85807,"(+/-1,697)",72441,"(+/-1,700)",65968,"(+/-1,291)",69877,"(+/-1,659)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",703546,"(+/-5,114)",744200,"(+/-1,929)",707711,"(+/-4,035)",711650,"(+/-3,237)",717815,"(+/-4,384)",694578,"(+/-3,020)",699921,"(+/-3,525)",719574,"(+/-1,779)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",667453,"(+/-6,321)",706567,"(+/-4,354)",665088,"(+/-5,002)",646501,"(+/-5,762)",689288,"(+/-5,741)",666103,"(+/-3,537)",655421,"(+/-4,279)",679958,"(+/-3,392)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",539088,"(+/-8,831)",600843,"(+/-6,713)",539306,"(+/-6,924)",399885,"(+/-9,495)",584269,"(+/-8,463)",550346,"(+/-6,476)",517574,"(+/-6,041)",544317,"(+/-7,503)"
Socioeconomic,"Health Insurance Coverage","With public coverage",223138,"(+/-6,456)",199624,"(+/-6,185)",231496,"(+/-6,315)",306244,"(+/-8,360)",197938,"(+/-7,163)",216851,"(+/-5,496)",251422,"(+/-5,207)",224416,"(+/-6,536)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",36093,"(+/-3,748)",37633,"(+/-4,068)",42623,"(+/-3,985)",65149,"(+/-4,615)",28527,"(+/-3,207)",28475,"(+/-2,471)",44500,"(+/-2,642)",39616,"(+/-3,592)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",161494,"(+/-3,015)",163274,"(+/-1,348)",151539,"(+/-1,821)",181735,"(+/-2,758)",159616,"(+/-3,563)",152195,"(+/-1,769)",153322,"(+/-1,768)",167175,"(+/-1,115)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3406,"(+/-1,133)",4985,"(+/-1,588)",9287,"(+/-1,909)",6005,"(+/-1,515)",2717,(+/-937),3576,"(+/-1,001)",9910,"(+/-1,244)",6342,"(+/-1,555)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",7.2,(+/-0.9),6.4,(+/-0.8),7.2,(+/-0.7),20.2,(+/-1.4),4,(+/-0.7),6.5,(+/-0.8),6.5,(+/-0.6),7.4,(+/-0.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.4,(+/-1.8),11.3,(+/-1.6),12.7,(+/-1.4),28.9,(+/-2.5),7.2,(+/-1.4),11.1,(+/-1.5),12.1,(+/-1.3),13.3,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.9,(+/-3.1),11.9,(+/-3.2),16.3,(+/-3.7),30.1,(+/-5.6),8,(+/-3.5),16.6,(+/-4.8),14.5,(+/-2.9),14.8,(+/-4.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.1,(+/-0.6),2.3,(+/-0.5),3.7,(+/-0.5),8.8,(+/-1.3),1.6,(+/-0.4),3.4,(+/-0.7),3.7,(+/-0.5),3.1,(+/-0.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4,(+/-1.1),3.5,(+/-1.2),5.5,(+/-1.1),12.1,(+/-2.4),2,(+/-0.9),4.8,(+/-1.4),6,(+/-1.1),5,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3,(+/-2.4),4.1,(+/-3.3),4.8,(+/-2.8),7.6,(+/-4.2),0.7,(+/-1.1),3.9,(+/-3.5),5.2,(+/-2.0),3.3,(+/-2.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",26.5,(+/-4.4),23,(+/-3.7),26.3,(+/-3.7),36.1,(+/-3.2),19.2,(+/-4.2),23.8,(+/-3.8),23.7,(+/-3.0),29.8,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.8,(+/-6.6),30.7,(+/-5.2),34.2,(+/-5.3),45.3,(+/-4.3),28.3,(+/-6.4),32.3,(+/-5.3),34.8,(+/-4.5),39.2,(+/-5.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",31,(+/-15.0),32.5,(+/-13.7),40.5,(+/-12.1),52.2,(+/-9.2),34.6,(+/-15.9),49.8,(+/-13.8),48.5,(+/-12.0),46.4,(+/-12.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",10,(+/-0.9),11.8,(+/-0.8),13.1,(+/-0.7),24.1,(+/-1.3),7,(+/-0.7),9.8,(+/-0.7),10.3,(+/-0.7),10.5,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",14.4,(+/-2.0),13.1,(+/-1.9),15.5,(+/-1.6),35,(+/-3.3),7.8,(+/-1.7),12.6,(+/-1.6),13.9,(+/-1.6),15.6,(+/-2.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.9,(+/-1.9),12.8,(+/-2.0),14.9,(+/-1.6),34.7,(+/-3.3),7.2,(+/-1.6),11.8,(+/-1.6),13.7,(+/-1.7),15.2,(+/-2.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",13,(+/-3.1),16,(+/-3.2),16.9,(+/-2.6),40,(+/-5.0),8.3,(+/-2.7),15.9,(+/-3.2),16.7,(+/-2.5),19.9,(+/-4.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",14.2,(+/-2.0),11.6,(+/-1.9),14.2,(+/-1.7),32.6,(+/-3.3),6.8,(+/-1.7),10.5,(+/-1.7),12.7,(+/-1.7),13.5,(+/-2.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.7,(+/-0.8),11.4,(+/-0.7),12.5,(+/-0.6),20.3,(+/-0.9),6.8,(+/-0.6),9,(+/-0.6),9.3,(+/-0.6),8.9,(+/-0.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6,(+/-1.2),5.2,(+/-0.9),9.2,(+/-1.0),9.9,(+/-1.7),6.2,(+/-1.0),6.6,(+/-0.9),7.7,(+/-0.8),6.5,(+/-0.8)
