Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE"
Workers,Industry,"Retail trade",39645,"(+/-2,621)",41275,"(+/-3,659)",43265,"(+/-3,681)",37830,"(+/-2,899)",42270,"(+/-2,976)",40250,"(+/-2,941)",37485,"(+/-2,107)",38240,"(+/-2,467)"
Workers,Industry,"Transportation and warehousing, and utilities",13300,"(+/-1,194)",23650,"(+/-2,147)",15180,"(+/-1,853)",13835,"(+/-1,773)",13855,"(+/-1,598)",18995,"(+/-2,032)",16635,"(+/-1,130)",17730,"(+/-1,629)"
Workers,Industry,Information,5635,(+/-937),7400,"(+/-1,015)",6445,"(+/-1,120)",7775,"(+/-1,277)",9120,"(+/-1,242)",5815,"(+/-1,142)",3995,(+/-639),3425,(+/-598)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",13765,"(+/-1,620)",34135,"(+/-2,868)",43285,"(+/-2,741)",29320,"(+/-2,630)",33860,"(+/-2,533)",26175,"(+/-2,259)",15895,"(+/-1,691)",16205,"(+/-1,469)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",22375,"(+/-1,842)",38105,"(+/-2,365)",54715,"(+/-3,431)",40500,"(+/-2,732)",58900,"(+/-3,347)",34030,"(+/-2,430)",17430,"(+/-1,278)",19545,"(+/-1,562)"
Workers,Industry,"Educational services, and health care and social assistance",105160,"(+/-2,847)",83005,"(+/-3,449)",81975,"(+/-4,064)",100160,"(+/-4,019)",103490,"(+/-4,590)",87190,"(+/-3,779)",81845,"(+/-2,920)",84055,"(+/-3,504)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",24640,"(+/-1,962)",34650,"(+/-3,378)",27170,"(+/-2,394)",30030,"(+/-2,630)",44440,"(+/-3,726)",26270,"(+/-3,229)",24690,"(+/-1,894)",34130,"(+/-2,475)"
Workers,Industry,"Other services, except public administration",16475,"(+/-1,798)",16715,"(+/-2,025)",17085,"(+/-2,126)",16565,"(+/-1,683)",17580,"(+/-2,122)",17770,"(+/-2,293)",13320,"(+/-1,164)",14285,"(+/-1,355)"
Workers,Industry,"Public administration",9215,(+/-871),13520,"(+/-1,618)",7905,"(+/-1,193)",15420,"(+/-1,791)",9850,"(+/-1,563)",11760,"(+/-1,412)",11345,(+/-857),12720,"(+/-1,276)"
Workers,"Class of Worker","Civilian employed population 16 years and over",354860,"(+/-4,193)",382375,"(+/-4,088)",384755,"(+/-5,491)",364600,"(+/-5,855)",399430,"(+/-5,820)",372440,"(+/-4,815)",336600,"(+/-3,364)",318110,"(+/-4,140)"
Workers,"Class of Worker","Private wage and salary workers",294205,"(+/-4,768)",324340,"(+/-4,848)",333315,"(+/-5,489)",306025,"(+/-6,044)",336390,"(+/-5,979)",312720,"(+/-5,519)",263150,"(+/-3,617)",254830,"(+/-4,349)"
Workers,"Class of Worker","Government workers",37315,"(+/-1,880)",41680,"(+/-2,657)",32005,"(+/-2,232)",43840,"(+/-3,421)",43995,"(+/-2,953)",40665,"(+/-2,445)",44835,"(+/-2,233)",42495,"(+/-2,506)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",22695,"(+/-1,646)",16050,"(+/-1,465)",19180,"(+/-1,926)",14465,"(+/-1,920)",18520,"(+/-2,004)",18140,"(+/-1,977)",27760,"(+/-1,382)",20125,"(+/-1,396)"
Workers,"Class of Worker","Unpaid family workers",650,(+/-240),310,(+/-210),255,(+/-191),265,(+/-238),525,(+/-346),915,(+/-394),860,(+/-210),665,(+/-228)
Housing,"Housing Occupancy","Total housing units",286375,"(+/-1,165)",268720,"(+/-1,443)",286065,"(+/-4,252)",281525,"(+/-1,513)",313425,"(+/-4,235)",262170,"(+/-2,621)",328325,"(+/-1,053)",370475,"(+/-1,364)"
Housing,"Housing Occupancy","Occupied housing units",262815,"(+/-2,417)",258065,"(+/-2,258)",274150,"(+/-4,135)",267995,"(+/-2,846)",296530,"(+/-3,963)",249005,"(+/-2,823)",267175,"(+/-2,812)",271525,"(+/-2,879)"
Housing,"Housing Occupancy","Vacant housing units",23560,"(+/-2,502)",10655,"(+/-2,143)",11920,"(+/-2,248)",13530,"(+/-2,323)",16895,"(+/-2,489)",13165,"(+/-2,127)",61145,"(+/-2,655)",98955,"(+/-3,068)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.8,(+/-0.5),1.1,(+/-0.4),0.9,(+/-0.4),0.9,(+/-0.4),1.6,(+/-0.5),1.2,(+/-0.5),1.6,(+/-0.4),2.5,(+/-0.6)
Housing,"Housing Occupancy","Rental vacancy rate",5.5,(+/-1.6),3.4,(+/-1.5),4.8,(+/-1.8),3.9,(+/-1.0),3.4,(+/-1.0),1.6,(+/-0.9),7.1,(+/-1.5),5.7,(+/-1.4)
Housing,"Housing Tenure","Occupied housing units",262815,"(+/-2,417)",258065,"(+/-2,258)",274150,"(+/-4,135)",267995,"(+/-2,846)",296530,"(+/-3,963)",249005,"(+/-2,823)",267175,"(+/-2,812)",271525,"(+/-2,879)"
Housing,"Housing Tenure",Owner-occupied,195065,"(+/-3,012)",194670,"(+/-2,938)",202070,"(+/-4,171)",170755,"(+/-3,050)",156580,"(+/-3,417)",191985,"(+/-3,925)",202115,"(+/-2,750)",210030,"(+/-2,951)"
Housing,"Housing Tenure",Renter-occupied,67750,"(+/-2,503)",63395,"(+/-2,955)",72075,"(+/-3,925)",97240,"(+/-3,020)",139950,"(+/-3,893)",57020,"(+/-3,572)",65060,"(+/-2,625)",61495,"(+/-2,816)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.55,(+/-0.03),2.76,(+/-0.04),2.63,(+/-0.04),2.66,(+/-0.04),2.44,(+/-0.05),2.81,(+/-0.03),2.52,(+/-0.02),2.45,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.18,(+/-0.07),2.33,(+/-0.09),2.27,(+/-0.08),2.38,(+/-0.06),2.17,(+/-0.05),2.34,(+/-0.10),2.1,(+/-0.08),2.09,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units",262815,"(+/-2,417)",258065,"(+/-2,258)",274150,"(+/-4,135)",267995,"(+/-2,846)",296530,"(+/-3,963)",249005,"(+/-2,823)",267175,"(+/-2,812)",271525,"(+/-2,879)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",18195,"(+/-2,149)",15655,"(+/-2,054)",18315,"(+/-2,148)",21465,"(+/-2,281)",32990,"(+/-2,877)",14570,"(+/-1,961)",14590,"(+/-1,446)",14690,"(+/-1,682)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",81810,"(+/-3,385)",83485,"(+/-3,409)",88590,"(+/-4,020)",100045,"(+/-4,451)",124710,"(+/-4,211)",82315,"(+/-3,404)",81325,"(+/-2,605)",80115,"(+/-3,115)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",73820,"(+/-2,451)",81235,"(+/-3,030)",76185,"(+/-3,297)",66175,"(+/-2,850)",67880,"(+/-3,246)",76475,"(+/-3,254)",74255,"(+/-2,264)",83330,"(+/-2,493)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",39010,"(+/-1,945)",43575,"(+/-2,026)",50245,"(+/-2,532)",38660,"(+/-2,296)",34440,"(+/-2,344)",40310,"(+/-2,266)",41065,"(+/-1,764)",45160,"(+/-1,914)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",21595,"(+/-1,298)",19790,"(+/-1,640)",22850,"(+/-1,748)",20530,"(+/-1,620)",17210,"(+/-1,550)",18920,"(+/-1,441)",24650,"(+/-1,201)",21700,"(+/-1,293)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",28385,"(+/-1,413)",14325,"(+/-1,190)",17960,"(+/-1,578)",21125,"(+/-1,546)",19300,"(+/-1,700)",16420,"(+/-1,153)",31295,"(+/-1,248)",26530,"(+/-1,445)"
Housing,Value,"Owner-occupied units",195065,"(+/-3,012)",194670,"(+/-2,938)",202070,"(+/-4,171)",170755,"(+/-3,050)",156580,"(+/-3,417)",191985,"(+/-3,925)",202115,"(+/-2,750)",210030,"(+/-2,951)"
Housing,Value,"Less than $50,000",15915,"(+/-1,421)",6400,"(+/-1,085)",3105,(+/-788),5140,(+/-961),3190,(+/-701),6880,"(+/-1,152)",20935,"(+/-1,275)",13455,"(+/-1,247)"
Housing,Value,"$50,000 to $99,999",31995,"(+/-1,662)",6420,"(+/-1,116)",6215,"(+/-1,018)",7715,"(+/-1,187)",8615,"(+/-1,249)",7325,"(+/-1,087)",42550,"(+/-1,783)",33200,"(+/-1,645)"
Housing,Value,"$100,000 to $149,999",43235,"(+/-1,933)",21960,"(+/-1,652)",16305,"(+/-1,774)",23970,"(+/-1,984)",23510,"(+/-1,805)",26910,"(+/-2,124)",37810,"(+/-1,808)",44525,"(+/-1,711)"
Housing,Value,"$150,000 to $199,999",39095,"(+/-2,163)",37475,"(+/-1,965)",31605,"(+/-2,160)",33555,"(+/-2,220)",35720,"(+/-2,004)",47925,"(+/-2,777)",36365,"(+/-1,918)",42720,"(+/-1,944)"
Housing,Value,"$200,000 to $299,999",36925,"(+/-1,818)",62855,"(+/-2,819)",58670,"(+/-2,953)",51205,"(+/-2,856)",45395,"(+/-2,076)",58435,"(+/-2,885)",35795,"(+/-1,716)",44670,"(+/-2,003)"
Housing,Value,"$300,000 to $499,999",21885,"(+/-1,402)",47515,"(+/-2,404)",56015,"(+/-2,981)",36695,"(+/-2,083)",25695,"(+/-1,821)",36025,"(+/-1,941)",20835,"(+/-1,104)",23830,"(+/-1,445)"
Housing,Value,"$500,000 to $999,999",4700,(+/-624),10540,"(+/-1,091)",24570,"(+/-1,943)",11205,"(+/-1,251)",11780,"(+/-1,290)",6765,(+/-719),6360,(+/-728),6445,(+/-772)
Housing,Value,"$1,000,000 or more",1315,(+/-296),1510,(+/-531),5585,(+/-825),1270,(+/-418),2680,(+/-649),1725,(+/-517),1470,(+/-313),1185,(+/-306)
Housing,Value,"Median (dollars)",156700,"(+/-2,004)",236700,"(+/-3,140)",273600,"(+/-4,192)",225500,"(+/-3,702)",212500,"(+/-3,570)",210300,"(+/-3,590)",149700,"(+/-2,637)",163300,"(+/-2,084)"
Housing,"Mortgage Status","Owner-occupied units",195065,"(+/-3,012)",194670,"(+/-2,938)",202070,"(+/-4,171)",170755,"(+/-3,050)",156580,"(+/-3,417)",191985,"(+/-3,925)",202115,"(+/-2,750)",210030,"(+/-2,951)"
Housing,"Mortgage Status","Housing units with a mortgage",117285,"(+/-2,785)",142205,"(+/-3,597)",142130,"(+/-4,150)",116100,"(+/-3,494)",112630,"(+/-2,843)",141590,"(+/-3,538)",112485,"(+/-2,451)",126900,"(+/-2,989)"
Housing,"Mortgage Status","Housing units without a mortgage",77780,"(+/-2,101)",52465,"(+/-2,532)",59945,"(+/-3,169)",54655,"(+/-2,466)",43945,"(+/-2,272)",50400,"(+/-2,357)",89630,"(+/-2,127)",83130,"(+/-2,202)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",117285,"(+/-2,785)",142205,"(+/-3,597)",142130,"(+/-4,150)",116100,"(+/-3,494)",112630,"(+/-2,843)",141590,"(+/-3,538)",112485,"(+/-2,451)",126900,"(+/-2,989)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2050,(+/-468),925,(+/-352),655,(+/-310),600,(+/-320),715,(+/-269),1540,(+/-448),2885,(+/-463),2990,(+/-532)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",34130,"(+/-1,823)",14375,"(+/-1,671)",13860,"(+/-1,545)",14940,"(+/-1,802)",13500,"(+/-1,480)",19360,"(+/-2,001)",36150,"(+/-1,647)",37405,"(+/-2,088)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",42290,"(+/-2,255)",43650,"(+/-2,540)",37160,"(+/-2,949)",39245,"(+/-2,874)",39470,"(+/-2,084)",49865,"(+/-2,752)",40670,"(+/-1,529)",45265,"(+/-2,234)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",22700,"(+/-1,413)",41805,"(+/-2,952)",35330,"(+/-2,566)",31110,"(+/-2,132)",30455,"(+/-1,844)",38940,"(+/-2,297)",20465,"(+/-1,433)",24970,"(+/-1,566)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",9195,(+/-923),21410,"(+/-1,916)",23270,"(+/-2,007)",14225,"(+/-1,712)",13610,"(+/-1,537)",18320,"(+/-1,619)",7465,(+/-819),9905,(+/-945)
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3665,(+/-548),10980,"(+/-1,159)",13905,"(+/-1,506)",7175,"(+/-1,071)",6635,"(+/-1,049)",7870,"(+/-1,309)",2865,(+/-461),3230,(+/-475)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3255,(+/-586),9055,"(+/-1,141)",17945,"(+/-1,694)",8800,(+/-925),8245,"(+/-1,167)",5690,(+/-923),1985,(+/-345),3135,(+/-544)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1243,(+/-20),1630,(+/-26),1770,(+/-35),1546,(+/-32),1537,(+/-29),1500,(+/-25),1181,(+/-16),1228,(+/-17)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",77780,"(+/-2,101)",52465,"(+/-2,532)",59945,"(+/-3,169)",54655,"(+/-2,466)",43945,"(+/-2,272)",50400,"(+/-2,357)",89630,"(+/-2,127)",83130,"(+/-2,202)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",8225,"(+/-1,090)",1835,(+/-463),1620,(+/-545),1235,(+/-417),1585,(+/-453),2545,(+/-611),10120,(+/-823),11200,(+/-991)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",24035,"(+/-1,410)",10120,"(+/-1,161)",7500,"(+/-1,317)",9970,"(+/-1,355)",6485,(+/-918),12085,"(+/-1,298)",28045,"(+/-1,312)",25070,"(+/-1,421)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",29925,"(+/-1,583)",21930,"(+/-1,740)",21405,"(+/-1,935)",20680,"(+/-1,815)",17085,"(+/-1,391)",22750,"(+/-1,751)",31310,"(+/-1,365)",28800,"(+/-1,553)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",10045,"(+/-1,049)",11490,"(+/-1,309)",15405,"(+/-1,770)",12265,"(+/-1,534)",8705,"(+/-1,075)",8595,"(+/-1,090)",12740,(+/-760),11430,(+/-993)
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3285,(+/-487),4275,(+/-719),6295,(+/-928),5445,(+/-869),4580,(+/-860),2230,(+/-510),4830,(+/-489),4165,(+/-600)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2260,(+/-392),2820,(+/-703),7720,"(+/-1,055)",5055,(+/-864),5505,"(+/-1,035)",2190,(+/-575),2590,(+/-350),2465,(+/-529)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",439,(+/-7),532,(+/-12),595,(+/-16),553,(+/-14),563,(+/-14),480,(+/-10),437,(+/-6),431,(+/-7)
Housing,"Gross Rent","Occupied units paying rent",63335,"(+/-2,553)",61275,"(+/-2,871)",70510,"(+/-3,865)",95525,"(+/-3,034)",137270,"(+/-3,724)",54610,"(+/-3,586)",58785,"(+/-2,555)",56560,"(+/-2,840)"
Housing,"Gross Rent","Less than $500",13200,"(+/-1,278)",4925,(+/-987),4145,(+/-960),10055,"(+/-1,424)",16935,"(+/-1,763)",6125,"(+/-1,385)",17440,"(+/-1,751)",14490,"(+/-1,799)"
Housing,"Gross Rent","$500 to $999",35055,"(+/-1,992)",25330,"(+/-1,826)",22395,"(+/-2,288)",43985,"(+/-2,619)",59835,"(+/-3,205)",28845,"(+/-2,699)",31260,"(+/-2,042)",30470,"(+/-2,308)"
Housing,"Gross Rent","$1,000 to $1,499",10910,"(+/-1,303)",20720,"(+/-2,190)",30450,"(+/-2,760)",29740,"(+/-2,378)",39455,"(+/-3,024)",13355,"(+/-1,809)",7375,"(+/-1,225)",8595,"(+/-1,209)"
Housing,"Gross Rent","$1,500 to $1,999",2790,(+/-855),7810,"(+/-1,268)",9970,"(+/-1,615)",7940,"(+/-1,633)",16515,"(+/-1,695)",5005,"(+/-1,316)",1850,(+/-541),1495,(+/-395)
Housing,"Gross Rent","$2,000 to $2,499",850,(+/-401),2025,(+/-622),1950,(+/-554),2310,(+/-766),3140,(+/-815),610,(+/-280),785,(+/-356),780,(+/-310)
Housing,"Gross Rent","$2,500 to $2,999",270,(+/-198),210,(+/-177),1150,(+/-442),735,(+/-356),790,(+/-353),480,(+/-332),40,(+/-61),325,(+/-227)
Housing,"Gross Rent","$3,000 or more",265,(+/-187),260,(+/-214),450,(+/-390),770,(+/-572),600,(+/-339),185,(+/-154),35,(+/-52),400,(+/-389)
Housing,"Gross Rent","Median (dollars)",720,(+/-22),1008,(+/-33),1113,(+/-22),934,(+/-22),943,(+/-19),873,(+/-26),660,(+/-23),699,(+/-20)
Housing,"Gross Rent","No rent paid",4410,(+/-791),2120,(+/-596),1570,(+/-695),1715,(+/-542),2680,(+/-633),2410,(+/-735),6275,(+/-640),4935,(+/-697)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",262815,"(+/-2,417)",258065,"(+/-2,258)",274150,"(+/-4,135)",267995,"(+/-2,846)",296530,"(+/-3,963)",249005,"(+/-2,823)",267175,"(+/-2,812)",271525,"(+/-2,879)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",14245,"(+/-1,671)",8375,"(+/-1,658)",8025,"(+/-1,297)",13185,"(+/-1,577)",21455,"(+/-2,201)",8630,"(+/-1,513)",14940,"(+/-1,280)",15100,"(+/-1,546)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",12380,"(+/-1,488)",6465,"(+/-1,014)",5610,(+/-992),10685,"(+/-1,445)",14695,"(+/-2,140)",5400,(+/-950),16040,"(+/-1,422)",13970,"(+/-1,349)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",26370,"(+/-1,954)",16825,"(+/-1,725)",17160,"(+/-1,936)",24115,"(+/-2,312)",30380,"(+/-2,536)",19145,"(+/-2,241)",26925,"(+/-1,589)",29580,"(+/-1,928)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",24430,"(+/-1,601)",17725,"(+/-2,020)",16410,"(+/-2,048)",24145,"(+/-2,806)",27155,"(+/-2,433)",18465,"(+/-1,902)",26250,"(+/-1,312)",28785,"(+/-1,683)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",37070,"(+/-2,072)",30855,"(+/-2,357)",29160,"(+/-2,530)",33125,"(+/-2,368)",38210,"(+/-2,341)",29605,"(+/-2,291)",37870,"(+/-1,734)",40885,"(+/-2,183)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",52645,"(+/-2,652)",45435,"(+/-2,591)",48195,"(+/-3,105)",47690,"(+/-2,736)",51660,"(+/-3,430)",45645,"(+/-2,969)",56350,"(+/-1,954)",57635,"(+/-2,847)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",38670,"(+/-2,192)",40725,"(+/-2,566)",38360,"(+/-2,497)",34030,"(+/-2,387)",35475,"(+/-2,393)",41315,"(+/-2,701)",37280,"(+/-1,754)",35535,"(+/-2,071)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",35505,"(+/-1,774)",50810,"(+/-2,795)",52420,"(+/-2,905)",43580,"(+/-2,512)",42080,"(+/-2,505)",50780,"(+/-2,679)",33705,"(+/-1,478)",32790,"(+/-1,926)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",11850,"(+/-1,063)",22710,"(+/-1,903)",27105,"(+/-1,980)",19855,"(+/-1,806)",16800,"(+/-1,649)",18225,"(+/-1,874)",10245,(+/-957),10435,"(+/-1,178)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",9650,(+/-998),18135,"(+/-1,779)",31705,"(+/-2,051)",17580,"(+/-1,724)",18620,"(+/-1,672)",11800,"(+/-1,511)",7570,(+/-656),6815,(+/-859)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",57189,"(+/-1,308)",77122,"(+/-2,219)",81788,"(+/-1,990)",63638,"(+/-2,186)",56752,"(+/-1,309)",73227,"(+/-2,204)",54486,"(+/-1,104)",52177,"(+/-1,118)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",72973,"(+/-1,433)",93828,"(+/-2,164)",111845,"(+/-2,740)",85591,"(+/-2,114)",81228,"(+/-2,399)",87890,"(+/-2,319)",68400,"(+/-1,494)",66411,"(+/-1,376)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",658280,"(+/-2,778)",690260,"(+/-2,992)",697255,"(+/-5,154)",697060,"(+/-3,065)",701010,"(+/-5,834)",680795,"(+/-5,184)",654840,"(+/-3,035)",652400,"(+/-2,426)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",629855,"(+/-3,629)",663335,"(+/-5,395)",671570,"(+/-6,882)",661345,"(+/-5,209)",654580,"(+/-8,331)",658790,"(+/-5,027)",621315,"(+/-3,561)",625995,"(+/-3,219)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",509680,"(+/-7,005)",567295,"(+/-7,099)",571925,"(+/-8,737)",501995,"(+/-8,261)",486900,"(+/-8,330)",554445,"(+/-8,526)",485065,"(+/-5,653)",472060,"(+/-6,138)"
Socioeconomic,"Health Insurance Coverage","With public coverage",218985,"(+/-6,125)",177990,"(+/-6,470)",184115,"(+/-8,359)",241910,"(+/-6,829)",236995,"(+/-7,763)",185875,"(+/-7,843)",245990,"(+/-5,021)",272125,"(+/-6,397)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",28420,"(+/-2,730)",26925,"(+/-4,628)",25685,"(+/-4,294)",35715,"(+/-4,397)",46430,"(+/-4,718)",22000,"(+/-2,839)",33520,"(+/-2,419)",26405,"(+/-2,358)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",153225,"(+/-1,564)",174925,"(+/-1,503)",164675,"(+/-4,844)",168045,"(+/-2,060)",149265,"(+/-5,694)",177145,"(+/-2,996)",153690,"(+/-1,744)",140000,"(+/-1,014)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4580,"(+/-1,004)",4965,"(+/-1,931)",5335,"(+/-1,993)",5985,"(+/-1,796)",5315,"(+/-2,014)",2915,(+/-845),7020,(+/-960),3295,(+/-807)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",5.9,(+/-0.8),4.5,(+/-0.6),3.5,(+/-0.7),8.6,(+/-1.1),10.5,(+/-1.4),4.9,(+/-0.8),6.7,(+/-0.6),7.2,(+/-0.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.8,(+/-1.7),7,(+/-1.0),5.9,(+/-1.3),14.7,(+/-1.8),18,(+/-2.5),8,(+/-1.6),11.6,(+/-1.1),12.4,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.2,(+/-4.5),4.9,(+/-2.3),7.8,(+/-3.2),10.2,(+/-3.3),13.2,(+/-4.0),8.6,(+/-3.9),13.3,(+/-3.2),16.1,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.5,(+/-0.4),2.2,(+/-0.5),1.6,(+/-0.4),4.1,(+/-0.8),4,(+/-0.9),2.2,(+/-0.6),3.1,(+/-0.4),3.1,(+/-0.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.7,(+/-0.9),2.8,(+/-1.1),2.2,(+/-0.9),6.9,(+/-1.7),7.1,(+/-1.8),3,(+/-1.1),3.9,(+/-0.8),3.6,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.1,(+/-2.2),1.9,(+/-1.7),2.3,(+/-1.8),4,(+/-3.4),1.5,(+/-1.0),1,(+/-1.1),1.7,(+/-0.9),5.4,(+/-4.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",24.6,(+/-4.2),16.5,(+/-2.6),14.6,(+/-4.0),26.7,(+/-4.3),29.5,(+/-4.2),22.6,(+/-4.1),28.5,(+/-3.8),30.4,(+/-3.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",32,(+/-5.3),20.9,(+/-3.4),20.8,(+/-5.6),36.3,(+/-5.6),38.7,(+/-5.6),29.5,(+/-5.4),38.1,(+/-4.7),38.8,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.6,(+/-13.8),16,(+/-8.8),32.2,(+/-15.2),36.9,(+/-13.1),49,(+/-13.0),39.7,(+/-18.5),50.9,(+/-10.9),44.2,(+/-12.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",11.1,(+/-0.7),6.9,(+/-0.7),5.4,(+/-0.6),12.8,(+/-1.1),15.7,(+/-1.2),7.7,(+/-0.9),10.7,(+/-0.6),11.4,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",13.6,(+/-1.7),8.9,(+/-1.5),6.5,(+/-1.4),19.5,(+/-2.5),21.6,(+/-3.4),9.6,(+/-2.0),13.6,(+/-1.4),12.8,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",12.9,(+/-1.7),8.5,(+/-1.5),6.2,(+/-1.4),19.1,(+/-2.5),21.2,(+/-3.4),9.2,(+/-2.0),13.2,(+/-1.4),12.2,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",15.4,(+/-3.0),9.7,(+/-2.5),6.8,(+/-2.0),19.2,(+/-3.5),19.4,(+/-4.2),12,(+/-2.7),16.2,(+/-2.4),14.8,(+/-2.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12,(+/-1.7),8.1,(+/-1.5),5.9,(+/-1.6),19,(+/-2.6),22.1,(+/-3.8),8.3,(+/-2.2),12.1,(+/-1.3),11.3,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.3,(+/-0.6),6.2,(+/-0.6),5.1,(+/-0.5),10.6,(+/-0.9),14.1,(+/-0.9),7,(+/-0.7),9.8,(+/-0.5),11,(+/-0.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7,(+/-0.9),5.3,(+/-1.1),4.4,(+/-1.1),5,(+/-0.9),11,(+/-1.7),5.4,(+/-1.1),9.2,(+/-1.0),7.8,(+/-1.0)
