Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE"
People,Ancestry,Italian,85014,"(+/-6,751)",37557,"(+/-4,093)",87864,"(+/-5,101)",44829,"(+/-3,685)",62570,"(+/-4,385)",105992,"(+/-7,286)",128159,"(+/-6,897)",115352,"(+/-7,240)",69070,"(+/-5,239)",71668,"(+/-5,429)",70811,"(+/-5,188)",113887,"(+/-6,620)",84338,"(+/-6,501)",93301,"(+/-5,386)",69365,"(+/-5,238)",44202,"(+/-4,223)",122894,"(+/-7,970)",126768,"(+/-6,725)"
People,Ancestry,Lithuanian,1658,(+/-691),1727,(+/-697),1752,(+/-718),2106,(+/-812),2625,(+/-795),3899,"(+/-1,104)",4058,(+/-884),5712,"(+/-1,535)",1153,(+/-435),3943,(+/-833),8448,"(+/-1,267)",3003,"(+/-1,032)",2853,(+/-972),3616,(+/-940),3495,"(+/-1,116)",1712,(+/-593),14439,"(+/-2,311)",3954,(+/-923)
People,Ancestry,Norwegian,1235,(+/-499),1338,(+/-676),2307,(+/-950),2899,(+/-898),2391,"(+/-1,048)",3083,(+/-781),2402,(+/-713),3351,"(+/-1,091)",1089,(+/-468),2220,(+/-696),2350,(+/-777),2933,"(+/-1,113)",1603,(+/-708),2009,(+/-657),2964,"(+/-1,558)",2530,(+/-862),1933,(+/-692),2077,(+/-974)
People,Ancestry,Polish,27631,"(+/-4,357)",17317,"(+/-2,377)",47013,"(+/-3,901)",21180,"(+/-2,951)",46177,"(+/-3,764)",44532,"(+/-4,480)",36187,"(+/-3,962)",56731,"(+/-4,715)",40078,"(+/-3,483)",43975,"(+/-3,455)",79284,"(+/-5,582)",62501,"(+/-4,277)",38229,"(+/-4,727)",55392,"(+/-4,224)",33051,"(+/-3,150)",24796,"(+/-3,712)",79926,"(+/-5,706)",66934,"(+/-4,896)"
People,Ancestry,Portuguese,731,(+/-490),1004,(+/-658),465,(+/-224),1454,(+/-770),668,(+/-430),1815,"(+/-1,100)",1142,(+/-569),1401,(+/-580),349,(+/-282),488,(+/-276),398,(+/-384),511,(+/-377),1761,"(+/-1,229)",345,(+/-200),3230,"(+/-1,334)",541,(+/-458),3049,"(+/-1,326)",640,(+/-392)
People,Ancestry,Russian,7160,"(+/-1,649)",13497,"(+/-2,221)",6095,"(+/-1,238)",4997,"(+/-1,993)",6752,"(+/-1,461)",8157,"(+/-1,450)",8768,"(+/-1,575)",14498,"(+/-2,680)",7491,"(+/-1,632)",7672,"(+/-1,576)",9651,"(+/-1,935)",11449,"(+/-2,122)",22149,"(+/-3,420)",11505,"(+/-2,127)",6630,"(+/-1,499)",4021,"(+/-1,085)",14285,"(+/-2,357)",12964,"(+/-2,152)"
People,Ancestry,Scotch-Irish,1886,(+/-653),1839,(+/-687),17259,"(+/-2,161)",9066,"(+/-1,458)",10742,"(+/-1,309)",7145,"(+/-1,538)",6963,"(+/-1,581)",6263,"(+/-1,180)",10088,"(+/-1,640)",5895,"(+/-1,024)",5217,"(+/-1,344)",13745,"(+/-1,961)",4738,"(+/-1,287)",7938,"(+/-1,318)",6282,"(+/-1,334)",6731,"(+/-1,233)",2803,"(+/-1,447)",15925,"(+/-2,206)"
People,Ancestry,Scottish,4018,"(+/-1,170)",4761,"(+/-1,341)",14833,"(+/-2,042)",13815,"(+/-3,011)",13857,"(+/-1,960)",12308,"(+/-1,886)",11821,"(+/-2,084)",12767,"(+/-2,385)",12245,"(+/-1,776)",12380,"(+/-2,475)",8305,"(+/-1,376)",11752,"(+/-1,624)",7235,"(+/-1,300)",10962,"(+/-1,710)",6918,"(+/-1,185)",11825,"(+/-2,334)",6403,"(+/-1,360)",17135,"(+/-2,179)"
People,Ancestry,Slovak,904,(+/-503),1373,(+/-649),15798,"(+/-2,553)",4906,"(+/-1,972)",7698,"(+/-1,277)",6098,"(+/-1,619)",3886,"(+/-1,133)",3988,"(+/-1,034)",16334,"(+/-2,267)",5811,"(+/-1,543)",18703,"(+/-2,583)",32221,"(+/-3,614)",3553,"(+/-1,554)",23418,"(+/-2,552)",15433,"(+/-2,278)",2785,(+/-875),16558,"(+/-2,145)",29215,"(+/-3,454)"
People,Ancestry,"Subsaharan African",20843,"(+/-4,264)",15043,"(+/-4,521)",1925,(+/-769),3584,"(+/-1,490)",2390,"(+/-1,187)",3893,"(+/-1,979)",3663,"(+/-1,834)",7217,"(+/-1,777)",1960,"(+/-1,031)",1483,(+/-748),1587,(+/-891),2565,"(+/-1,661)",9738,"(+/-3,880)",20894,"(+/-4,180)",2868,"(+/-1,322)",5376,"(+/-2,051)",3217,"(+/-1,417)",2207,"(+/-1,065)"
People,Ancestry,Swedish,1875,(+/-604),1936,(+/-752),8109,"(+/-1,448)",4675,"(+/-1,106)",18311,"(+/-1,869)",5392,"(+/-1,673)",4051,(+/-888),6628,"(+/-2,308)",3356,(+/-885),6277,"(+/-1,312)",3729,(+/-913),6398,"(+/-1,655)",3200,(+/-873),5045,"(+/-1,409)",4983,"(+/-1,371)",4040,"(+/-1,126)",3853,"(+/-1,267)",7677,"(+/-2,032)"
People,Ancestry,Swiss,1067,(+/-602),973,(+/-540),3244,"(+/-1,195)",3038,(+/-876),4219,"(+/-1,609)",3918,"(+/-1,246)",3729,"(+/-1,154)",2913,(+/-846),3533,"(+/-1,197)",4905,"(+/-1,437)",2406,(+/-879),3578,"(+/-1,364)",867,(+/-454),1433,(+/-652),4034,"(+/-1,605)",17019,"(+/-3,394)",1812,(+/-793),1809,(+/-619)
People,Ancestry,Ukrainian,4224,"(+/-1,342)",3020,(+/-900),4540,"(+/-1,067)",2506,(+/-831),2743,(+/-852),5791,"(+/-1,300)",9042,"(+/-2,422)",12080,"(+/-2,395)",2327,(+/-786),3743,"(+/-1,391)",6466,"(+/-1,374)",6183,"(+/-1,188)",14089,"(+/-2,234)",4983,(+/-974),7448,"(+/-1,421)",3348,"(+/-1,198)",8690,"(+/-1,722)",6768,"(+/-1,765)"
People,Ancestry,Welsh,2596,"(+/-1,016)",2571,"(+/-1,065)",11718,"(+/-1,924)",7103,"(+/-1,559)",7061,"(+/-1,357)",10002,"(+/-2,166)",8932,"(+/-1,528)",8212,"(+/-1,547)",7350,"(+/-1,484)",12937,"(+/-1,792)",17398,"(+/-2,024)",8895,"(+/-1,426)",3232,"(+/-1,108)",6340,"(+/-1,207)",10913,"(+/-1,941)",7901,"(+/-1,919)",20923,"(+/-3,485)",10381,"(+/-2,590)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",13525,"(+/-3,016)",9510,"(+/-2,085)",959,(+/-510),2298,"(+/-1,528)",649,(+/-350),3387,"(+/-1,713)",1682,(+/-956),3924,"(+/-1,669)",433,(+/-410),4291,"(+/-1,506)",3005,"(+/-1,642)",355,(+/-254),17545,"(+/-3,851)",2811,(+/-999),3583,"(+/-1,414)",6648,"(+/-3,647)",6171,"(+/-2,159)",1644,"(+/-1,587)"
People,"Veteran Status","Civilian population 18 years and over",550235,"(+/-12,184)",582700,"(+/-11,319)",554538,"(+/-2,929)",565904,"(+/-3,474)",570502,"(+/-3,143)",563342,"(+/-8,062)",556789,"(+/-7,723)",556028,"(+/-3,499)",555257,"(+/-3,935)",561264,"(+/-5,808)",563301,"(+/-5,508)",559511,"(+/-5,742)",558386,"(+/-9,202)",580006,"(+/-5,939)",565506,"(+/-7,059)",548633,"(+/-5,944)",549731,"(+/-7,246)",565550,"(+/-7,446)"
People,"Veteran Status","Civilian veterans",25454,"(+/-2,942)",32762,"(+/-2,927)",53199,"(+/-2,451)",52189,"(+/-2,783)",53575,"(+/-2,288)",38140,"(+/-2,917)",37592,"(+/-2,197)",41533,"(+/-2,394)",51947,"(+/-2,620)",53089,"(+/-2,424)",50629,"(+/-2,564)",50701,"(+/-2,486)",32250,"(+/-2,192)",48489,"(+/-2,203)",45269,"(+/-2,722)",39158,"(+/-2,520)",47647,"(+/-2,544)",48963,"(+/-2,191)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",713354,"(+/-16,305)",719105,"(+/-15,551)",688375,"(+/-5,317)",713864,"(+/-4,411)",672344,"(+/-5,105)",711764,"(+/-11,007)",697680,"(+/-11,338)",700622,"(+/-5,534)",686437,"(+/-5,176)",688225,"(+/-8,288)",688891,"(+/-8,043)",689489,"(+/-7,789)",721539,"(+/-13,420)",689704,"(+/-7,525)",720232,"(+/-9,398)",725044,"(+/-8,862)",671888,"(+/-10,147)",700860,"(+/-9,288)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",116337,"(+/-5,801)",112709,"(+/-5,821)",106622,"(+/-4,383)",93821,"(+/-4,901)",100275,"(+/-3,586)",70928,"(+/-4,277)",71003,"(+/-4,080)",72872,"(+/-3,293)",114157,"(+/-3,557)",102619,"(+/-4,375)",97788,"(+/-3,768)",97134,"(+/-4,055)",104059,"(+/-6,320)",104428,"(+/-4,896)",92641,"(+/-4,409)",89195,"(+/-5,614)",105752,"(+/-5,368)",94424,"(+/-4,299)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",170210,"(+/-7,576)",142296,"(+/-7,603)",146051,"(+/-3,118)",158411,"(+/-2,630)",128012,"(+/-2,988)",156604,"(+/-6,205)",152231,"(+/-5,686)",150204,"(+/-2,677)",140945,"(+/-2,628)",143990,"(+/-3,892)",140764,"(+/-4,501)",140308,"(+/-4,856)",170356,"(+/-7,523)",119108,"(+/-4,422)",162021,"(+/-4,880)",183452,"(+/-4,692)",136865,"(+/-5,334)",143476,"(+/-4,721)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",10970,"(+/-2,190)",6166,"(+/-1,681)",9655,"(+/-1,213)",8528,"(+/-1,196)",8337,"(+/-1,199)",5733,"(+/-1,549)",4544,"(+/-1,155)",5628,"(+/-1,061)",7568,"(+/-1,097)",7432,"(+/-1,461)",6985,"(+/-1,323)",6448,"(+/-1,049)",7775,"(+/-2,080)",6636,"(+/-1,421)",10846,"(+/-1,768)",9338,"(+/-2,144)",7853,"(+/-1,574)",8385,"(+/-1,362)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",467305,"(+/-11,292)",476179,"(+/-11,449)",419323,"(+/-3,971)",438088,"(+/-3,284)",424794,"(+/-3,917)",444435,"(+/-7,488)",424391,"(+/-7,653)",432152,"(+/-3,710)",413657,"(+/-3,515)",415985,"(+/-5,902)",424658,"(+/-6,254)",415555,"(+/-6,463)",446915,"(+/-9,079)",452162,"(+/-6,249)",443129,"(+/-7,049)",432259,"(+/-5,899)",414464,"(+/-6,726)",427036,"(+/-7,226)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",71835,"(+/-4,515)",65969,"(+/-4,797)",54164,"(+/-3,083)",46071,"(+/-3,694)",48942,"(+/-2,962)",33083,"(+/-2,806)",33531,"(+/-3,125)",30939,"(+/-2,593)",57666,"(+/-2,967)",48307,"(+/-3,013)",51064,"(+/-2,920)",47232,"(+/-3,110)",54322,"(+/-4,500)",54929,"(+/-3,719)",43564,"(+/-3,011)",44061,"(+/-3,510)",55181,"(+/-4,070)",44396,"(+/-2,966)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",75839,"(+/-3,450)",100630,"(+/-3,819)",123001,"(+/-2,127)",117365,"(+/-2,321)",119538,"(+/-1,960)",110725,"(+/-3,701)",121058,"(+/-4,179)",118266,"(+/-1,948)",131835,"(+/-2,024)",128250,"(+/-2,439)",123469,"(+/-3,205)",133626,"(+/-4,356)",104268,"(+/-4,507)",118434,"(+/-3,510)",115082,"(+/-2,884)",109333,"(+/-2,411)",120559,"(+/-3,473)",130348,"(+/-2,869)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",33532,"(+/-2,318)",40574,"(+/-2,873)",42803,"(+/-2,045)",39222,"(+/-2,404)",42996,"(+/-1,787)",32112,"(+/-2,226)",32928,"(+/-2,334)",36305,"(+/-1,980)",48923,"(+/-2,566)",46880,"(+/-2,492)",39739,"(+/-2,091)",43454,"(+/-2,500)",41962,"(+/-3,468)",42863,"(+/-2,498)",38231,"(+/-2,753)",35796,"(+/-2,462)",42718,"(+/-2,748)",41643,"(+/-2,665)"
People,"Residence 1 Year Ago","Population 1 year and over",710024,"(+/-15,859)",717800,"(+/-15,442)",694262,"(+/-4,640)",717118,"(+/-4,382)",692087,"(+/-4,435)",713121,"(+/-10,852)",701294,"(+/-10,936)",699008,"(+/-5,524)",690100,"(+/-5,201)",698962,"(+/-7,999)",697025,"(+/-7,359)",693682,"(+/-7,808)",719323,"(+/-13,123)",691609,"(+/-7,387)",720639,"(+/-9,332)",722907,"(+/-8,944)",681349,"(+/-9,974)",701882,"(+/-8,811)"
People,"Residence 1 Year Ago","Same house",609381,"(+/-16,427)",609655,"(+/-14,616)",612992,"(+/-7,003)",610457,"(+/-7,945)",595094,"(+/-7,945)",634290,"(+/-12,184)",641299,"(+/-11,005)",634860,"(+/-7,898)",617385,"(+/-7,161)",619733,"(+/-8,067)",616886,"(+/-8,159)",626033,"(+/-9,284)",642530,"(+/-14,173)",565670,"(+/-11,248)",619754,"(+/-11,227)",623924,"(+/-11,128)",601467,"(+/-12,019)",628343,"(+/-9,927)"
People,"Residence 1 Year Ago","Different house in the U.S.",93554,"(+/-10,304)",100934,"(+/-7,317)",79828,"(+/-5,650)",103552,"(+/-7,106)",94051,"(+/-6,392)",74605,"(+/-6,816)",57943,"(+/-5,206)",60275,"(+/-5,639)",71630,"(+/-5,982)",77916,"(+/-4,927)",77618,"(+/-5,197)",65783,"(+/-6,845)",72480,"(+/-7,302)",120582,"(+/-8,254)",96522,"(+/-9,207)",94611,"(+/-7,930)",78060,"(+/-6,314)",71311,"(+/-6,589)"
People,"Residence 1 Year Ago","Same county",65299,"(+/-8,299)",63418,"(+/-6,011)",50664,"(+/-4,556)",63997,"(+/-5,949)",49232,"(+/-5,030)",43296,"(+/-4,897)",33333,"(+/-4,092)",32592,"(+/-3,956)",42118,"(+/-4,455)",45667,"(+/-3,784)",42577,"(+/-4,610)",40885,"(+/-5,319)",48204,"(+/-6,260)",88114,"(+/-7,191)",55889,"(+/-6,453)",67888,"(+/-7,225)",46980,"(+/-4,742)",45028,"(+/-5,184)"
People,"Residence 1 Year Ago","Different county",28255,"(+/-4,016)",37516,"(+/-3,507)",29164,"(+/-3,555)",39555,"(+/-4,161)",44819,"(+/-4,308)",31309,"(+/-4,512)",24610,"(+/-3,008)",27683,"(+/-3,728)",29512,"(+/-3,020)",32249,"(+/-3,227)",35041,"(+/-3,185)",24898,"(+/-3,407)",24276,"(+/-3,308)",32468,"(+/-3,522)",40633,"(+/-6,101)",26723,"(+/-4,222)",31080,"(+/-4,251)",26283,"(+/-3,512)"
People,"Residence 1 Year Ago","Same state",13831,"(+/-2,635)",15739,"(+/-2,086)",17051,"(+/-2,613)",23823,"(+/-3,288)",29089,"(+/-3,522)",21301,"(+/-3,791)",13973,"(+/-2,098)",13690,"(+/-2,503)",21210,"(+/-2,901)",19004,"(+/-2,308)",25129,"(+/-3,026)",16292,"(+/-3,133)",13800,"(+/-2,555)",15611,"(+/-2,275)",26162,"(+/-4,474)",16109,"(+/-3,440)",17939,"(+/-3,566)",13638,"(+/-2,112)"
People,"Residence 1 Year Ago","Different state",14424,"(+/-3,335)",21777,"(+/-3,049)",12113,"(+/-2,381)",15732,"(+/-2,866)",15730,"(+/-2,417)",10008,"(+/-2,197)",10637,"(+/-1,889)",13993,"(+/-2,931)",8302,"(+/-1,979)",13245,"(+/-2,303)",9912,"(+/-1,879)",8606,"(+/-1,945)",10476,"(+/-1,808)",16857,"(+/-2,613)",14471,"(+/-3,246)",10614,"(+/-2,066)",13141,"(+/-2,331)",12645,"(+/-2,813)"
People,"Residence 1 Year Ago",Abroad,7089,"(+/-2,256)",7211,"(+/-1,411)",1442,(+/-598),3109,"(+/-1,304)",2942,"(+/-1,151)",4226,"(+/-1,276)",2052,(+/-971),3873,"(+/-1,983)",1085,(+/-433),1313,(+/-685),2521,"(+/-1,041)",1866,(+/-708),4313,"(+/-1,545)",5357,"(+/-1,312)",4363,"(+/-1,281)",4372,"(+/-1,457)",1822,(+/-885),2228,(+/-894)
Workers,"Employment Status","Population 16 years and over",567009,"(+/-12,334)",601435,"(+/-11,882)",572766,"(+/-3,383)",585210,"(+/-3,793)",585374,"(+/-3,258)",583291,"(+/-8,523)",575479,"(+/-8,187)",575283,"(+/-3,910)",572328,"(+/-4,039)",580169,"(+/-6,039)",578571,"(+/-5,607)",576504,"(+/-6,384)",575053,"(+/-9,551)",593272,"(+/-6,164)",586500,"(+/-7,421)",569314,"(+/-6,352)",566547,"(+/-7,585)",584900,"(+/-7,752)"
Workers,"Employment Status","In labor force",363562,"(+/-9,688)",344016,"(+/-9,418)",338682,"(+/-4,981)",382469,"(+/-5,009)",332272,"(+/-5,706)",394243,"(+/-8,081)",376668,"(+/-7,561)",390158,"(+/-5,733)",328936,"(+/-5,036)",342575,"(+/-5,716)",353792,"(+/-7,550)",355156,"(+/-6,740)",376148,"(+/-9,009)",371057,"(+/-6,184)",382452,"(+/-7,513)",379831,"(+/-8,000)",337473,"(+/-7,128)",372052,"(+/-7,767)"
Workers,"Employment Status","Civilian labor force",363537,"(+/-9,693)",343992,"(+/-9,416)",338530,"(+/-4,992)",382072,"(+/-5,001)",332175,"(+/-5,699)",394144,"(+/-8,074)",376668,"(+/-7,561)",389853,"(+/-5,724)",328894,"(+/-5,026)",342412,"(+/-5,715)",353390,"(+/-7,580)",354925,"(+/-6,744)",375999,"(+/-9,019)",371057,"(+/-6,184)",382061,"(+/-7,557)",379457,"(+/-8,084)",337392,"(+/-7,117)",371654,"(+/-7,739)"
Workers,"Employment Status",Employed,326260,"(+/-9,091)",308561,"(+/-9,392)",318536,"(+/-5,294)",362468,"(+/-5,429)",312074,"(+/-5,484)",376302,"(+/-8,029)",358822,"(+/-7,972)",369562,"(+/-5,839)",307268,"(+/-5,330)",324478,"(+/-5,474)",334635,"(+/-7,571)",336244,"(+/-6,857)",346948,"(+/-8,368)",346222,"(+/-6,083)",362203,"(+/-7,502)",354352,"(+/-7,223)",311664,"(+/-7,015)",353071,"(+/-7,454)"
Workers,"Employment Status",Unemployed,37277,"(+/-3,851)",35431,"(+/-3,478)",19994,"(+/-2,071)",19604,"(+/-2,461)",20101,"(+/-1,973)",17842,"(+/-2,372)",17846,"(+/-2,243)",20291,"(+/-2,135)",21626,"(+/-2,396)",17934,"(+/-2,049)",18755,"(+/-2,113)",18681,"(+/-1,611)",29051,"(+/-3,255)",24835,"(+/-2,377)",19858,"(+/-2,454)",25105,"(+/-3,228)",25728,"(+/-3,428)",18583,"(+/-2,201)"
Workers,"Employment Status","Armed Forces",25,(+/-64),24,(+/-38),152,(+/-131),397,(+/-276),97,(+/-92),99,(+/-100),0,(+/-168),305,(+/-379),42,(+/-71),163,(+/-130),402,(+/-234),231,(+/-168),149,(+/-189),0,(+/-168),391,(+/-254),374,(+/-478),81,(+/-112),398,(+/-223)
Workers,"Employment Status","Not in labor force",203447,"(+/-7,831)",257419,"(+/-8,727)",234084,"(+/-4,218)",202741,"(+/-5,848)",253102,"(+/-5,662)",189048,"(+/-6,133)",198811,"(+/-5,827)",185125,"(+/-4,049)",243392,"(+/-4,472)",237594,"(+/-5,026)",224779,"(+/-5,846)",221348,"(+/-5,629)",198905,"(+/-7,656)",222215,"(+/-5,422)",204048,"(+/-6,118)",189483,"(+/-6,367)",229074,"(+/-5,981)",212848,"(+/-5,577)"
Workers,"Employment Status","Civilian labor force",363537,"(+/-9,693)",343992,"(+/-9,416)",338530,"(+/-4,992)",382072,"(+/-5,001)",332175,"(+/-5,699)",394144,"(+/-8,074)",376668,"(+/-7,561)",389853,"(+/-5,724)",328894,"(+/-5,026)",342412,"(+/-5,715)",353390,"(+/-7,580)",354925,"(+/-6,744)",375999,"(+/-9,019)",371057,"(+/-6,184)",382061,"(+/-7,557)",379457,"(+/-8,084)",337392,"(+/-7,117)",371654,"(+/-7,739)"
Workers,"Employment Status","Unemployment Rate",10.3,(+/-1.0),10.3,(+/-1.0),5.9,(+/-0.6),5.1,(+/-0.6),6.1,(+/-0.6),4.5,(+/-0.6),4.7,(+/-0.6),5.2,(+/-0.5),6.6,(+/-0.7),5.2,(+/-0.6),5.3,(+/-0.6),5.3,(+/-0.5),7.7,(+/-0.8),6.7,(+/-0.6),5.2,(+/-0.6),6.6,(+/-0.8),7.6,(+/-1.0),5,(+/-0.6)
Workers,"Commuting to Work","Workers 16 years and over",317695,"(+/-9,132)",299125,"(+/-9,456)",312662,"(+/-5,300)",355168,"(+/-5,653)",305529,"(+/-5,282)",369244,"(+/-8,102)",350810,"(+/-8,139)",360472,"(+/-5,930)",299657,"(+/-5,197)",316900,"(+/-5,526)",328535,"(+/-7,629)",328945,"(+/-6,700)",340043,"(+/-8,182)",339453,"(+/-6,134)",352990,"(+/-7,093)",347690,"(+/-7,291)",305999,"(+/-6,718)",346712,"(+/-7,308)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",163083,"(+/-6,028)",139125,"(+/-6,831)",253697,"(+/-5,176)",292926,"(+/-6,164)",238287,"(+/-5,462)",305342,"(+/-7,778)",273015,"(+/-7,273)",295191,"(+/-5,973)",248762,"(+/-5,237)",253550,"(+/-5,477)",269186,"(+/-7,332)",270260,"(+/-6,426)",250345,"(+/-7,545)",219960,"(+/-5,055)",287347,"(+/-6,338)",272735,"(+/-7,968)",249753,"(+/-6,581)",281102,"(+/-6,769)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",25615,"(+/-3,002)",16784,"(+/-2,159)",28953,"(+/-2,228)",33698,"(+/-3,171)",28505,"(+/-1,935)",23842,"(+/-2,442)",26624,"(+/-2,894)",25505,"(+/-2,985)",29052,"(+/-2,472)",30363,"(+/-2,530)",32929,"(+/-3,044)",28423,"(+/-2,504)",28488,"(+/-2,944)",30347,"(+/-3,126)",29993,"(+/-3,171)",31831,"(+/-2,917)",31568,"(+/-2,682)",28511,"(+/-2,297)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",79111,"(+/-5,586)",84518,"(+/-5,022)",3888,"(+/-1,010)",4350,(+/-907),5601,"(+/-1,424)",6468,"(+/-1,029)",17302,"(+/-1,733)",12217,"(+/-1,669)",1791,(+/-686),4218,"(+/-1,189)",2916,(+/-904),5840,"(+/-1,131)",38388,"(+/-2,895)",44062,"(+/-3,191)",5973,"(+/-1,521)",6206,"(+/-1,459)",5017,"(+/-1,191)",10765,"(+/-1,809)"
Workers,"Commuting to Work",Walked,28282,"(+/-3,219)",33371,"(+/-3,201)",11230,"(+/-1,287)",10213,"(+/-1,814)",17311,"(+/-1,997)",8668,"(+/-1,524)",9807,"(+/-1,923)",7516,"(+/-1,751)",8199,"(+/-1,086)",9793,"(+/-1,494)",9499,"(+/-1,495)",6870,"(+/-1,077)",7811,"(+/-1,389)",24768,"(+/-2,242)",11229,"(+/-2,098)",14815,"(+/-2,445)",6823,"(+/-1,095)",6256,"(+/-1,213)"
Workers,"Commuting to Work","Other means",9987,"(+/-1,599)",11976,"(+/-2,062)",3051,(+/-795),3733,(+/-836),4553,(+/-990),4801,"(+/-1,216)",3615,(+/-938),2387,(+/-656),2943,(+/-721),3548,(+/-960),2315,(+/-630),2784,(+/-798),3654,(+/-925),4999,"(+/-1,005)",4038,"(+/-1,097)",6372,"(+/-1,263)",2193,(+/-714),2841,(+/-780)
Workers,"Commuting to Work","Worked at home",11617,"(+/-1,664)",13351,"(+/-1,613)",11843,"(+/-1,627)",10248,"(+/-1,528)",11272,"(+/-1,304)",20123,"(+/-2,280)",20447,"(+/-2,672)",17656,"(+/-2,174)",8910,"(+/-1,174)",15428,"(+/-1,747)",11690,"(+/-1,507)",14768,"(+/-1,677)",11357,"(+/-1,606)",15317,"(+/-1,874)",14410,"(+/-1,643)",15731,"(+/-1,892)",10645,"(+/-1,766)",17237,"(+/-1,931)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",32,(+/-0.8),32.1,(+/-0.8),23.3,(+/-0.6),25.1,(+/-0.6),21.9,(+/-0.5),27.1,(+/-0.6),28.6,(+/-0.6),30.3,(+/-0.7),25.3,(+/-0.6),27.2,(+/-0.7),24.4,(+/-0.5),25.9,(+/-0.5),31,(+/-0.7),26,(+/-0.6),24.8,(+/-0.7),23.7,(+/-0.6),27.6,(+/-0.9),26.7,(+/-0.6)
Workers,Occupation,"Civilian employed population 16 years and over",326260,"(+/-9,091)",308561,"(+/-9,392)",318536,"(+/-5,294)",362468,"(+/-5,429)",312074,"(+/-5,484)",376302,"(+/-8,029)",358822,"(+/-7,972)",369562,"(+/-5,839)",307268,"(+/-5,330)",324478,"(+/-5,474)",334635,"(+/-7,571)",336244,"(+/-6,857)",346948,"(+/-8,368)",346222,"(+/-6,083)",362203,"(+/-7,502)",354352,"(+/-7,223)",311664,"(+/-7,015)",353071,"(+/-7,454)"
Workers,Occupation,"Management, business, science, and arts occupations",114905,"(+/-5,602)",139967,"(+/-5,255)",102760,"(+/-3,905)",124697,"(+/-4,806)",105805,"(+/-4,480)",175217,"(+/-6,248)",169240,"(+/-5,821)",159419,"(+/-5,092)",90615,"(+/-4,034)",97802,"(+/-3,685)",109098,"(+/-5,027)",138453,"(+/-5,229)",133652,"(+/-4,625)",138334,"(+/-5,242)",127315,"(+/-4,667)",113770,"(+/-4,858)",98994,"(+/-4,907)",144516,"(+/-4,710)"
Workers,Occupation,"Service occupations",75933,"(+/-5,177)",68299,"(+/-5,039)",61688,"(+/-3,288)",57634,"(+/-3,573)",54840,"(+/-2,975)",54197,"(+/-3,949)",49362,"(+/-3,645)",52037,"(+/-3,306)",55569,"(+/-3,124)",59152,"(+/-3,275)",60647,"(+/-3,463)",51582,"(+/-3,180)",65088,"(+/-5,069)",69886,"(+/-4,439)",64288,"(+/-3,711)",62849,"(+/-4,280)",54583,"(+/-3,737)",54158,"(+/-3,020)"
Workers,Occupation,"Sales and office occupations",73543,"(+/-4,986)",65556,"(+/-4,377)",71077,"(+/-3,276)",87317,"(+/-3,947)",63434,"(+/-3,394)",82503,"(+/-3,956)",83417,"(+/-4,123)",90064,"(+/-4,230)",71791,"(+/-3,767)",73079,"(+/-3,051)",82280,"(+/-4,484)",76302,"(+/-3,698)",81543,"(+/-4,983)",82375,"(+/-3,604)",86953,"(+/-5,622)",77948,"(+/-4,259)",78950,"(+/-3,546)",87391,"(+/-4,165)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",19717,"(+/-2,833)",9718,"(+/-1,636)",28793,"(+/-2,080)",30455,"(+/-2,031)",32370,"(+/-2,261)",23498,"(+/-2,394)",28369,"(+/-2,569)",30946,"(+/-2,368)",34544,"(+/-2,276)",39301,"(+/-2,701)",26904,"(+/-2,492)",27476,"(+/-2,303)",25482,"(+/-2,552)",21384,"(+/-2,422)",25504,"(+/-2,266)",36381,"(+/-3,215)",26403,"(+/-2,600)",31166,"(+/-2,764)"
