Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",36446,"(+/-2,601)",40758,"(+/-2,821)",32062,"(+/-2,566)",15841,"(+/-2,121)",31992,"(+/-2,499)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",24238,"(+/-1,967)",25115,"(+/-2,342)",26963,"(+/-2,256)",20225,"(+/-2,021)",24147,"(+/-2,174)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",13413,"(+/-1,758)",12976,"(+/-1,774)",14095,"(+/-1,632)",17485,"(+/-1,894)",15140,"(+/-1,512)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",13940,"(+/-1,414)",15101,"(+/-1,462)",15216,"(+/-1,842)",55273,"(+/-2,460)",19857,"(+/-1,689)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1852,(+/-33),1834,(+/-31),1969,(+/-35),2857,(+/-65),1949,(+/-36)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",56761,"(+/-2,707)",60050,"(+/-2,876)",51616,"(+/-2,943)",48036,"(+/-2,765)",55647,"(+/-2,657)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",608,(+/-323),878,(+/-334),1104,(+/-547),328,(+/-222),268,(+/-237)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",1171,(+/-374),3112,(+/-884),1029,(+/-515),852,(+/-334),1529,(+/-623)
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",6689,"(+/-1,006)",13805,"(+/-1,809)",5880,(+/-978),2959,(+/-899),7320,"(+/-1,033)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",19336,"(+/-1,936)",18224,"(+/-1,942)",13641,"(+/-1,365)",6182,(+/-981),15736,"(+/-1,513)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",14079,"(+/-1,167)",11518,"(+/-1,489)",12721,"(+/-1,554)",8328,"(+/-1,247)",14897,"(+/-1,281)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",14878,"(+/-1,504)",12513,"(+/-1,606)",17241,"(+/-1,636)",29387,"(+/-2,209)",15897,"(+/-1,513)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",808,(+/-21),729,(+/-18),853,(+/-16),1126,(+/-35),838,(+/-18)
Housing,"Gross Rent","Occupied units paying rent",95030,"(+/-3,780)",73801,"(+/-2,889)",98057,"(+/-4,363)",86086,"(+/-3,715)",83641,"(+/-3,831)"
Housing,"Gross Rent","Less than $500",11672,"(+/-1,711)",8267,"(+/-1,601)",10086,"(+/-1,520)",7810,"(+/-1,321)",9499,"(+/-1,477)"
Housing,"Gross Rent","$500 to $999",32616,"(+/-2,596)",24956,"(+/-2,346)",27805,"(+/-2,455)",13009,"(+/-1,907)",31288,"(+/-2,914)"
Housing,"Gross Rent","$1,000 to $1,499",37875,"(+/-2,721)",27180,"(+/-2,522)",39240,"(+/-3,234)",26866,"(+/-2,451)",26558,"(+/-2,233)"
Housing,"Gross Rent","$1,500 to $1,999",10409,"(+/-1,653)",9714,"(+/-1,329)",15269,"(+/-1,929)",17421,"(+/-1,923)",11341,"(+/-1,845)"
Housing,"Gross Rent","$2,000 to $2,499",1527,(+/-549),3131,(+/-872),4566,"(+/-1,093)",10222,"(+/-1,232)",2930,(+/-912)
Housing,"Gross Rent","$2,500 to $2,999",580,(+/-351),315,(+/-161),832,(+/-512),5169,"(+/-1,209)",738,(+/-406)
Housing,"Gross Rent","$3,000 or more",351,(+/-203),238,(+/-155),259,(+/-177),5589,"(+/-1,233)",1287,(+/-580)
Housing,"Gross Rent","Median (dollars)",1032,(+/-21),1055,(+/-33),1120,(+/-23),1422,(+/-37),1015,(+/-33)
Housing,"Gross Rent","No rent paid",3109,(+/-931),3534,(+/-907),3569,(+/-918),3029,(+/-802),4812,"(+/-1,153)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",278568,"(+/-4,032)",269220,"(+/-3,442)",269917,"(+/-3,867)",257674,"(+/-3,863)",268324,"(+/-4,468)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",16642,"(+/-1,929)",12655,"(+/-1,998)",16813,"(+/-2,055)",14360,"(+/-1,872)",15621,"(+/-1,837)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",10209,"(+/-1,403)",10276,"(+/-1,656)",13029,"(+/-2,105)",7952,"(+/-1,431)",10675,"(+/-1,521)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",23658,"(+/-2,626)",20334,"(+/-2,361)",22900,"(+/-2,269)",19197,"(+/-1,876)",22009,"(+/-2,233)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",22272,"(+/-2,321)",17945,"(+/-2,168)",22065,"(+/-2,267)",15437,"(+/-2,040)",19342,"(+/-1,897)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",33457,"(+/-2,858)",30615,"(+/-2,756)",31461,"(+/-2,565)",24540,"(+/-2,003)",32059,"(+/-3,064)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",42219,"(+/-2,781)",47974,"(+/-3,209)",47715,"(+/-3,483)",30824,"(+/-2,502)",44352,"(+/-2,942)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",39518,"(+/-2,504)",34373,"(+/-2,729)",31701,"(+/-2,830)",29111,"(+/-2,253)",32675,"(+/-2,696)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",45425,"(+/-2,728)",51833,"(+/-3,065)",45141,"(+/-3,323)",39254,"(+/-2,865)",46577,"(+/-3,072)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",22662,"(+/-1,909)",22949,"(+/-1,969)",20289,"(+/-1,975)",23312,"(+/-1,863)",21552,"(+/-1,970)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",22506,"(+/-1,739)",20266,"(+/-1,875)",18803,"(+/-1,939)",53687,"(+/-2,556)",23462,"(+/-1,756)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",69959,"(+/-2,394)",71670,"(+/-1,731)",63315,"(+/-2,564)",89085,"(+/-2,965)",68810,"(+/-3,302)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",89994,"(+/-2,189)",92732,"(+/-2,706)",84000,"(+/-2,163)",148524,"(+/-4,664)",93922,"(+/-2,441)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",703811,"(+/-6,318)",686200,"(+/-5,883)",713475,"(+/-6,799)",731094,"(+/-5,387)",703403,"(+/-7,970)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",670317,"(+/-7,606)",661639,"(+/-6,412)",673574,"(+/-6,839)",665001,"(+/-8,464)",656930,"(+/-8,136)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",506858,"(+/-8,570)",521916,"(+/-9,562)",503228,"(+/-9,521)",522118,"(+/-10,392)",491348,"(+/-9,635)"
Socioeconomic,"Health Insurance Coverage","With public coverage",244876,"(+/-7,688)",233534,"(+/-8,638)",253902,"(+/-9,644)",212588,"(+/-8,049)",240007,"(+/-9,274)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",33494,"(+/-4,197)",24561,"(+/-3,397)",39901,"(+/-5,614)",66093,"(+/-7,914)",46473,"(+/-5,844)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",147583,"(+/-3,467)",138259,"(+/-3,210)",146947,"(+/-4,720)",174801,"(+/-3,394)",154331,"(+/-5,824)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3301,"(+/-1,011)",2126,"(+/-1,108)",4240,"(+/-1,380)",10908,"(+/-2,851)",4525,"(+/-1,699)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",8,(+/-1.0),5.9,(+/-0.9),8.7,(+/-1.3),6.5,(+/-1.0),8.2,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.4,(+/-1.7),11.5,(+/-1.8),15.3,(+/-2.4),9.5,(+/-1.5),13.5,(+/-2.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.4,(+/-3.3),11,(+/-4.2),13.7,(+/-6.4),11.3,(+/-4.1),15.8,(+/-6.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3,(+/-0.8),2.1,(+/-0.7),3.7,(+/-0.9),2.4,(+/-0.7),2.9,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.2,(+/-1.6),2.9,(+/-1.2),6.5,(+/-2.2),3.5,(+/-1.2),2.9,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.2,(+/-1.5),1.5,(+/-1.5),5.5,(+/-5.6),2.2,(+/-3.1),3.4,(+/-2.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",21.5,(+/-3.4),22.3,(+/-3.5),25,(+/-3.8),23,(+/-3.9),26.7,(+/-3.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",29.1,(+/-4.7),31.3,(+/-4.8),35.3,(+/-5.1),29.9,(+/-5.1),38.2,(+/-5.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",27.2,(+/-12.3),42.2,(+/-16.9),37.1,(+/-18.3),48.2,(+/-13.6),38.9,(+/-17.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",10.7,(+/-0.8),9,(+/-0.8),12.7,(+/-1.3),9,(+/-0.8),11.3,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",14,(+/-1.8),13.3,(+/-2.0),19,(+/-3.0),10.7,(+/-1.7),16.2,(+/-2.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.4,(+/-1.8),12.7,(+/-2.1),18.8,(+/-3.0),10.6,(+/-1.7),15.9,(+/-2.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.4,(+/-2.9),11.6,(+/-3.0),21.1,(+/-4.9),14.1,(+/-3.9),20.3,(+/-5.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",13.1,(+/-2.0),13,(+/-2.5),18,(+/-3.1),9.5,(+/-1.7),14.5,(+/-2.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.8,(+/-0.8),7.9,(+/-0.8),11,(+/-1.1),8.5,(+/-0.7),9.9,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.5,(+/-1.4),5,(+/-0.9),7.6,(+/-1.5),6.6,(+/-1.2),7.5,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.1,(+/-1.0),6.1,(+/-0.9),10.4,(+/-1.5),6.6,(+/-1.0),9.2,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.8,(+/-2.1),20.4,(+/-2.1),20.9,(+/-1.7),22,(+/-2.2),20.3,(+/-1.9)
Education,"School Enrollment","Population 3 years and over enrolled in school",175066,"(+/-3,981)",177071,"(+/-4,724)",188129,"(+/-5,497)",199943,"(+/-5,185)",173598,"(+/-5,573)"
Education,"School Enrollment","Nursery school, preschool",11106,"(+/-1,616)",8382,"(+/-1,591)",11163,"(+/-1,882)",14391,"(+/-1,698)",11497,"(+/-1,673)"
Education,"School Enrollment",Kindergarten,8165,"(+/-1,366)",8782,"(+/-1,287)",7179,"(+/-1,473)",8640,"(+/-1,497)",7879,"(+/-1,696)"
Education,"School Enrollment","Elementary school (grades 1-8)",66438,"(+/-2,945)",61346,"(+/-2,905)",65194,"(+/-3,454)",81497,"(+/-2,346)",72401,"(+/-3,740)"
Education,"School Enrollment","High school (grades 9-12)",38339,"(+/-2,466)",35690,"(+/-1,714)",40532,"(+/-3,106)",46737,"(+/-2,763)",38320,"(+/-2,795)"
Education,"School Enrollment","College or graduate school",51018,"(+/-2,826)",62871,"(+/-3,409)",64061,"(+/-3,798)",48678,"(+/-3,363)",43501,"(+/-3,254)"
Education,"Educational Attainment","Population 25 years and over",499296,"(+/-5,216)",489467,"(+/-4,196)",493649,"(+/-5,568)",493239,"(+/-4,095)",499067,"(+/-6,739)"
Education,"Educational Attainment","Less than 9th grade",22657,"(+/-2,528)",13309,"(+/-1,815)",17752,"(+/-2,143)",24505,"(+/-2,649)",26549,"(+/-3,923)"
Education,"Educational Attainment","9th to 12th grade, no diploma",32139,"(+/-2,953)",26277,"(+/-2,449)",29041,"(+/-3,588)",22855,"(+/-2,439)",27184,"(+/-2,378)"
Education,"Educational Attainment","High school graduate (includes equivalency)",133965,"(+/-4,248)",143615,"(+/-5,515)",148227,"(+/-6,804)",108286,"(+/-4,653)",144823,"(+/-6,164)"
Education,"Educational Attainment","Some college, no degree",88543,"(+/-4,073)",92150,"(+/-4,298)",85039,"(+/-4,989)",68515,"(+/-3,609)",83273,"(+/-4,346)"
Education,"Educational Attainment","Associate's degree",38963,"(+/-3,420)",43489,"(+/-3,572)",36417,"(+/-3,127)",29435,"(+/-2,796)",39666,"(+/-3,563)"
Education,"Educational Attainment","Bachelor's degree",106398,"(+/-4,402)",97561,"(+/-4,494)",97753,"(+/-4,897)",132640,"(+/-5,068)",101581,"(+/-4,833)"
Education,"Educational Attainment","Graduate or professional degree",76631,"(+/-3,732)",73066,"(+/-3,665)",79420,"(+/-3,853)",107003,"(+/-4,623)",75991,"(+/-4,236)"
Education,"Educational Attainment","Percent high school graduate or higher",89,(+/-0.6),91.9,(+/-0.6),90.5,(+/-0.8),90.4,(+/-0.7),89.2,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",36.7,(+/-0.9),34.9,(+/-0.9),35.9,(+/-1.1),48.6,(+/-1.2),35.6,(+/-1.3)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",361306,G,214841,G,306934,G,330175,G,263075,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",14,J,89,G,15,J,113,H,50,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",88,H,144,H,90,H,56,G,521,J
Business,"Paid employees for pay period including March 12",Utilities,2900,J,1694,J,1408,J,837,H,702,J
Business,"Paid employees for pay period including March 12",Construction,15150,G,7513,G,11867,G,8188,G,11855,G
Business,"Paid employees for pay period including March 12",Manufacturing,39114,G,26683,H,38905,G,14261,G,30396,G
Business,"Paid employees for pay period including March 12","Wholesale trade",17627,G,8283,G,14894,G,21149,G,9247,G
Business,"Paid employees for pay period including March 12","Retail trade",39923,G,34519,G,34590,G,35407,G,39974,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",13405,G,7526,G,8848,G,6457,G,5570,G
Business,"Paid employees for pay period including March 12",Information,11555,H,3723,G,6414,H,12736,G,5721,H
Business,"Paid employees for pay period including March 12","Finance and insurance",40943,H,6984,G,10643,G,44269,H,15047,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4487,G,1969,G,4397,G,4552,G,4474,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",22825,G,11946,G,13901,G,31609,G,13160,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6227,H,1222,G,5713,G,12338,G,7669,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",19941,G,10419,H,13657,G,23224,G,14199,G
Business,"Paid employees for pay period including March 12","Educational services",11694,G,4472,G,37375,H,13611,G,7355,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",66203,G,37599,G,63732,G,50295,G,59721,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5627,G,3383,G,3645,G,10182,G,4930,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",29159,G,38418,G,25432,G,26786,G,21430,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",14351,G,8216,G,11381,G,14038,G,11012,G
Business,"Paid employees for pay period including March 12","Industries not classified",73,H,39,J,27,J,67,H,42,G
Business,"Annual payroll ($1,000)","Total for all sectors",21895130,G,9668309,G,15785677,G,29883498,G,13804990,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",459,H,2878,H,975,H,6859,H,1329,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",11717,H,9780,H,10491,H,4450,G,30116,H
Business,"Annual payroll ($1,000)",Utilities,326233,J,202870,J,161697,J,127002,G,76644,J
Business,"Annual payroll ($1,000)",Construction,1092375,G,490264,G,793644,G,612103,G,813638,G
Business,"Annual payroll ($1,000)",Manufacturing,3105752,H,1843299,H,2693963,G,1058060,G,2377956,G
Business,"Annual payroll ($1,000)","Wholesale trade",1199450,G,539803,G,1008233,G,2169134,G,617305,G
Business,"Annual payroll ($1,000)","Retail trade",1113975,G,971523,G,968454,G,1277497,G,1138079,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",570809,G,293621,G,383905,G,444074,G,229535,G
Business,"Annual payroll ($1,000)",Information,1169169,H,207929,G,437422,H,1341664,G,414074,H
Business,"Annual payroll ($1,000)","Finance and insurance",5101980,H,529821,H,912437,G,10680986,G,1313314,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",215886,G,87206,G,186782,G,345787,G,235566,H
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1745653,G,1181114,H,1243540,G,3549933,G,1041998,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",696571,H,92752,G,505053,G,2271531,G,1008218,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",811100,G,258397,G,445993,G,1318649,G,547511,G
Business,"Annual payroll ($1,000)","Educational services",397216,G,188268,H,1990952,H,550423,G,278805,G
Business,"Annual payroll ($1,000)","Health care and social assistance",3156536,G,1522690,G,3146467,H,2642207,G,2828973,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",112505,G,102108,G,73212,G,348571,G,105290,G
Business,"Annual payroll ($1,000)","Accommodation and food services",554247,G,922483,H,458561,G,629702,G,397829,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",512295,G,220798,G,363153,G,502129,G,348083,G
Business,"Annual payroll ($1,000)","Industries not classified",1202,G,705,G,743,G,2737,G,727,G
Business,"Total Establishments","Total for all sectors",18424,X,14280,X,16471,X,21934,X,17644,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",6,X,27,X,7,X,15,X,17,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,23,X,11,X,12,X,20,X
Business,"Total Establishments",Utilities,30,X,31,X,21,X,32,X,24,X
Business,"Total Establishments",Construction,1510,X,1455,X,1485,X,1706,X,1800,X
Business,"Total Establishments",Manufacturing,1025,X,619,X,919,X,602,X,970,X
Business,"Total Establishments","Wholesale trade",920,X,502,X,909,X,1031,X,790,X
Business,"Total Establishments","Retail trade",2490,X,2444,X,2256,X,2611,X,2715,X
Business,"Total Establishments","Transportation and warehousing",437,X,278,X,339,X,392,X,261,X
Business,"Total Establishments",Information,346,X,250,X,297,X,509,X,307,X
Business,"Total Establishments","Finance and insurance",1306,X,682,X,825,X,2057,X,1010,X
Business,"Total Establishments","Real estate and rental and leasing",702,X,436,X,577,X,920,X,569,X
Business,"Total Establishments","Professional, scientific, and technical services",1749,X,1207,X,1673,X,2943,X,1647,X
Business,"Total Establishments","Management of companies and enterprises",171,X,45,X,78,X,242,X,154,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1014,X,828,X,848,X,1531,X,1075,X
Business,"Total Establishments","Educational services",242,X,220,X,265,X,419,X,277,X
Business,"Total Establishments","Health care and social assistance",2296,X,1820,X,2039,X,2376,X,2232,X
Business,"Total Establishments","Arts, entertainment, and recreation",283,X,297,X,253,X,524,X,341,X
Business,"Total Establishments","Accommodation and food services",1722,X,1541,X,1722,X,1865,X,1608,X
Business,"Total Establishments","Other services (except public administration)",2127,X,1543,X,1922,X,2085,X,1787,X
Business,"Total Establishments","Industries not classified",40,X,32,X,25,X,62,X,40,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
