Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE"
Workers,Industry,"Wholesale trade",7983,"(+/-1,555)",14607,"(+/-1,986)",9763,"(+/-1,736)",6719,"(+/-1,280)",9913,"(+/-1,674)",11576,"(+/-1,586)",8403,"(+/-1,518)",7502,"(+/-1,332)"
Workers,Industry,"Retail trade",39845,"(+/-3,845)",47112,"(+/-3,091)",45931,"(+/-3,454)",43531,"(+/-3,159)",43770,"(+/-3,606)",39105,"(+/-3,107)",44262,"(+/-3,367)",38058,"(+/-3,159)"
Workers,Industry,"Transportation and warehousing, and utilities",21547,"(+/-2,896)",15066,"(+/-1,594)",18989,"(+/-2,282)",16485,"(+/-1,828)",22008,"(+/-2,885)",22585,"(+/-2,518)",21717,"(+/-2,602)",15441,"(+/-1,836)"
Workers,Industry,Information,7593,"(+/-1,512)",9377,"(+/-1,529)",7249,"(+/-1,298)",6646,"(+/-1,610)",7938,"(+/-1,357)",8295,"(+/-1,585)",6126,"(+/-1,504)",3912,(+/-753)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",25640,"(+/-2,947)",41674,"(+/-3,438)",25444,"(+/-2,246)",19777,"(+/-2,227)",25358,"(+/-2,683)",21909,"(+/-2,551)",18651,"(+/-2,292)",13232,"(+/-1,762)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",43948,"(+/-3,571)",54457,"(+/-3,832)",30269,"(+/-2,729)",25501,"(+/-2,391)",43533,"(+/-3,575)",35736,"(+/-3,293)",31415,"(+/-2,585)",17165,"(+/-1,789)"
Workers,Industry,"Educational services, and health care and social assistance",95439,"(+/-4,097)",92017,"(+/-4,798)",77732,"(+/-4,754)",83673,"(+/-4,017)",85859,"(+/-5,030)",84734,"(+/-3,702)",86305,"(+/-4,782)",85504,"(+/-4,533)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",38512,"(+/-3,615)",33873,"(+/-3,867)",34247,"(+/-3,488)",29411,"(+/-3,033)",35300,"(+/-3,965)",30252,"(+/-2,723)",39218,"(+/-3,734)",23090,"(+/-2,322)"
Workers,Industry,"Other services, except public administration",16939,"(+/-2,129)",19344,"(+/-2,694)",17816,"(+/-1,909)",14929,"(+/-1,678)",16762,"(+/-1,963)",16354,"(+/-1,993)",18405,"(+/-2,166)",14348,"(+/-1,853)"
Workers,Industry,"Public administration",12293,"(+/-1,738)",10758,"(+/-1,638)",19851,"(+/-2,288)",16999,"(+/-2,231)",16759,"(+/-1,859)",16560,"(+/-2,041)",10314,"(+/-1,516)",14392,"(+/-1,989)"
Workers,"Class of Worker","Civilian employed population 16 years and over",357843,"(+/-7,771)",400400,"(+/-7,559)",381462,"(+/-7,936)",334027,"(+/-6,672)",370442,"(+/-6,583)",368098,"(+/-6,515)",356771,"(+/-6,008)",311266,"(+/-6,292)"
Workers,"Class of Worker","Private wage and salary workers",307564,"(+/-7,122)",350561,"(+/-8,088)",313339,"(+/-7,280)",252510,"(+/-6,302)",311677,"(+/-7,013)",294211,"(+/-6,571)",292890,"(+/-6,376)",246042,"(+/-5,955)"
Workers,"Class of Worker","Government workers",35453,"(+/-3,237)",30618,"(+/-2,913)",46789,"(+/-3,522)",56266,"(+/-3,648)",43775,"(+/-2,598)",49780,"(+/-3,170)",39948,"(+/-3,215)",44896,"(+/-3,049)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",14176,"(+/-2,055)",18392,"(+/-1,938)",20730,"(+/-2,341)",24141,"(+/-1,938)",14594,"(+/-1,841)",22889,"(+/-2,007)",23069,"(+/-2,805)",19744,"(+/-2,113)"
Workers,"Class of Worker","Unpaid family workers",650,(+/-291),829,(+/-738),604,(+/-420),1110,(+/-530),396,(+/-288),1218,(+/-531),864,(+/-414),584,(+/-309)
Housing,"Housing Occupancy","Total housing units",369242,"(+/-3,934)",316326,"(+/-4,903)",340270,"(+/-2,512)",343832,"(+/-1,829)",355037,"(+/-2,555)",330222,"(+/-2,788)",351947,"(+/-1,542)",339768,"(+/-1,728)"
Housing,"Housing Occupancy","Occupied housing units",307139,"(+/-5,730)",301963,"(+/-4,667)",286397,"(+/-3,919)",286431,"(+/-3,994)",313815,"(+/-3,879)",288545,"(+/-3,869)",302451,"(+/-3,788)",287439,"(+/-3,394)"
Housing,"Housing Occupancy","Vacant housing units",62103,"(+/-4,282)",14363,"(+/-2,636)",53873,"(+/-3,496)",57401,"(+/-3,721)",41222,"(+/-3,064)",41677,"(+/-3,112)",49496,"(+/-3,438)",52329,"(+/-3,563)"
Housing,"Housing Occupancy","Homeowner vacancy rate",2,(+/-0.7),1.1,(+/-0.4),1.8,(+/-0.5),1.9,(+/-0.6),2,(+/-0.6),1.5,(+/-0.5),2.7,(+/-0.7),2.1,(+/-0.6)
Housing,"Housing Occupancy","Rental vacancy rate",6.9,(+/-1.1),6,(+/-2.0),7.5,(+/-1.7),4.5,(+/-1.2),6.5,(+/-1.2),6,(+/-1.3),7,(+/-1.4),6.8,(+/-1.4)
Housing,"Housing Tenure","Occupied housing units",307139,"(+/-5,730)",301963,"(+/-4,667)",286397,"(+/-3,919)",286431,"(+/-3,994)",313815,"(+/-3,879)",288545,"(+/-3,869)",302451,"(+/-3,788)",287439,"(+/-3,394)"
Housing,"Housing Tenure",Owner-occupied,153884,"(+/-5,176)",236358,"(+/-3,894)",213193,"(+/-4,475)",189557,"(+/-4,517)",182073,"(+/-5,292)",204972,"(+/-4,088)",190259,"(+/-4,773)",199841,"(+/-3,651)"
Housing,"Housing Tenure",Renter-occupied,153255,"(+/-5,562)",65605,"(+/-3,851)",73204,"(+/-3,351)",96874,"(+/-3,735)",131742,"(+/-5,685)",83573,"(+/-3,723)",112192,"(+/-4,014)",87598,"(+/-3,608)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.43,(+/-0.06),2.62,(+/-0.03),2.7,(+/-0.04),2.62,(+/-0.04),2.44,(+/-0.04),2.64,(+/-0.04),2.53,(+/-0.04),2.54,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.24,(+/-0.05),2.07,(+/-0.07),2.45,(+/-0.09),2.37,(+/-0.08),2.27,(+/-0.06),2.34,(+/-0.07),2.39,(+/-0.07),2.45,(+/-0.09)
Housing,"Year Householder Moved into Unit","Occupied housing units",307139,"(+/-5,730)",301963,"(+/-4,667)",286397,"(+/-3,919)",286431,"(+/-3,994)",313815,"(+/-3,879)",288545,"(+/-3,869)",302451,"(+/-3,788)",287439,"(+/-3,394)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",28603,"(+/-3,120)",18564,"(+/-2,394)",17864,"(+/-2,480)",25107,"(+/-2,292)",28232,"(+/-2,466)",21554,"(+/-2,475)",26575,"(+/-2,786)",20006,"(+/-2,364)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",121140,"(+/-4,184)",90724,"(+/-4,176)",91554,"(+/-3,835)",101129,"(+/-3,384)",123489,"(+/-4,760)",98424,"(+/-4,295)",118485,"(+/-3,895)",91831,"(+/-3,549)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",73825,"(+/-3,439)",85863,"(+/-3,727)",91513,"(+/-3,704)",83316,"(+/-3,265)",78599,"(+/-3,766)",84667,"(+/-3,519)",87254,"(+/-3,785)",85780,"(+/-3,613)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",37651,"(+/-2,801)",53896,"(+/-2,679)",43585,"(+/-2,593)",40110,"(+/-2,692)",38159,"(+/-2,620)",43231,"(+/-2,850)",36051,"(+/-2,778)",45039,"(+/-2,817)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",19014,"(+/-1,712)",27010,"(+/-2,238)",22156,"(+/-2,190)",19574,"(+/-1,753)",20143,"(+/-1,922)",18711,"(+/-1,602)",16694,"(+/-1,647)",20730,"(+/-1,660)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",26906,"(+/-2,224)",25906,"(+/-1,802)",19725,"(+/-2,007)",17195,"(+/-1,664)",25193,"(+/-1,901)",21958,"(+/-1,523)",17392,"(+/-1,613)",24053,"(+/-1,870)"
Housing,Value,"Owner-occupied units",153884,"(+/-5,176)",236358,"(+/-3,894)",213193,"(+/-4,475)",189557,"(+/-4,517)",182073,"(+/-5,292)",204972,"(+/-4,088)",190259,"(+/-4,773)",199841,"(+/-3,651)"
Housing,Value,"Less than $50,000",15361,"(+/-1,487)",4873,(+/-950),14252,"(+/-1,526)",21490,"(+/-2,244)",19552,"(+/-1,903)",21503,"(+/-1,521)",17889,"(+/-1,811)",34717,"(+/-2,574)"
Housing,Value,"$50,000 to $99,999",53541,"(+/-3,093)",11217,"(+/-1,554)",25536,"(+/-2,309)",40648,"(+/-2,575)",50732,"(+/-3,147)",40602,"(+/-2,138)",45842,"(+/-2,956)",52393,"(+/-3,039)"
Housing,Value,"$100,000 to $149,999",31295,"(+/-2,256)",34330,"(+/-2,344)",47573,"(+/-3,114)",39829,"(+/-2,674)",47295,"(+/-2,925)",40887,"(+/-2,430)",48141,"(+/-2,795)",39610,"(+/-2,994)"
Housing,Value,"$150,000 to $199,999",21396,"(+/-1,910)",49373,"(+/-2,823)",48969,"(+/-3,092)",32827,"(+/-2,349)",27401,"(+/-2,388)",40019,"(+/-2,564)",31152,"(+/-2,655)",32164,"(+/-2,693)"
Housing,Value,"$200,000 to $299,999",18202,"(+/-1,949)",63603,"(+/-2,896)",46569,"(+/-2,575)",31571,"(+/-2,753)",22493,"(+/-1,604)",37506,"(+/-2,318)",27407,"(+/-2,344)",26071,"(+/-2,036)"
Housing,Value,"$300,000 to $499,999",8843,"(+/-1,254)",47768,"(+/-2,040)",22802,"(+/-2,230)",17244,"(+/-1,903)",10373,"(+/-1,143)",17857,"(+/-1,837)",15072,"(+/-1,596)",11392,"(+/-1,459)"
Housing,Value,"$500,000 to $999,999",4390,(+/-850),20658,"(+/-1,548)",5919,"(+/-1,157)",4998,(+/-947),3493,(+/-747),5333,(+/-906),3806,(+/-960),2704,(+/-744)
Housing,Value,"$1,000,000 or more",856,(+/-342),4536,(+/-906),1573,(+/-646),950,(+/-447),734,(+/-342),1265,(+/-468),950,(+/-468),790,(+/-324)
Housing,Value,"Median (dollars)",110100,"(+/-2,781)",225000,"(+/-3,073)",166700,"(+/-2,516)",139900,"(+/-3,954)",119500,"(+/-2,313)",149300,"(+/-3,444)",132100,"(+/-3,122)",115000,"(+/-3,224)"
Housing,"Mortgage Status","Owner-occupied units",153884,"(+/-5,176)",236358,"(+/-3,894)",213193,"(+/-4,475)",189557,"(+/-4,517)",182073,"(+/-5,292)",204972,"(+/-4,088)",190259,"(+/-4,773)",199841,"(+/-3,651)"
Housing,"Mortgage Status","Housing units with a mortgage",103809,"(+/-4,465)",161337,"(+/-4,172)",138564,"(+/-4,309)",113864,"(+/-3,490)",115302,"(+/-4,101)",124102,"(+/-4,324)",111857,"(+/-4,046)",109834,"(+/-3,655)"
Housing,"Mortgage Status","Housing units without a mortgage",50075,"(+/-2,935)",75021,"(+/-3,078)",74629,"(+/-3,490)",75693,"(+/-2,758)",66771,"(+/-3,098)",80870,"(+/-2,777)",78402,"(+/-3,304)",90007,"(+/-3,103)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",103809,"(+/-4,465)",161337,"(+/-4,172)",138564,"(+/-4,309)",113864,"(+/-3,490)",115302,"(+/-4,101)",124102,"(+/-4,324)",111857,"(+/-4,046)",109834,"(+/-3,655)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1631,(+/-652),844,(+/-360),2035,(+/-543),4274,(+/-864),1878,(+/-565),3017,(+/-739),3997,(+/-849),6096,"(+/-1,126)"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",30629,"(+/-2,202)",21700,"(+/-2,305)",37276,"(+/-2,335)",40367,"(+/-2,496)",38028,"(+/-2,614)",34012,"(+/-2,204)",50878,"(+/-3,059)",52366,"(+/-3,422)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",43976,"(+/-2,667)",52989,"(+/-2,929)",53249,"(+/-2,824)",41960,"(+/-2,613)",45929,"(+/-3,090)",44286,"(+/-3,184)",34802,"(+/-2,256)",35531,"(+/-2,493)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",16419,"(+/-1,847)",41024,"(+/-2,548)",29509,"(+/-2,317)",17126,"(+/-2,125)",17664,"(+/-1,912)",23503,"(+/-2,035)",13238,"(+/-1,801)",11156,"(+/-1,399)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",5739,"(+/-1,051)",20285,"(+/-1,773)",11140,"(+/-1,531)",5771,"(+/-1,167)",6385,"(+/-1,162)",10769,"(+/-1,492)",4883,"(+/-1,022)",2986,(+/-802)
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2288,(+/-851),9707,"(+/-1,312)",3497,(+/-786),2345,(+/-797),2914,(+/-708),5261,"(+/-1,018)",2454,(+/-886),1136,(+/-438)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3127,(+/-694),14788,"(+/-1,635)",1858,(+/-521),2021,(+/-678),2504,(+/-618),3254,(+/-733),1605,(+/-554),563,(+/-274)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1183,(+/-18),1554,(+/-27),1272,(+/-26),1120,(+/-19),1166,(+/-18),1271,(+/-28),1011,(+/-23),967,(+/-21)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",50075,"(+/-2,935)",75021,"(+/-3,078)",74629,"(+/-3,490)",75693,"(+/-2,758)",66771,"(+/-3,098)",80870,"(+/-2,777)",78402,"(+/-3,304)",90007,"(+/-3,103)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",3344,(+/-899),2358,(+/-606),8189,"(+/-1,225)",16195,"(+/-1,698)",7436,"(+/-1,189)",9972,"(+/-1,093)",14458,"(+/-1,607)",24187,"(+/-2,218)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",16745,"(+/-1,464)",10235,"(+/-1,299)",23814,"(+/-2,142)",25273,"(+/-1,815)",19116,"(+/-1,763)",24453,"(+/-1,756)",32693,"(+/-2,417)",35367,"(+/-2,404)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",20204,"(+/-2,017)",29460,"(+/-2,174)",29892,"(+/-2,460)",23993,"(+/-1,750)",26677,"(+/-2,017)",29260,"(+/-1,908)",21992,"(+/-2,069)",23424,"(+/-1,899)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",5625,(+/-997),18561,"(+/-1,775)",9289,"(+/-1,579)",7685,(+/-992),9642,"(+/-1,388)",11348,"(+/-1,201)",6338,"(+/-1,091)",4781,(+/-777)
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1625,(+/-512),7295,"(+/-1,321)",2140,(+/-668),1332,(+/-427),2622,(+/-653),3810,(+/-702),1618,(+/-644),1410,(+/-493)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2532,(+/-658),7112,"(+/-1,060)",1305,(+/-450),1215,(+/-438),1278,(+/-454),2027,(+/-718),1303,(+/-497),838,(+/-356)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",440,(+/-11),571,(+/-11),430,(+/-11),380,(+/-9),444,(+/-11),436,(+/-9),363,(+/-10),339,(+/-8)
Housing,"Gross Rent","Occupied units paying rent",149780,"(+/-5,726)",62330,"(+/-3,794)",68379,"(+/-3,584)",88314,"(+/-3,540)",127468,"(+/-5,488)",77068,"(+/-3,722)",105115,"(+/-3,757)",76328,"(+/-3,543)"
Housing,"Gross Rent","Less than $500",17270,"(+/-1,902)",4125,(+/-910),9693,"(+/-1,315)",15513,"(+/-1,728)",17144,"(+/-1,977)",17183,"(+/-2,033)",17034,"(+/-1,826)",24615,"(+/-2,157)"
Housing,"Gross Rent","$500 to $999",88375,"(+/-4,621)",31826,"(+/-3,152)",43091,"(+/-3,085)",53413,"(+/-3,876)",75469,"(+/-4,282)",44305,"(+/-2,959)",72148,"(+/-3,360)",46044,"(+/-3,231)"
Housing,"Gross Rent","$1,000 to $1,499",34992,"(+/-2,609)",18038,"(+/-1,824)",12678,"(+/-1,832)",14251,"(+/-1,793)",28757,"(+/-2,830)",12388,"(+/-2,216)",12523,"(+/-1,929)",4085,(+/-912)
Housing,"Gross Rent","$1,500 to $1,999",7189,"(+/-1,572)",4605,"(+/-1,157)",1670,(+/-610),3210,(+/-888),4481,"(+/-1,043)",1977,(+/-676),1987,(+/-823),1027,(+/-480)
Housing,"Gross Rent","$2,000 to $2,499",1048,(+/-544),1766,(+/-649),381,(+/-303),1467,(+/-985),1146,(+/-509),576,(+/-506),1030,(+/-529),84,(+/-115)
Housing,"Gross Rent","$2,500 to $2,999",240,(+/-255),677,(+/-333),826,(+/-627),207,(+/-215),93,(+/-92),471,(+/-286),113,(+/-131),70,(+/-68)
Housing,"Gross Rent","$3,000 or more",666,(+/-412),1293,(+/-470),40,(+/-66),253,(+/-200),378,(+/-236),168,(+/-181),280,(+/-308),403,(+/-318)
Housing,"Gross Rent","Median (dollars)",824,(+/-16),945,(+/-24),760,(+/-18),726,(+/-14),813,(+/-16),716,(+/-21),714,(+/-14),607,(+/-17)
Housing,"Gross Rent","No rent paid",3475,(+/-955),3275,(+/-850),4825,(+/-986),8560,"(+/-1,222)",4274,(+/-903),6505,"(+/-1,276)",7077,"(+/-1,393)",11270,"(+/-1,512)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",307139,"(+/-5,730)",301963,"(+/-4,667)",286397,"(+/-3,919)",286431,"(+/-3,994)",313815,"(+/-3,879)",288545,"(+/-3,869)",302451,"(+/-3,788)",287439,"(+/-3,394)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",30229,"(+/-2,778)",9835,"(+/-1,572)",14424,"(+/-2,062)",24847,"(+/-2,757)",25099,"(+/-2,396)",17294,"(+/-1,924)",20228,"(+/-2,273)",24377,"(+/-2,406)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",20677,"(+/-2,182)",7021,"(+/-1,520)",11146,"(+/-1,753)",17611,"(+/-1,928)",20837,"(+/-2,324)",14533,"(+/-1,621)",17937,"(+/-2,191)",23946,"(+/-2,106)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",40372,"(+/-2,838)",19082,"(+/-2,232)",28277,"(+/-2,583)",34454,"(+/-2,471)",35618,"(+/-2,919)",29231,"(+/-2,228)",40376,"(+/-3,036)",39997,"(+/-2,310)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",39696,"(+/-3,371)",21068,"(+/-2,635)",27460,"(+/-2,356)",33988,"(+/-2,788)",36291,"(+/-3,087)",28324,"(+/-2,224)",38827,"(+/-3,178)",38175,"(+/-2,113)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",43793,"(+/-3,003)",35264,"(+/-3,234)",42101,"(+/-3,198)",42445,"(+/-3,159)",48799,"(+/-4,012)",39036,"(+/-2,640)",51242,"(+/-3,338)",47005,"(+/-2,836)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",54532,"(+/-3,776)",53785,"(+/-3,080)",56418,"(+/-3,030)",52946,"(+/-3,228)",60534,"(+/-3,363)",57721,"(+/-3,321)",57735,"(+/-3,687)",49732,"(+/-2,993)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",31303,"(+/-2,853)",41106,"(+/-2,912)",42916,"(+/-2,797)",33402,"(+/-2,504)",35708,"(+/-2,457)",38639,"(+/-2,324)",34479,"(+/-2,863)",27882,"(+/-2,108)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",29363,"(+/-2,470)",54288,"(+/-2,994)",41194,"(+/-2,944)",31796,"(+/-2,229)",31773,"(+/-2,580)",40771,"(+/-2,851)",28509,"(+/-2,599)",26622,"(+/-2,518)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",8120,"(+/-1,387)",27576,"(+/-2,710)",13379,"(+/-1,754)",9244,"(+/-1,417)",11000,"(+/-1,601)",12907,"(+/-1,406)",6152,"(+/-1,221)",5055,"(+/-1,015)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",9054,"(+/-1,161)",32938,"(+/-1,913)",9082,"(+/-1,216)",5698,(+/-926),8156,"(+/-1,052)",10089,"(+/-1,417)",6966,"(+/-1,193)",4648,(+/-923)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",42145,"(+/-1,312)",77477,"(+/-2,536)",57578,"(+/-1,946)",45735,"(+/-1,370)",46396,"(+/-1,269)",56422,"(+/-1,328)",43823,"(+/-1,272)",40327,"(+/-1,009)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",59399,"(+/-1,583)",106574,"(+/-2,381)",72231,"(+/-2,175)",60253,"(+/-1,779)",62969,"(+/-1,979)",70486,"(+/-1,660)",58634,"(+/-1,668)",53565,"(+/-1,594)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",727907,"(+/-7,386)",758334,"(+/-9,632)",763418,"(+/-8,300)",732611,"(+/-4,348)",749741,"(+/-7,770)",746112,"(+/-7,783)",761838,"(+/-2,808)",729431,"(+/-5,527)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",651744,"(+/-8,991)",723783,"(+/-8,908)",700104,"(+/-9,707)",657503,"(+/-6,635)",657855,"(+/-10,035)",680026,"(+/-8,111)",667238,"(+/-6,891)",648031,"(+/-6,766)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",467607,"(+/-10,552)",641465,"(+/-8,554)",575444,"(+/-12,270)",519337,"(+/-9,351)",506479,"(+/-12,696)",559947,"(+/-10,657)",518170,"(+/-10,276)",452492,"(+/-10,048)"
Socioeconomic,"Health Insurance Coverage","With public coverage",251199,"(+/-8,958)",170430,"(+/-5,253)",212829,"(+/-7,980)",232436,"(+/-6,073)",236915,"(+/-7,998)",211788,"(+/-7,144)",246429,"(+/-6,777)",293215,"(+/-8,569)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",76163,"(+/-5,846)",34551,"(+/-4,649)",63314,"(+/-6,438)",75108,"(+/-5,446)",91886,"(+/-6,863)",66086,"(+/-4,888)",94600,"(+/-6,584)",81400,"(+/-5,360)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",161479,"(+/-3,301)",167496,"(+/-5,082)",182288,"(+/-4,200)",170228,"(+/-2,124)",173455,"(+/-3,448)",183616,"(+/-3,629)",176516,"(+/-1,570)",172636,"(+/-2,963)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",7302,"(+/-1,891)",4530,"(+/-1,927)",9678,"(+/-2,486)",12007,"(+/-2,390)",11913,"(+/-2,755)",11414,"(+/-2,121)",14719,"(+/-2,507)",8135,"(+/-1,876)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",16.2,(+/-1.3),3.4,(+/-0.7),6.7,(+/-0.9),10.7,(+/-1.1),12.9,(+/-1.5),8.5,(+/-1.0),11,(+/-1.3),13.8,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",25.9,(+/-2.4),5.1,(+/-1.4),11.5,(+/-1.8),16.8,(+/-2.1),22.9,(+/-3.0),13.5,(+/-1.7),17.3,(+/-2.3),23.6,(+/-2.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.9,(+/-5.2),6.5,(+/-4.0),10.7,(+/-4.7),20.8,(+/-5.9),23.3,(+/-6.2),17.4,(+/-4.6),17.7,(+/-4.5),31.6,(+/-6.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.3,(+/-1.1),1.6,(+/-0.5),2.7,(+/-0.5),6.5,(+/-1.1),4.7,(+/-1.0),3.8,(+/-0.6),6.2,(+/-1.0),7.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8,(+/-2.2),1.9,(+/-1.0),3.2,(+/-1.0),8.5,(+/-2.2),8.1,(+/-2.3),4.4,(+/-1.0),9.3,(+/-1.9),10.5,(+/-1.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.4,(+/-3.5),0.3,(+/-0.4),1.2,(+/-1.3),10.6,(+/-5.1),7.7,(+/-5.0),4.7,(+/-2.4),5.1,(+/-2.4),12.2,(+/-5.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",32.2,(+/-3.0),12.5,(+/-3.4),25.4,(+/-4.8),32.2,(+/-4.1),32,(+/-4.1),31,(+/-4.3),30.4,(+/-5.3),40.3,(+/-4.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",42.9,(+/-4.3),20.3,(+/-5.9),37.5,(+/-6.6),42.4,(+/-6.0),44,(+/-5.5),41.6,(+/-5.5),39.1,(+/-5.8),51.3,(+/-5.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.2,(+/-12.0),47.1,(+/-21.5),45.1,(+/-15.8),66,(+/-14.0),48.7,(+/-14.1),57.4,(+/-13.6),39.2,(+/-11.8),64,(+/-12.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",20.4,(+/-1.2),5.2,(+/-0.7),10.8,(+/-1.3),17.5,(+/-1.1),17.7,(+/-1.4),12.5,(+/-0.9),16.1,(+/-1.1),19.2,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",30.9,(+/-3.0),4.9,(+/-1.4),15.9,(+/-2.7),21.1,(+/-2.5),27.5,(+/-3.7),15.6,(+/-1.9),20.5,(+/-2.3),26.2,(+/-2.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",30.5,(+/-3.0),4.6,(+/-1.3),15.7,(+/-2.7),20.6,(+/-2.5),27.3,(+/-3.7),15.2,(+/-1.9),20.1,(+/-2.3),25.8,(+/-2.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",29.8,(+/-4.8),5.5,(+/-2.7),17.1,(+/-4.2),24.6,(+/-4.0),30.7,(+/-6.0),19.1,(+/-3.2),21.9,(+/-3.8),32.9,(+/-4.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",30.8,(+/-3.4),4.3,(+/-1.3),15.1,(+/-3.0),19.2,(+/-2.7),26,(+/-3.5),13.8,(+/-2.0),19.4,(+/-2.4),23.3,(+/-2.9)
