Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
People,"Place of Birth",Native,637995,"(+/-7,199)",586916,"(+/-10,170)",563094,"(+/-11,039)",558489,"(+/-10,979)",446084,"(+/-15,171)",357032,"(+/-11,025)",474643,"(+/-13,956)",508427,"(+/-14,201)",451982,"(+/-13,750)",494061,"(+/-13,557)",502565,"(+/-8,715)",530344,"(+/-15,869)",506139,"(+/-13,455)",390098,"(+/-15,292)",485920,"(+/-14,689)",518212,"(+/-10,422)",569781,"(+/-7,667)",644263,"(+/-8,318)",663018,"(+/-6,337)",662863,"(+/-6,599)",688221,"(+/-4,700)",676524,"(+/-4,161)",679023,"(+/-4,071)",664650,"(+/-4,576)",656453,"(+/-5,635)",656933,"(+/-5,853)",691974,"(+/-5,988)"
People,"Place of Birth","Born in United States",626456,"(+/-7,287)",571053,"(+/-9,947)",554581,"(+/-10,843)",547433,"(+/-10,696)",426993,"(+/-14,689)",342209,"(+/-10,389)",432527,"(+/-13,155)",481145,"(+/-14,014)",432171,"(+/-12,965)",472723,"(+/-13,118)",487117,"(+/-8,748)",510711,"(+/-15,400)",468504,"(+/-13,250)",359660,"(+/-14,341)",427272,"(+/-13,676)",488462,"(+/-10,396)",555790,"(+/-7,969)",625231,"(+/-7,861)",652489,"(+/-6,296)",654498,"(+/-6,553)",678184,"(+/-5,005)",667434,"(+/-4,293)",671466,"(+/-4,193)",655613,"(+/-4,653)",636226,"(+/-5,408)",643414,"(+/-6,080)",688144,"(+/-6,000)"
People,"Place of Birth","State of residence",571417,"(+/-7,243)",534265,"(+/-9,955)",508291,"(+/-11,791)",506427,"(+/-11,441)",383088,"(+/-13,434)",313199,"(+/-9,881)",350670,"(+/-11,424)",404570,"(+/-13,860)",350413,"(+/-11,173)",315247,"(+/-11,945)",450048,"(+/-9,870)",303358,"(+/-13,310)",372351,"(+/-12,688)",321870,"(+/-14,347)",392741,"(+/-13,157)",410438,"(+/-10,482)",469009,"(+/-9,777)",519478,"(+/-8,835)",535841,"(+/-6,069)",551220,"(+/-6,709)",544754,"(+/-6,917)",574281,"(+/-5,675)",528230,"(+/-7,043)",560518,"(+/-6,202)",534330,"(+/-7,254)",567176,"(+/-6,586)",614160,"(+/-7,540)"
People,"Place of Birth","Different state",55039,"(+/-3,987)",36788,"(+/-3,457)",46290,"(+/-3,609)",41006,"(+/-3,701)",43905,"(+/-3,538)",29010,"(+/-2,648)",81857,"(+/-4,473)",76575,"(+/-3,565)",81758,"(+/-5,973)",157476,"(+/-8,101)",37069,"(+/-3,476)",207353,"(+/-9,587)",96153,"(+/-6,538)",37790,"(+/-3,179)",34531,"(+/-2,903)",78024,"(+/-4,791)",86781,"(+/-4,946)",105753,"(+/-5,354)",116648,"(+/-4,943)",103278,"(+/-4,625)",133430,"(+/-4,952)",93153,"(+/-5,121)",143236,"(+/-5,751)",95095,"(+/-4,161)",101896,"(+/-4,849)",76238,"(+/-4,531)",73984,"(+/-4,898)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",11539,"(+/-2,452)",15863,"(+/-2,614)",8513,"(+/-1,725)",11056,"(+/-2,153)",19091,"(+/-3,140)",14823,"(+/-2,981)",42116,"(+/-4,061)",27282,"(+/-3,023)",19811,"(+/-2,463)",21338,"(+/-3,552)",15448,"(+/-2,136)",19633,"(+/-2,914)",37635,"(+/-3,930)",30438,"(+/-3,490)",58648,"(+/-4,068)",29750,"(+/-3,756)",13991,"(+/-2,339)",19032,"(+/-3,257)",10529,"(+/-2,103)",8365,"(+/-1,497)",10037,"(+/-1,618)",9090,"(+/-1,709)",7557,"(+/-1,316)",9037,"(+/-1,516)",20227,"(+/-2,310)",13519,"(+/-1,889)",3830,(+/-749)
People,"Place of Birth","Foreign born",88594,"(+/-6,139)",134122,"(+/-6,937)",158670,"(+/-8,950)",164891,"(+/-7,213)",333812,"(+/-13,911)",387530,"(+/-13,185)",278649,"(+/-11,447)",261368,"(+/-9,826)",307243,"(+/-10,375)",234262,"(+/-9,508)",218868,"(+/-9,703)",203602,"(+/-9,067)",284295,"(+/-11,053)",330592,"(+/-14,259)",276630,"(+/-11,999)",230511,"(+/-10,111)",172770,"(+/-7,361)",76005,"(+/-4,670)",42026,"(+/-3,647)",64353,"(+/-4,081)",22621,"(+/-2,053)",34867,"(+/-2,665)",29349,"(+/-2,145)",44309,"(+/-3,463)",66503,"(+/-4,683)",57825,"(+/-4,244)",25820,"(+/-2,838)"
People,Ancestry,"Total population",726589,"(+/-3,988)",721038,"(+/-9,281)",721764,"(+/-11,133)",723380,"(+/-11,274)",779896,"(+/-20,204)",744562,"(+/-17,520)",753292,"(+/-16,647)",769795,"(+/-16,978)",759225,"(+/-17,488)",728323,"(+/-15,816)",721433,"(+/-9,998)",733946,"(+/-18,221)",790434,"(+/-17,876)",720690,"(+/-20,684)",762550,"(+/-18,083)",748723,"(+/-11,145)",742551,"(+/-5,411)",720268,"(+/-6,758)",705044,"(+/-5,970)",727216,"(+/-5,500)",710842,"(+/-4,410)",711391,"(+/-3,308)",708372,"(+/-3,597)",708959,"(+/-2,945)",722956,"(+/-2,856)",714758,"(+/-4,100)",717794,"(+/-5,567)"
People,Ancestry,American,41738,"(+/-7,482)",20389,"(+/-3,893)",40772,"(+/-5,165)",28819,"(+/-3,968)",20325,"(+/-2,922)",30303,"(+/-3,886)",24653,"(+/-3,933)",37881,"(+/-4,191)",39611,"(+/-5,900)",65537,"(+/-7,539)",51136,"(+/-5,440)",52481,"(+/-9,655)",21900,"(+/-3,631)",34627,"(+/-4,268)",17923,"(+/-3,649)",32844,"(+/-4,547)",45202,"(+/-6,444)",87707,"(+/-6,668)",37598,"(+/-3,791)",34248,"(+/-3,820)",58110,"(+/-4,344)",86427,"(+/-7,133)",58229,"(+/-5,477)",26335,"(+/-3,080)",31379,"(+/-4,528)",19751,"(+/-3,049)",50344,"(+/-4,624)"
People,Ancestry,Arab,3292,"(+/-1,987)",3390,"(+/-1,567)",4143,"(+/-1,274)",5104,"(+/-2,686)",2229,"(+/-1,257)",8892,"(+/-3,206)",5628,"(+/-1,739)",6232,"(+/-3,036)",9320,"(+/-2,791)",13510,"(+/-3,577)",27558,"(+/-6,336)",8059,"(+/-2,184)",5842,"(+/-3,467)",10019,"(+/-3,042)",3906,"(+/-2,348)",9187,"(+/-3,161)",6071,"(+/-2,432)",6445,"(+/-3,367)",2649,"(+/-1,796)",2774,"(+/-1,131)",2947,"(+/-1,065)",5670,"(+/-2,017)",2416,"(+/-1,093)",4797,"(+/-2,009)",4568,"(+/-1,481)",7736,"(+/-2,079)",3465,"(+/-1,960)"
People,Ancestry,Czech,2707,(+/-792),2351,(+/-818),2941,(+/-769),2364,(+/-998),351,(+/-305),1597,(+/-842),921,(+/-391),444,(+/-267),863,(+/-432),3185,"(+/-1,523)",453,(+/-287),2802,"(+/-1,140)",274,(+/-205),972,(+/-446),0,(+/-190),1351,(+/-568),2647,(+/-977),3301,"(+/-1,092)",2070,(+/-587),2493,"(+/-1,198)",2779,"(+/-1,121)",2619,(+/-781),2767,"(+/-1,040)",1125,(+/-356),1501,(+/-650),1001,(+/-527),1307,(+/-571)
People,Ancestry,Danish,1013,(+/-438),1267,(+/-633),1244,(+/-575),420,(+/-230),150,(+/-139),200,(+/-151),543,(+/-310),331,(+/-239),542,(+/-650),1503,(+/-948),812,(+/-364),2328,(+/-904),831,(+/-550),446,(+/-307),0,(+/-190),885,(+/-545),1315,(+/-679),1127,(+/-589),2426,(+/-750),3760,"(+/-1,785)",1748,(+/-777),1110,(+/-406),3763,"(+/-1,065)",1358,(+/-520),1674,(+/-702),543,(+/-364),1260,(+/-443)
People,Ancestry,Dutch,5971,"(+/-1,469)",4217,(+/-891),3148,"(+/-1,048)",1644,(+/-620),858,(+/-554),505,(+/-313),3066,"(+/-1,169)",1476,(+/-593),2080,(+/-905),4453,"(+/-2,035)",2115,(+/-990),3094,(+/-888),1850,(+/-866),754,(+/-457),306,(+/-329),2309,(+/-758),5034,"(+/-1,291)",10240,"(+/-1,808)",31387,"(+/-3,430)",19761,"(+/-2,858)",15923,"(+/-2,124)",17048,"(+/-2,334)",19983,"(+/-2,471)",24929,"(+/-2,555)",17315,"(+/-2,657)",4387,"(+/-1,142)",15755,"(+/-2,245)"
People,Ancestry,English,35702,"(+/-4,236)",20460,"(+/-2,656)",22551,"(+/-2,752)",15357,"(+/-1,962)",2473,(+/-779),6059,"(+/-1,248)",12371,"(+/-1,979)",6872,"(+/-1,527)",13072,"(+/-2,004)",27685,"(+/-3,944)",10753,"(+/-2,108)",36402,"(+/-5,025)",10950,"(+/-2,271)",5745,"(+/-1,544)",2032,(+/-799),12843,"(+/-1,988)",25394,"(+/-3,120)",36369,"(+/-3,140)",63687,"(+/-4,366)",57295,"(+/-4,323)",81774,"(+/-4,959)",81377,"(+/-5,130)",93613,"(+/-5,784)",76748,"(+/-3,882)",65966,"(+/-4,566)",44169,"(+/-4,180)",83326,"(+/-5,779)"
People,Ancestry,"French (except Basque)",8023,"(+/-1,616)",8606,"(+/-2,037)",6294,"(+/-1,143)",6734,"(+/-2,667)",1493,(+/-652),2694,(+/-901),5900,"(+/-1,424)",3307,(+/-904),3864,(+/-977),13147,"(+/-2,268)",2991,(+/-951),18969,"(+/-3,335)",7737,"(+/-2,144)",3701,"(+/-1,293)",1195,(+/-518),6300,"(+/-1,452)",6806,"(+/-1,542)",14091,"(+/-2,826)",26737,"(+/-3,332)",39879,"(+/-3,980)",82481,"(+/-5,233)",27242,"(+/-3,104)",18394,"(+/-2,179)",33983,"(+/-4,260)",21738,"(+/-2,972)",12855,"(+/-2,167)",19914,"(+/-2,259)"
People,Ancestry,"French Canadian",3478,"(+/-1,338)",1582,(+/-863),2161,(+/-766),1044,(+/-538),167,(+/-145),988,(+/-602),1531,(+/-693),485,(+/-250),651,(+/-312),2154,(+/-995),693,(+/-367),2002,(+/-678),534,(+/-298),491,(+/-250),45,(+/-76),1250,(+/-566),3386,"(+/-1,351)",2897,(+/-618),8885,"(+/-1,640)",14553,"(+/-2,755)",31753,"(+/-3,046)",8733,"(+/-1,506)",4467,(+/-836),13697,"(+/-2,480)",6402,"(+/-1,535)",5996,"(+/-1,727)",7142,"(+/-1,317)"
People,Ancestry,German,118094,"(+/-7,874)",92673,"(+/-5,778)",66008,"(+/-4,718)",53865,"(+/-4,822)",9037,"(+/-1,549)",21255,"(+/-2,157)",21850,"(+/-2,364)",11268,"(+/-1,666)",17718,"(+/-2,212)",45583,"(+/-5,618)",24932,"(+/-2,971)",52803,"(+/-5,362)",18386,"(+/-2,585)",15560,"(+/-2,490)",1760,(+/-624),28152,"(+/-3,132)",47957,"(+/-4,169)",79819,"(+/-5,096)",140807,"(+/-5,856)",107056,"(+/-7,898)",88534,"(+/-5,115)",110297,"(+/-5,545)",142202,"(+/-5,870)",125286,"(+/-5,938)",129014,"(+/-6,759)",147159,"(+/-7,886)",208927,"(+/-7,221)"
People,Ancestry,Greek,8887,"(+/-2,397)",6058,"(+/-1,543)",17041,"(+/-3,130)",9936,"(+/-2,736)",643,(+/-370),9764,"(+/-2,346)",2626,"(+/-1,036)",2011,"(+/-1,147)",1926,(+/-703),4218,"(+/-1,517)",10919,"(+/-2,297)",10840,"(+/-2,497)",3103,"(+/-1,303)",12309,"(+/-2,509)",77,(+/-87),7264,"(+/-2,992)",6306,"(+/-2,108)",4601,"(+/-1,343)",4439,"(+/-1,308)",5762,"(+/-1,886)",2735,"(+/-1,356)",1815,(+/-627),2726,(+/-835),3247,"(+/-1,066)",3759,"(+/-1,160)",2986,"(+/-1,653)",2876,"(+/-1,087)"
People,Ancestry,Hungarian,4826,"(+/-1,275)",5474,"(+/-1,804)",7252,"(+/-1,189)",7226,"(+/-2,299)",1133,(+/-648),3434,"(+/-1,254)",15509,"(+/-3,835)",2440,(+/-841),3561,"(+/-1,324)",15623,"(+/-3,430)",1943,(+/-630),7425,"(+/-1,517)",1483,(+/-693),2224,(+/-952),48,(+/-94),4664,"(+/-1,336)",14889,"(+/-3,701)",9228,"(+/-2,391)",7406,"(+/-1,531)",2984,(+/-831),5056,"(+/-1,621)",2774,(+/-827),2907,"(+/-1,008)",2574,(+/-699),3179,"(+/-1,008)",7099,"(+/-1,450)",4750,"(+/-1,224)"
People,Ancestry,Irish,151258,"(+/-8,634)",133699,"(+/-6,218)",97209,"(+/-7,844)",94040,"(+/-6,139)",18413,"(+/-3,212)",27476,"(+/-3,323)",27087,"(+/-2,772)",17847,"(+/-2,781)",26012,"(+/-3,525)",44503,"(+/-4,636)",63084,"(+/-5,259)",69491,"(+/-6,540)",20072,"(+/-3,259)",21754,"(+/-2,607)",4909,"(+/-1,209)",61585,"(+/-4,554)",90901,"(+/-5,350)",119687,"(+/-6,874)",148667,"(+/-7,116)",151792,"(+/-7,722)",131802,"(+/-7,619)",116423,"(+/-7,072)",109069,"(+/-6,075)",152659,"(+/-7,788)",101063,"(+/-5,710)",105931,"(+/-5,944)",135694,"(+/-7,869)"
People,Ancestry,Italian,187579,"(+/-8,718)",176438,"(+/-7,641)",143719,"(+/-8,695)",132398,"(+/-8,121)",20336,"(+/-3,447)",44401,"(+/-4,111)",29813,"(+/-3,331)",30248,"(+/-3,257)",22633,"(+/-2,847)",53810,"(+/-4,381)",182964,"(+/-7,698)",70634,"(+/-7,529)",14217,"(+/-2,472)",44105,"(+/-3,999)",5015,"(+/-1,252)",76517,"(+/-5,885)",131723,"(+/-8,087)",139787,"(+/-7,780)",110472,"(+/-6,548)",130119,"(+/-7,569)",67613,"(+/-4,382)",92023,"(+/-5,372)",71934,"(+/-4,764)",111123,"(+/-5,930)",125138,"(+/-6,364)",108978,"(+/-5,916)",113244,"(+/-6,451)"
People,Ancestry,Lithuanian,3086,"(+/-1,058)",1398,(+/-643),2433,"(+/-1,164)",1270,(+/-541),389,(+/-315),1280,(+/-753),1438,(+/-530),735,(+/-430),745,(+/-523),3384,"(+/-2,357)",552,(+/-322),2555,(+/-892),793,(+/-522),325,(+/-253),0,(+/-190),1524,(+/-683),1373,(+/-642),1411,(+/-587),2305,"(+/-1,011)",3202,"(+/-1,212)",3622,"(+/-1,704)",1796,(+/-665),1396,(+/-584),1281,(+/-598),1782,(+/-685),719,(+/-501),973,(+/-400)
People,Ancestry,Norwegian,6381,"(+/-1,650)",6387,"(+/-1,660)",3747,"(+/-1,236)",1054,(+/-453),795,(+/-772),452,(+/-291),2284,(+/-770),770,(+/-420),1310,(+/-446),3481,"(+/-1,384)",5143,"(+/-1,357)",3846,"(+/-1,478)",1660,(+/-683),673,(+/-319),71,(+/-104),1735,(+/-809),1927,(+/-799),4958,"(+/-1,109)",6807,"(+/-1,362)",4503,"(+/-1,255)",4696,"(+/-1,750)",2453,(+/-769),3586,(+/-788),2044,(+/-566),2955,"(+/-1,014)",3136,"(+/-1,112)",2818,"(+/-1,089)"
People,Ancestry,Polish,43391,"(+/-4,787)",25219,"(+/-3,489)",42212,"(+/-3,838)",26029,"(+/-3,681)",6078,"(+/-1,697)",30927,"(+/-3,955)",21785,"(+/-3,538)",8121,"(+/-1,351)",15250,"(+/-2,507)",33983,"(+/-4,062)",23704,"(+/-3,758)",42207,"(+/-4,233)",9190,"(+/-2,034)",7774,"(+/-2,128)",1147,(+/-617),17735,"(+/-2,669)",28919,"(+/-3,646)",29395,"(+/-3,329)",34895,"(+/-3,242)",48429,"(+/-3,756)",27592,"(+/-3,038)",45415,"(+/-3,967)",42381,"(+/-4,222)",44925,"(+/-3,904)",36455,"(+/-3,901)",107667,"(+/-6,486)",96929,"(+/-5,686)"
People,Ancestry,Portuguese,2705,"(+/-1,060)",2853,"(+/-1,020)",1503,(+/-570),4330,"(+/-1,785)",667,(+/-490),698,(+/-308),367,(+/-284),855,(+/-539),820,(+/-449),1776,(+/-991),1262,(+/-723),1680,(+/-924),1392,"(+/-1,599)",669,(+/-577),169,(+/-150),3772,"(+/-1,298)",3454,"(+/-1,563)",2364,"(+/-1,105)",1695,(+/-606),2211,"(+/-1,442)",3278,"(+/-1,505)",539,(+/-248),649,(+/-410),2162,(+/-951),1564,(+/-703),615,(+/-427),791,(+/-577)
People,Ancestry,Russian,12561,"(+/-2,215)",9262,"(+/-1,921)",33665,"(+/-3,513)",21320,"(+/-2,758)",5290,"(+/-2,000)",30080,"(+/-5,247)",7648,"(+/-1,488)",25644,"(+/-4,269)",22467,"(+/-2,834)",33067,"(+/-4,071)",25964,"(+/-3,389)",38129,"(+/-3,882)",5137,"(+/-1,451)",5344,"(+/-1,467)",235,(+/-221),15867,"(+/-2,186)",25187,"(+/-3,120)",13351,"(+/-2,217)",13305,"(+/-2,277)",10827,"(+/-2,277)",4393,"(+/-1,154)",6106,"(+/-1,302)",4791,"(+/-1,182)",6349,"(+/-1,563)",7248,"(+/-1,982)",6706,"(+/-1,618)",3754,(+/-836)
People,Ancestry,Scotch-Irish,1480,(+/-641),2333,(+/-941),1714,(+/-493),1815,(+/-957),189,(+/-132),109,(+/-106),1445,(+/-623),811,(+/-518),1839,(+/-915),2737,"(+/-1,110)",790,(+/-391),3246,"(+/-1,366)",1146,(+/-741),711,(+/-564),35,(+/-58),1771,(+/-772),1342,(+/-490),3557,"(+/-1,055)",4446,"(+/-1,153)",4641,"(+/-1,227)",5608,"(+/-1,177)",4057,"(+/-1,074)",5498,"(+/-1,213)",4857,"(+/-1,271)",2242,(+/-665),3084,(+/-876),4700,"(+/-1,153)"
People,Ancestry,Scottish,6913,"(+/-1,999)",3740,(+/-729),4302,"(+/-1,035)",3888,"(+/-1,403)",892,(+/-841),1349,(+/-492),3913,(+/-959),2677,(+/-781),3928,(+/-913),8191,"(+/-1,880)",2347,(+/-826),9724,"(+/-1,817)",2959,"(+/-1,025)",1757,(+/-674),1169,(+/-865),4070,"(+/-1,212)",5934,"(+/-1,350)",9907,"(+/-1,739)",13389,"(+/-1,512)",12676,"(+/-2,042)",17919,"(+/-2,416)",12173,"(+/-1,555)",15754,"(+/-1,892)",12643,"(+/-1,670)",10986,"(+/-1,764)",10262,"(+/-2,422)",14935,"(+/-2,048)"
People,Ancestry,Slovak,1101,(+/-583),267,(+/-192),517,(+/-272),1206,(+/-637),161,(+/-223),960,(+/-586),794,(+/-611),359,(+/-364),399,(+/-355),1352,(+/-631),614,(+/-372),1442,(+/-608),564,(+/-355),315,(+/-208),79,(+/-95),679,(+/-380),1850,(+/-716),2038,(+/-972),1365,(+/-584),1511,(+/-714),1500,(+/-546),5875,"(+/-1,068)",899,(+/-353),797,(+/-304),503,(+/-291),784,(+/-386),693,(+/-353)
People,Ancestry,"Subsaharan African",3802,"(+/-1,700)",4508,"(+/-1,562)",1832,"(+/-1,189)",7277,"(+/-2,823)",21620,"(+/-4,645)",2201,(+/-830),5841,"(+/-1,862)",37326,"(+/-5,106)",31343,"(+/-4,015)",4747,"(+/-1,851)",7408,"(+/-1,920)",3837,"(+/-1,620)",26853,"(+/-5,136)",10155,"(+/-4,647)",50732,"(+/-6,705)",16219,"(+/-3,797)",5587,"(+/-1,357)",5627,"(+/-1,983)",2314,"(+/-1,076)",5132,"(+/-1,945)",1536,(+/-594),2155,"(+/-1,055)",834,(+/-490),4922,"(+/-1,763)",6260,"(+/-2,321)",7645,"(+/-2,788)",1878,(+/-580)
People,Ancestry,Swedish,8088,"(+/-2,095)",3892,(+/-905),3912,"(+/-1,187)",2493,(+/-966),188,(+/-216),621,(+/-327),2566,(+/-784),1692,(+/-632),1372,(+/-492),4466,"(+/-1,659)",1479,(+/-690),5374,"(+/-1,296)",1414,(+/-767),852,(+/-493),173,(+/-169),2161,(+/-690),4185,"(+/-1,370)",4946,"(+/-1,356)",8114,"(+/-2,194)",5295,"(+/-1,265)",4825,"(+/-1,360)",6156,"(+/-2,011)",23573,"(+/-1,901)",4171,"(+/-1,204)",4488,"(+/-1,215)",3294,(+/-877),7678,"(+/-1,888)"
People,Ancestry,Swiss,1596,(+/-662),708,(+/-322),1381,(+/-567),675,(+/-418),359,(+/-360),328,(+/-228),572,(+/-275),588,(+/-406),778,(+/-482),1897,"(+/-1,014)",143,(+/-157),4163,"(+/-2,047)",859,(+/-587),156,(+/-134),0,(+/-190),720,(+/-465),2108,(+/-923),1022,(+/-450),1553,(+/-503),1249,(+/-488),2109,(+/-758),2987,(+/-935),3797,"(+/-1,284)",2468,"(+/-1,125)",1817,(+/-949),1222,(+/-587),1285,(+/-427)
People,Ancestry,Ukrainian,4028,"(+/-1,199)",3115,"(+/-1,169)",2894,(+/-801),4093,"(+/-2,020)",728,(+/-374),6100,"(+/-1,680)",2961,"(+/-1,056)",11253,"(+/-2,627)",11899,"(+/-2,195)",9921,"(+/-2,338)",17609,"(+/-3,811)",5679,"(+/-1,704)",2121,(+/-958),1864,(+/-863),35,(+/-58),2764,"(+/-1,081)",5053,"(+/-1,605)",4017,"(+/-1,417)",6761,"(+/-1,530)",7255,"(+/-1,943)",3482,"(+/-1,182)",5400,"(+/-1,280)",4038,"(+/-1,084)",8267,"(+/-1,708)",11346,"(+/-2,551)",4437,"(+/-1,406)",3134,(+/-925)
People,Ancestry,Welsh,1086,(+/-485),421,(+/-313),1213,(+/-515),834,(+/-486),351,(+/-451),531,(+/-391),1303,(+/-531),466,(+/-253),962,(+/-501),2263,(+/-852),535,(+/-342),2284,(+/-826),933,(+/-484),424,(+/-207),41,(+/-68),511,(+/-364),1188,(+/-518),2215,(+/-827),4920,"(+/-1,216)",3791,"(+/-1,484)",7362,"(+/-1,432)",14013,"(+/-2,042)",8014,"(+/-1,171)",6127,"(+/-1,481)",3773,(+/-987),3924,"(+/-1,188)",4979,"(+/-1,239)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",6920,"(+/-2,426)",21159,"(+/-4,110)",5336,"(+/-2,054)",37986,"(+/-5,361)",142461,"(+/-9,554)",8794,"(+/-1,967)",14012,"(+/-2,587)",122310,"(+/-9,510)",178939,"(+/-9,343)",7905,"(+/-2,560)",8366,"(+/-2,228)",4565,"(+/-2,047)",27866,"(+/-4,900)",16803,"(+/-3,821)",24042,"(+/-4,302)",86761,"(+/-8,842)",32348,"(+/-4,423)",12656,"(+/-2,686)",5977,"(+/-1,557)",6543,"(+/-1,561)",2494,(+/-829),4326,"(+/-1,428)",1378,(+/-532),3286,"(+/-1,252)",10196,"(+/-2,452)",3899,"(+/-1,305)",1593,"(+/-1,147)"
People,"Veteran Status","Civilian population 18 years and over",572665,"(+/-6,971)",567213,"(+/-9,500)",566092,"(+/-10,672)",559445,"(+/-9,257)",604688,"(+/-13,863)",599378,"(+/-14,649)",572276,"(+/-12,425)",600297,"(+/-13,419)",589447,"(+/-13,107)",590324,"(+/-12,902)",565531,"(+/-7,617)",646350,"(+/-14,919)",625106,"(+/-13,947)",571497,"(+/-15,615)",549175,"(+/-13,113)",577647,"(+/-9,238)",561457,"(+/-5,649)",546066,"(+/-5,170)",569168,"(+/-4,362)",581495,"(+/-4,704)",551377,"(+/-3,504)",564594,"(+/-2,829)",564646,"(+/-2,866)",555774,"(+/-2,014)",570025,"(+/-2,051)",562926,"(+/-4,326)",574903,"(+/-5,302)"
People,"Veteran Status","Civilian veterans",35642,"(+/-2,762)",28600,"(+/-2,541)",25672,"(+/-1,887)",22972,"(+/-1,656)",14833,"(+/-1,715)",12751,"(+/-1,618)",9025,"(+/-1,352)",13600,"(+/-1,437)",11060,"(+/-1,504)",11010,"(+/-1,522)",22258,"(+/-1,997)",17026,"(+/-2,482)",12981,"(+/-2,071)",13406,"(+/-1,793)",9865,"(+/-1,529)",21009,"(+/-2,009)",22316,"(+/-1,991)",35746,"(+/-2,628)",43747,"(+/-2,263)",41208,"(+/-2,937)",56349,"(+/-2,827)",47757,"(+/-2,118)",51585,"(+/-2,179)",41832,"(+/-2,247)",36083,"(+/-2,382)",41449,"(+/-2,585)",48476,"(+/-3,129)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",716748,"(+/-4,843)",717370,"(+/-9,224)",714345,"(+/-11,228)",717511,"(+/-11,231)",773746,"(+/-20,474)",740424,"(+/-17,759)",748192,"(+/-16,481)",765688,"(+/-16,900)",756163,"(+/-17,607)",726801,"(+/-15,853)",716870,"(+/-10,088)",729805,"(+/-18,465)",784790,"(+/-17,912)",707399,"(+/-20,473)",759043,"(+/-17,886)",740155,"(+/-10,957)",734222,"(+/-5,626)",703865,"(+/-7,320)",689196,"(+/-6,324)",717648,"(+/-5,155)",678163,"(+/-5,046)",699212,"(+/-4,043)",695270,"(+/-3,946)",698900,"(+/-3,321)",715941,"(+/-3,237)",709533,"(+/-4,481)",699452,"(+/-6,180)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",79038,"(+/-4,961)",72055,"(+/-3,762)",57492,"(+/-3,188)",57555,"(+/-3,674)",75909,"(+/-4,537)",61369,"(+/-3,766)",69317,"(+/-4,653)",93894,"(+/-4,611)",72941,"(+/-4,650)",62022,"(+/-4,618)",71392,"(+/-3,570)",58045,"(+/-5,037)",96876,"(+/-5,513)",63783,"(+/-4,570)",110096,"(+/-5,457)",78873,"(+/-4,785)",67787,"(+/-4,018)",87076,"(+/-5,468)",97920,"(+/-3,668)",90494,"(+/-4,542)",102609,"(+/-4,666)",110640,"(+/-4,459)",100285,"(+/-4,544)",91786,"(+/-5,157)",101028,"(+/-4,461)",104006,"(+/-4,967)",88666,"(+/-4,422)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",153039,"(+/-6,294)",153692,"(+/-7,377)",154552,"(+/-6,389)",163459,"(+/-4,756)",174831,"(+/-8,769)",145036,"(+/-7,370)",180887,"(+/-7,931)",169062,"(+/-7,862)",169562,"(+/-7,741)",137946,"(+/-7,380)",155305,"(+/-4,130)",87376,"(+/-6,593)",165147,"(+/-7,786)",148926,"(+/-8,792)",212870,"(+/-8,039)",170530,"(+/-5,611)",179791,"(+/-3,668)",169164,"(+/-3,219)",134547,"(+/-3,242)",143558,"(+/-3,015)",148120,"(+/-2,752)",146117,"(+/-2,343)",142666,"(+/-2,033)",152287,"(+/-1,808)",152389,"(+/-1,461)",151021,"(+/-3,826)",142498,"(+/-4,305)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",7358,"(+/-2,351)",4659,"(+/-1,144)",3010,(+/-850),2685,(+/-696),6496,"(+/-1,529)",2971,(+/-844),4036,"(+/-1,127)",5018,"(+/-1,355)",4767,"(+/-1,017)",3299,(+/-854),3406,(+/-919),2486,"(+/-1,198)",6892,"(+/-1,466)",4543,"(+/-1,088)",12496,"(+/-2,103)",5751,"(+/-1,345)",4988,"(+/-1,444)",7032,"(+/-1,578)",7480,"(+/-1,418)",6724,"(+/-1,361)",9271,"(+/-1,696)",8565,"(+/-1,456)",7912,"(+/-1,485)",8125,"(+/-1,640)",10012,"(+/-1,431)",8629,"(+/-1,518)",6961,"(+/-1,632)"
