Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE"
Workers,"Class of Worker","Private wage and salary workers",368169,"(+/-8,103)",334270,"(+/-6,903)",265002,"(+/-6,624)",311465,"(+/-5,259)",262990,"(+/-6,300)",346920,"(+/-7,468)",337067,"(+/-7,014)"
Workers,"Class of Worker","Government workers",45282,"(+/-3,356)",64269,"(+/-3,910)",47507,"(+/-3,229)",51791,"(+/-3,292)",60400,"(+/-4,055)",45250,"(+/-3,245)",46076,"(+/-3,098)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",24990,"(+/-2,558)",29380,"(+/-2,646)",28457,"(+/-2,940)",24641,"(+/-2,401)",20128,"(+/-2,341)",21501,"(+/-2,486)",23869,"(+/-2,423)"
Workers,"Class of Worker","Unpaid family workers",519,(+/-421),532,(+/-267),1077,(+/-668),765,(+/-341),1134,(+/-655),1017,(+/-539),647,(+/-333)
Housing,"Housing Occupancy","Total housing units",356159,"(+/-2,418)",368921,"(+/-3,823)",361667,"(+/-2,616)",304984,"(+/-3,113)",320702,"(+/-2,242)",294152,"(+/-3,365)",302537,"(+/-2,574)"
Housing,"Housing Occupancy","Occupied housing units",336813,"(+/-3,393)",306176,"(+/-4,001)",284041,"(+/-4,243)",284522,"(+/-3,660)",289241,"(+/-3,196)",283137,"(+/-3,774)",290805,"(+/-3,226)"
Housing,"Housing Occupancy","Vacant housing units",19346,"(+/-2,933)",62745,"(+/-4,079)",77626,"(+/-3,976)",20462,"(+/-2,271)",31461,"(+/-3,011)",11015,"(+/-2,243)",11732,"(+/-2,265)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.8,(+/-0.4),0.8,(+/-0.3),2.6,(+/-0.6),0.9,(+/-0.3),1.8,(+/-0.6),0.6,(+/-0.3),0.8,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",3.9,(+/-0.9),3.5,(+/-1.2),8.9,(+/-1.6),3.6,(+/-1.1),4.9,(+/-1.3),3.3,(+/-1.1),3.2,(+/-1.0)
Housing,"Housing Tenure","Occupied housing units",336813,"(+/-3,393)",306176,"(+/-4,001)",284041,"(+/-4,243)",284522,"(+/-3,660)",289241,"(+/-3,196)",283137,"(+/-3,774)",290805,"(+/-3,226)"
Housing,"Housing Tenure",Owner-occupied,175514,"(+/-4,475)",202748,"(+/-4,029)",187983,"(+/-4,490)",201408,"(+/-3,541)",182689,"(+/-4,080)",186847,"(+/-4,049)",185429,"(+/-4,236)"
Housing,"Housing Tenure",Renter-occupied,161299,"(+/-3,900)",103428,"(+/-4,163)",96058,"(+/-4,194)",83114,"(+/-3,756)",106552,"(+/-4,054)",96290,"(+/-3,845)",105376,"(+/-3,864)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.48,(+/-0.05),2.56,(+/-0.04),2.54,(+/-0.05),2.75,(+/-0.04),2.63,(+/-0.04),2.86,(+/-0.05),2.7,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.18,(+/-0.05),2.34,(+/-0.07),2.53,(+/-0.08),2.6,(+/-0.08),2.45,(+/-0.06),2.65,(+/-0.07),2.54,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units",336813,"(+/-3,393)",306176,"(+/-4,001)",284041,"(+/-4,243)",284522,"(+/-3,660)",289241,"(+/-3,196)",283137,"(+/-3,774)",290805,"(+/-3,226)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",40245,"(+/-3,049)",25354,"(+/-2,107)",21610,"(+/-2,232)",22693,"(+/-2,612)",32049,"(+/-2,995)",24956,"(+/-2,592)",24643,"(+/-2,727)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",153163,"(+/-4,300)",128519,"(+/-4,219)",108436,"(+/-4,418)",111422,"(+/-4,078)",118842,"(+/-4,340)",117833,"(+/-4,311)",117460,"(+/-4,026)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",79049,"(+/-3,761)",83247,"(+/-3,912)",84833,"(+/-4,031)",90860,"(+/-3,698)",75085,"(+/-3,551)",80879,"(+/-3,421)",79279,"(+/-4,226)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",33963,"(+/-2,004)",42390,"(+/-2,553)",38314,"(+/-2,186)",34431,"(+/-2,199)",36237,"(+/-2,087)",37625,"(+/-2,274)",36281,"(+/-2,130)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",14752,"(+/-1,759)",16611,"(+/-1,751)",14994,"(+/-1,648)",12020,"(+/-1,227)",15051,"(+/-1,645)",13504,"(+/-1,464)",13704,"(+/-1,621)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",15641,"(+/-1,423)",10055,"(+/-1,204)",15854,"(+/-1,537)",13096,"(+/-1,423)",11977,"(+/-1,259)",8340,"(+/-1,003)",19438,"(+/-1,806)"
Housing,Value,"Owner-occupied units",175514,"(+/-4,475)",202748,"(+/-4,029)",187983,"(+/-4,490)",201408,"(+/-3,541)",182689,"(+/-4,080)",186847,"(+/-4,049)",185429,"(+/-4,236)"
Housing,Value,"Less than $50,000",2572,(+/-561),6724,"(+/-1,196)",12876,"(+/-1,875)",10624,"(+/-1,254)",6655,"(+/-1,032)",4574,(+/-912),8751,"(+/-1,372)"
Housing,Value,"$50,000 to $99,999",4763,"(+/-1,169)",3173,(+/-868),20119,"(+/-2,096)",12507,"(+/-1,157)",6679,"(+/-1,139)",3623,(+/-831),3807,(+/-990)
Housing,Value,"$100,000 to $149,999",10175,"(+/-1,468)",4781,(+/-946),26017,"(+/-2,317)",14392,"(+/-1,542)",20244,"(+/-1,829)",9323,"(+/-1,391)",8597,"(+/-1,214)"
Housing,Value,"$150,000 to $199,999",18511,"(+/-1,668)",12773,"(+/-1,868)",28951,"(+/-2,229)",23912,"(+/-1,891)",37723,"(+/-2,547)",19309,"(+/-1,894)",21005,"(+/-1,964)"
Housing,Value,"$200,000 to $299,999",45874,"(+/-2,894)",47642,"(+/-2,778)",40200,"(+/-2,678)",48746,"(+/-3,190)",53578,"(+/-2,854)",51711,"(+/-2,881)",64236,"(+/-3,326)"
Housing,Value,"$300,000 to $499,999",55660,"(+/-2,969)",70579,"(+/-2,862)",33566,"(+/-2,361)",62323,"(+/-3,193)",41547,"(+/-2,575)",70318,"(+/-3,231)",62387,"(+/-2,965)"
Housing,Value,"$500,000 to $999,999",29648,"(+/-2,162)",47462,"(+/-2,347)",19436,"(+/-2,154)",24478,"(+/-1,558)",14400,"(+/-1,696)",24349,"(+/-1,855)",15692,"(+/-1,418)"
Housing,Value,"$1,000,000 or more",8311,(+/-896),9614,"(+/-1,149)",6818,"(+/-1,357)",4426,(+/-813),1863,(+/-579),3640,(+/-629),954,(+/-341)
Housing,Value,"Median (dollars)",317600,"(+/-7,581)",361600,"(+/-6,655)",213700,"(+/-6,073)",279400,"(+/-5,091)",231600,"(+/-3,970)",310800,"(+/-5,569)",277900,"(+/-3,810)"
Housing,"Mortgage Status","Owner-occupied units",175514,"(+/-4,475)",202748,"(+/-4,029)",187983,"(+/-4,490)",201408,"(+/-3,541)",182689,"(+/-4,080)",186847,"(+/-4,049)",185429,"(+/-4,236)"
Housing,"Mortgage Status","Housing units with a mortgage",130710,"(+/-4,192)",144849,"(+/-4,298)",115623,"(+/-3,987)",149389,"(+/-3,591)",132518,"(+/-4,040)",145301,"(+/-4,173)",135359,"(+/-4,129)"
Housing,"Mortgage Status","Housing units without a mortgage",44804,"(+/-2,636)",57899,"(+/-3,019)",72360,"(+/-2,925)",52019,"(+/-2,720)",50171,"(+/-2,458)",41546,"(+/-2,405)",50070,"(+/-2,548)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",130710,"(+/-4,192)",144849,"(+/-4,298)",115623,"(+/-3,987)",149389,"(+/-3,591)",132518,"(+/-4,040)",145301,"(+/-4,173)",135359,"(+/-4,129)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1338,(+/-456),1188,(+/-403),2595,(+/-765),1828,(+/-596),1776,(+/-600),1365,(+/-473),1202,(+/-440)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",17820,"(+/-1,903)",14452,"(+/-1,741)",27481,"(+/-2,456)",20269,"(+/-1,721)",20325,"(+/-1,929)",14666,"(+/-1,512)",16744,"(+/-1,582)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",40325,"(+/-3,044)",35329,"(+/-2,356)",40923,"(+/-2,486)",44697,"(+/-2,470)",50911,"(+/-3,039)",42639,"(+/-3,086)",46204,"(+/-3,147)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",33444,"(+/-2,600)",40290,"(+/-2,995)",22233,"(+/-2,068)",36106,"(+/-2,313)",30587,"(+/-2,680)",41992,"(+/-2,842)",41063,"(+/-3,042)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",18769,"(+/-1,654)",24248,"(+/-1,987)",10214,"(+/-1,513)",22985,"(+/-1,745)",16071,"(+/-2,070)",22675,"(+/-1,862)",17630,"(+/-1,794)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",8606,"(+/-1,187)",12484,"(+/-1,534)",5327,"(+/-1,127)",11197,"(+/-1,295)",7046,"(+/-1,237)",11878,"(+/-1,313)",7723,"(+/-1,085)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",10408,"(+/-1,263)",16858,"(+/-1,796)",6850,"(+/-1,301)",12307,"(+/-1,458)",5802,"(+/-1,178)",10086,"(+/-1,098)",4793,(+/-909)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1577,(+/-31),1726,(+/-27),1333,(+/-28),1595,(+/-24),1428,(+/-27),1656,(+/-29),1535,(+/-25)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",44804,"(+/-2,636)",57899,"(+/-3,019)",72360,"(+/-2,925)",52019,"(+/-2,720)",50171,"(+/-2,458)",41546,"(+/-2,405)",50070,"(+/-2,548)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",5323,"(+/-1,076)",5004,(+/-943),15739,"(+/-1,633)",6704,(+/-799),8061,"(+/-1,144)",3308,(+/-892),4204,(+/-977)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",14797,"(+/-1,635)",15084,"(+/-1,596)",26654,"(+/-2,310)",16748,"(+/-1,787)",18292,"(+/-1,681)",9515,"(+/-1,273)",16362,"(+/-1,679)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",12815,"(+/-1,428)",19653,"(+/-1,775)",19806,"(+/-2,044)",16466,"(+/-1,460)",16556,"(+/-1,724)",15772,"(+/-1,521)",18285,"(+/-1,767)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",5720,"(+/-1,029)",10891,"(+/-1,480)",6284,"(+/-1,175)",7532,"(+/-1,225)",5460,(+/-998),7439,"(+/-1,121)",6370,"(+/-1,048)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2120,(+/-609),4125,(+/-900),1817,(+/-642),2172,(+/-474),1205,(+/-480),3270,(+/-642),3406,(+/-953)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4029,(+/-713),3142,(+/-588),2060,(+/-570),2397,(+/-567),597,(+/-312),2242,(+/-427),1443,(+/-555)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",431,(+/-18),480,(+/-15),363,(+/-11),427,(+/-14),389,(+/-14),489,(+/-15),439,(+/-12)
Housing,"Gross Rent","Occupied units paying rent",158796,"(+/-3,903)",100150,"(+/-4,106)",90716,"(+/-3,978)",76966,"(+/-3,372)",103604,"(+/-4,067)",94401,"(+/-3,694)",103207,"(+/-3,623)"
Housing,"Gross Rent","Less than $500",14565,"(+/-2,065)",3225,(+/-909),13425,"(+/-1,900)",7650,"(+/-1,409)",5509,(+/-889),3444,(+/-931),3828,(+/-895)
Housing,"Gross Rent","$500 to $999",51036,"(+/-3,684)",25368,"(+/-2,309)",42935,"(+/-3,422)",29190,"(+/-2,226)",44176,"(+/-2,734)",24722,"(+/-2,189)",31668,"(+/-2,622)"
Housing,"Gross Rent","$1,000 to $1,499",54620,"(+/-3,531)",39113,"(+/-2,873)",23698,"(+/-2,840)",24852,"(+/-2,344)",34664,"(+/-3,037)",38417,"(+/-2,707)",43383,"(+/-2,871)"
Housing,"Gross Rent","$1,500 to $1,999",25135,"(+/-2,321)",20633,"(+/-2,176)",7346,"(+/-1,305)",10422,"(+/-1,960)",15385,"(+/-2,076)",18802,"(+/-2,010)",17474,"(+/-2,129)"
Housing,"Gross Rent","$2,000 to $2,499",8838,"(+/-1,412)",8013,"(+/-1,305)",2259,(+/-787),2710,(+/-674),2358,(+/-776),5732,"(+/-1,265)",4991,"(+/-1,147)"
Housing,"Gross Rent","$2,500 to $2,999",2631,(+/-759),1828,(+/-797),604,(+/-445),713,(+/-348),1242,(+/-711),1310,(+/-508),1123,(+/-646)
Housing,"Gross Rent","$3,000 or more",1971,(+/-858),1970,(+/-745),449,(+/-241),1429,(+/-640),270,(+/-257),1974,(+/-714),740,(+/-508)
Housing,"Gross Rent","Median (dollars)",1104,(+/-23),1252,(+/-30),862,(+/-28),1030,(+/-31),1030,(+/-36),1222,(+/-27),1184,(+/-29)
Housing,"Gross Rent","No rent paid",2503,(+/-895),3278,(+/-836),5342,"(+/-1,019)",6148,"(+/-1,229)",2948,(+/-646),1889,(+/-607),2169,(+/-594)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",336813,"(+/-3,393)",306176,"(+/-4,001)",284041,"(+/-4,243)",284522,"(+/-3,660)",289241,"(+/-3,196)",283137,"(+/-3,774)",290805,"(+/-3,226)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",23834,"(+/-2,474)",13781,"(+/-1,692)",20935,"(+/-1,944)",12576,"(+/-1,547)",14460,"(+/-2,005)",12815,"(+/-1,650)",11339,"(+/-1,498)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",14420,"(+/-2,070)",8790,"(+/-1,431)",15477,"(+/-1,754)",10337,"(+/-1,562)",11207,"(+/-1,480)",6129,"(+/-1,181)",9882,"(+/-1,666)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",27298,"(+/-2,783)",22040,"(+/-2,655)",34047,"(+/-2,503)",20129,"(+/-2,201)",27475,"(+/-2,502)",18135,"(+/-1,954)",23747,"(+/-2,264)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",29370,"(+/-3,111)",22827,"(+/-2,121)",30089,"(+/-2,594)",21709,"(+/-2,175)",30941,"(+/-3,062)",20260,"(+/-1,997)",22845,"(+/-2,517)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",44173,"(+/-3,002)",38788,"(+/-2,859)",41432,"(+/-2,875)",33951,"(+/-2,447)",38799,"(+/-2,907)",30876,"(+/-2,353)",45319,"(+/-3,223)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",59635,"(+/-3,833)",51513,"(+/-3,201)",52326,"(+/-3,851)",47197,"(+/-3,232)",55300,"(+/-3,429)",54245,"(+/-2,736)",58467,"(+/-3,496)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",41491,"(+/-3,186)",43184,"(+/-3,475)",34745,"(+/-2,781)",43980,"(+/-2,627)",36192,"(+/-2,768)",38781,"(+/-2,376)",40564,"(+/-2,413)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",52318,"(+/-3,208)",50955,"(+/-3,088)",35355,"(+/-2,488)",50885,"(+/-3,147)",46650,"(+/-3,523)",52463,"(+/-2,731)",45605,"(+/-2,547)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",19494,"(+/-1,942)",24891,"(+/-1,998)",9409,"(+/-1,329)",22967,"(+/-1,937)",15025,"(+/-1,686)",25656,"(+/-2,421)",18799,"(+/-1,786)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",24780,"(+/-1,922)",29407,"(+/-2,377)",10226,"(+/-1,586)",20791,"(+/-1,648)",13192,"(+/-1,863)",23777,"(+/-2,000)",14238,"(+/-1,524)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",60576,"(+/-1,660)",72468,"(+/-2,128)",50010,"(+/-1,869)",72390,"(+/-1,975)",58882,"(+/-2,131)",74430,"(+/-2,024)",62330,"(+/-1,304)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",87602,"(+/-2,560)",99086,"(+/-3,122)",67503,"(+/-2,008)",91997,"(+/-2,282)",76114,"(+/-2,166)",97479,"(+/-2,292)",80613,"(+/-1,759)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",796429,"(+/-5,191)",777459,"(+/-5,897)",729074,"(+/-4,032)",775207,"(+/-6,435)",729412,"(+/-3,690)",788573,"(+/-7,979)",771181,"(+/-6,596)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",712600,"(+/-6,746)",733491,"(+/-7,030)",646337,"(+/-7,220)",733445,"(+/-6,685)",675320,"(+/-5,238)",726205,"(+/-9,135)",707315,"(+/-8,161)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",519807,"(+/-11,289)",618778,"(+/-8,953)",437489,"(+/-9,215)",578194,"(+/-8,723)",511133,"(+/-8,388)",584036,"(+/-11,412)",528927,"(+/-10,553)"
Socioeconomic,"Health Insurance Coverage","With public coverage",257050,"(+/-9,608)",192801,"(+/-6,676)",302797,"(+/-8,953)",234372,"(+/-7,898)",262222,"(+/-7,488)",217362,"(+/-8,513)",252793,"(+/-10,960)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",83829,"(+/-6,066)",43968,"(+/-4,948)",82737,"(+/-5,729)",41762,"(+/-4,404)",54092,"(+/-4,438)",62368,"(+/-5,802)",63866,"(+/-5,389)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",164626,"(+/-2,503)",153852,"(+/-3,913)",163514,"(+/-2,244)",204382,"(+/-3,715)",182559,"(+/-1,313)",203849,"(+/-4,425)",182018,"(+/-4,176)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6548,"(+/-1,800)",5272,"(+/-2,037)",12993,"(+/-2,856)",5632,"(+/-1,408)",6397,"(+/-1,443)",9103,"(+/-2,309)",6478,"(+/-1,794)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",10,(+/-1.2),4.2,(+/-0.7),11.2,(+/-1.1),6.3,(+/-0.8),7.8,(+/-1.0),6.1,(+/-1.0),8,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",15.7,(+/-2.0),6.4,(+/-1.2),19.1,(+/-2.1),8.9,(+/-1.2),13.1,(+/-1.8),9.1,(+/-1.6),13.4,(+/-2.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",10.1,(+/-3.9),5.8,(+/-3.0),23.5,(+/-6.2),10.1,(+/-3.5),15,(+/-4.1),11.3,(+/-4.6),12.3,(+/-4.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.1,(+/-1.1),2.6,(+/-0.6),5.8,(+/-0.9),3.1,(+/-0.6),3.4,(+/-0.7),4,(+/-0.9),4.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.8,(+/-1.8),3.3,(+/-1.1),9,(+/-1.8),3.6,(+/-0.9),4.7,(+/-1.3),5.3,(+/-1.5),8.1,(+/-2.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2,(+/-2.0),0,(+/-1.4),4.4,(+/-2.8),2.4,(+/-1.7),4.4,(+/-3.4),5.5,(+/-3.3),8.6,(+/-4.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",27.4,(+/-3.8),13.8,(+/-3.4),36.1,(+/-4.7),26.2,(+/-3.9),29.9,(+/-5.1),18.9,(+/-4.0),19.9,(+/-3.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.6,(+/-5.2),19.1,(+/-4.9),50.3,(+/-6.9),32.7,(+/-5.2),39.5,(+/-6.4),25.2,(+/-5.5),27.8,(+/-5.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",35.4,(+/-13.1),24.9,(+/-14.8),73.6,(+/-10.5),41,(+/-13.9),43.2,(+/-14.5),37.6,(+/-17.5),28.6,(+/-13.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",14.6,(+/-1.1),10.7,(+/-0.8),15.3,(+/-1.0),9.6,(+/-0.8),10.7,(+/-1.0),8.4,(+/-1.0),11.3,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.6,(+/-2.8),7.9,(+/-1.5),20.7,(+/-2.4),12.1,(+/-1.7),15,(+/-2.3),10.5,(+/-1.9),16.3,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",21.4,(+/-2.8),7.5,(+/-1.5),20.2,(+/-2.4),11.5,(+/-1.7),14.5,(+/-2.3),10.2,(+/-1.9),16.1,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20,(+/-4.1),9.3,(+/-3.0),22,(+/-3.6),13.8,(+/-2.8),17.7,(+/-3.8),14.8,(+/-3.5),18.8,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.1,(+/-3.1),6.9,(+/-1.4),19.6,(+/-2.8),10.7,(+/-1.8),13.3,(+/-2.2),8.6,(+/-1.9),15.1,(+/-2.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.7,(+/-0.9),11.4,(+/-0.8),13.8,(+/-0.9),8.8,(+/-0.7),9.4,(+/-0.8),7.6,(+/-0.8),9.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.7,(+/-1.5),4.5,(+/-1.2),8.6,(+/-1.2),7.2,(+/-1.2),6.2,(+/-1.3),5.9,(+/-1.2),5.3,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.4,(+/-1.5),4.9,(+/-0.9),12.4,(+/-1.2),7.1,(+/-0.9),8.3,(+/-1.1),6.6,(+/-1.1),9.4,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.5,(+/-1.3),26.7,(+/-2.0),25.3,(+/-2.1),24.3,(+/-2.1),22.3,(+/-2.5),17.2,(+/-1.7),18.3,(+/-1.7)
Education,"School Enrollment","Population 3 years and over enrolled in school",181484,"(+/-5,356)",219522,"(+/-6,163)",173981,"(+/-4,465)",211818,"(+/-5,301)",207100,"(+/-4,824)",215046,"(+/-5,671)",186478,"(+/-6,139)"
Education,"School Enrollment","Nursery school, preschool",13027,"(+/-1,827)",10895,"(+/-1,284)",11002,"(+/-1,609)",14238,"(+/-1,707)",12104,"(+/-1,763)",12828,"(+/-1,689)",12204,"(+/-1,612)"
Education,"School Enrollment",Kindergarten,9781,"(+/-1,512)",10008,"(+/-1,310)",6857,"(+/-1,097)",13017,"(+/-1,546)",9329,"(+/-1,574)",11051,"(+/-1,824)",8925,"(+/-1,583)"
Education,"School Enrollment","Elementary school (grades 1-8)",72678,"(+/-2,609)",72502,"(+/-2,626)",78932,"(+/-2,557)",94035,"(+/-3,187)",79571,"(+/-2,447)",94232,"(+/-3,431)",79800,"(+/-3,405)"
Education,"School Enrollment","High school (grades 9-12)",28458,"(+/-2,149)",35890,"(+/-1,978)",36320,"(+/-2,252)",46740,"(+/-2,324)",43246,"(+/-1,848)",49038,"(+/-2,735)",39976,"(+/-2,743)"
Education,"School Enrollment","College or graduate school",57540,"(+/-3,970)",90227,"(+/-5,230)",40870,"(+/-3,457)",43788,"(+/-3,404)",62850,"(+/-4,135)",47897,"(+/-4,105)",45573,"(+/-3,294)"
Education,"Educational Attainment","Population 25 years and over",571021,"(+/-3,715)",523544,"(+/-4,625)",507664,"(+/-3,683)",516688,"(+/-4,458)",502867,"(+/-2,154)",523869,"(+/-5,209)",526200,"(+/-4,959)"
Education,"Educational Attainment","Less than 9th grade",36471,"(+/-3,473)",6941,"(+/-1,697)",19989,"(+/-2,733)",18142,"(+/-2,185)",7635,"(+/-1,489)",19615,"(+/-2,638)",26780,"(+/-2,893)"
Education,"Educational Attainment","9th to 12th grade, no diploma",36603,"(+/-4,224)",11769,"(+/-1,901)",32302,"(+/-3,249)",30001,"(+/-2,782)",21285,"(+/-2,464)",21380,"(+/-2,993)",34940,"(+/-3,763)"
Education,"Educational Attainment","High school graduate (includes equivalency)",97524,"(+/-4,909)",83817,"(+/-4,852)",136147,"(+/-4,714)",121934,"(+/-4,659)",118834,"(+/-4,950)",102814,"(+/-4,598)",135914,"(+/-5,572)"
Education,"Educational Attainment","Some college, no degree",102828,"(+/-4,686)",95227,"(+/-5,177)",124944,"(+/-4,475)",124026,"(+/-5,148)",125189,"(+/-5,528)",117827,"(+/-5,327)",118996,"(+/-4,950)"
Education,"Educational Attainment","Associate's degree",31058,"(+/-2,591)",39756,"(+/-2,848)",40835,"(+/-2,813)",47080,"(+/-3,138)",55079,"(+/-4,171)",46774,"(+/-2,642)",40621,"(+/-2,890)"
Education,"Educational Attainment","Bachelor's degree",163525,"(+/-5,127)",169464,"(+/-5,542)",103269,"(+/-5,096)",114603,"(+/-3,907)",108597,"(+/-4,510)",139864,"(+/-5,250)",109710,"(+/-4,337)"
Education,"Educational Attainment","Graduate or professional degree",103012,"(+/-4,878)",116570,"(+/-4,638)",50178,"(+/-3,830)",60902,"(+/-3,595)",66248,"(+/-3,983)",75595,"(+/-3,779)",59239,"(+/-3,735)"
Education,"Educational Attainment","Percent high school graduate or higher",87.2,(+/-0.8),96.4,(+/-0.5),89.7,(+/-0.8),90.7,(+/-0.6),94.2,(+/-0.6),92.2,(+/-0.7),88.3,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",46.7,(+/-1.0),54.6,(+/-1.2),30.2,(+/-1.1),34,(+/-1.0),34.8,(+/-1.1),41.1,(+/-1.1),32.1,(+/-1.0)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",485005,G,354047,G,247105,G,235841,G,246254,G,309840,G,264104,G
