Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",47437,"(+/-3,033)",51438,"(+/-3,982)",57076,"(+/-3,653)",46747,"(+/-3,067)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",27837,"(+/-2,253)",32337,"(+/-2,784)",30747,"(+/-2,739)",27766,"(+/-2,420)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",21075,"(+/-2,125)",32846,"(+/-2,954)",29087,"(+/-2,424)",23067,"(+/-2,237)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",5438,"(+/-1,002)",10297,"(+/-1,433)",8892,"(+/-1,462)",4262,(+/-923)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",4854,(+/-909),12324,"(+/-1,659)",11793,"(+/-1,244)",5073,"(+/-1,136)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",36882,"(+/-1,129)",47118,"(+/-1,641)",46740,"(+/-1,129)",37728,"(+/-1,148)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",51803,"(+/-1,312)",66265,"(+/-2,092)",65318,"(+/-1,801)",53036,"(+/-1,932)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",698257,"(+/-2,977)",750743,"(+/-2,716)",776347,"(+/-4,286)",698960,"(+/-4,871)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",638412,"(+/-5,138)",681784,"(+/-5,959)",699130,"(+/-7,821)",627434,"(+/-6,634)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",393088,"(+/-9,268)",491468,"(+/-10,693)",512279,"(+/-10,635)",396205,"(+/-8,347)"
Socioeconomic,"Health Insurance Coverage","With public coverage",340035,"(+/-8,872)",284471,"(+/-8,805)",275565,"(+/-8,638)",330726,"(+/-6,802)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",59845,"(+/-4,595)",68959,"(+/-6,050)",77217,"(+/-6,445)",71526,"(+/-5,578)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",167277,"(+/-1,513)",179123,"(+/-1,176)",195698,"(+/-1,783)",161603,"(+/-2,011)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",7663,"(+/-2,104)",9654,"(+/-2,532)",9244,"(+/-2,252)",7993,"(+/-1,660)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",14.6,(+/-1.3),12.4,(+/-1.4),12.2,(+/-1.4),15.8,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",25.7,(+/-2.6),19.3,(+/-2.7),18.4,(+/-2.6),25.4,(+/-2.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",31.7,(+/-5.9),17.8,(+/-6.1),22.5,(+/-5.8),29,(+/-5.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6.5,(+/-1.0),6,(+/-1.1),7.1,(+/-1.1),8,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.1,(+/-2.3),8.9,(+/-2.2),9.6,(+/-2.1),12,(+/-2.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.6,(+/-5.5),5.7,(+/-4.3),8.3,(+/-5.2),12.6,(+/-6.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",37.6,(+/-3.9),30.7,(+/-4.5),35.1,(+/-4.6),42.2,(+/-4.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",48.7,(+/-4.7),37,(+/-5.8),47.7,(+/-6.2),52.8,(+/-5.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",57,(+/-10.8),41,(+/-14.0),65.3,(+/-12.9),58.9,(+/-12.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",20.5,(+/-1.4),17.9,(+/-1.5),16.6,(+/-1.2),21.7,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",31.9,(+/-3.0),24.9,(+/-3.3),22.7,(+/-2.6),30.5,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",31.5,(+/-3.0),24.5,(+/-3.3),22.3,(+/-2.6),29.9,(+/-2.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",40.2,(+/-4.5),26.5,(+/-4.9),26.5,(+/-3.9),36.5,(+/-3.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",28.5,(+/-3.2),23.7,(+/-3.4),20.7,(+/-3.1),27.6,(+/-2.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",17,(+/-1.0),15.7,(+/-1.1),14.5,(+/-1.1),19,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.8,(+/-1.3),9.7,(+/-1.4),10.7,(+/-1.8),10.7,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",17.6,(+/-1.6),14.5,(+/-1.7),13.8,(+/-1.4),18.4,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",34.2,(+/-1.9),31,(+/-2.6),29.3,(+/-2.2),36.9,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school",171893,"(+/-4,608)",194932,"(+/-5,130)",210055,"(+/-4,759)",165224,"(+/-3,932)"
Education,"School Enrollment","Nursery school, preschool",11504,"(+/-1,447)",14324,"(+/-1,955)",11973,"(+/-1,987)",9773,"(+/-1,548)"
Education,"School Enrollment",Kindergarten,10813,"(+/-1,350)",9333,"(+/-1,462)",10426,"(+/-1,758)",10195,"(+/-1,732)"
Education,"School Enrollment","Elementary school (grades 1-8)",74935,"(+/-2,629)",78918,"(+/-2,529)",87631,"(+/-3,256)",73405,"(+/-2,971)"
Education,"School Enrollment","High school (grades 9-12)",37418,"(+/-2,607)",36818,"(+/-2,340)",40958,"(+/-2,444)",37132,"(+/-2,202)"
Education,"School Enrollment","College or graduate school",37223,"(+/-3,241)",55539,"(+/-3,680)",59067,"(+/-3,590)",34719,"(+/-2,457)"
Education,"Educational Attainment","Population 25 years and over",494186,"(+/-3,358)",506004,"(+/-2,294)",503405,"(+/-3,216)",484224,"(+/-4,270)"
Education,"Educational Attainment","Less than 9th grade",26389,"(+/-1,948)",22268,"(+/-3,152)",31047,"(+/-2,747)",26241,"(+/-2,499)"
Education,"Educational Attainment","9th to 12th grade, no diploma",52766,"(+/-3,060)",37282,"(+/-3,693)",43249,"(+/-3,724)",50829,"(+/-3,475)"
Education,"Educational Attainment","High school graduate (includes equivalency)",191149,"(+/-6,043)",149246,"(+/-5,592)",151831,"(+/-5,830)",186226,"(+/-4,595)"
Education,"Educational Attainment","Some college, no degree",113854,"(+/-4,516)",113551,"(+/-4,264)",112721,"(+/-4,942)",110760,"(+/-4,811)"
Education,"Educational Attainment","Associate's degree",33997,"(+/-2,542)",36921,"(+/-3,400)",30964,"(+/-2,761)",33147,"(+/-2,733)"
Education,"Educational Attainment","Bachelor's degree",49193,"(+/-3,216)",91119,"(+/-4,934)",88615,"(+/-4,685)",50048,"(+/-3,194)"
Education,"Educational Attainment","Graduate or professional degree",26838,"(+/-2,128)",55617,"(+/-3,791)",44978,"(+/-4,014)",26973,"(+/-2,631)"
Education,"Educational Attainment","Percent high school graduate or higher",84,(+/-0.7),88.2,(+/-1.0),85.2,(+/-0.9),84.1,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",15.4,(+/-0.8),29,(+/-1.1),26.5,(+/-1.1),15.9,(+/-0.8)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",189011,G,292635,G,312589,G,188158,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1028,G,166,H,760,G,2804,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",649,G,3364,H,940,G,1479,G
Business,"Paid employees for pay period including March 12",Utilities,1184,H,2302,H,2398,H,1457,G
Business,"Paid employees for pay period including March 12",Construction,6833,G,14789,G,12925,G,8741,G
Business,"Paid employees for pay period including March 12",Manufacturing,37879,G,22040,G,50981,G,44587,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9001,G,15264,G,13631,G,4863,G
Business,"Paid employees for pay period including March 12","Retail trade",31709,G,41399,G,41167,G,28948,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8047,G,12474,G,24155,H,7718,G
Business,"Paid employees for pay period including March 12",Information,6355,H,11830,G,4744,G,1671,H
Business,"Paid employees for pay period including March 12","Finance and insurance",5742,G,15534,G,8616,G,6006,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",1994,G,4403,G,3860,G,2182,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",3826,G,13907,G,14198,G,4433,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1823,G,4379,G,28767,H,3006,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6227,G,16762,G,13395,G,7865,G
Business,"Paid employees for pay period including March 12","Educational services",2143,G,7733,G,3365,G,2365,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",37509,G,57105,G,41945,G,31792,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1517,G,3033,H,2527,G,2308,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",18634,G,31110,G,32896,G,18264,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",6855,G,14993,G,11288,G,7607,G
Business,"Paid employees for pay period including March 12","Industries not classified",56,J,48,H,31,J,62,J
Business,"Annual payroll ($1,000)","Total for all sectors",6257215,G,12148700,G,14079540,G,6417038,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",50623,G,5167,G,20659,G,114028,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",26722,G,238333,H,53662,G,78617,G
Business,"Annual payroll ($1,000)",Utilities,81817,H,214598,G,212065,H,117869,G
Business,"Annual payroll ($1,000)",Construction,269726,G,737741,G,589994,G,366093,G
Business,"Annual payroll ($1,000)",Manufacturing,1654398,G,1057383,G,2046012,G,1986456,G
Business,"Annual payroll ($1,000)","Wholesale trade",418893,G,870583,G,796284,G,215045,G
Business,"Annual payroll ($1,000)","Retail trade",762212,G,1080897,G,1034515,G,676346,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",333538,G,553594,G,1141663,H,299291,G
Business,"Annual payroll ($1,000)",Information,129588,G,825304,G,289563,G,71396,G
Business,"Annual payroll ($1,000)","Finance and insurance",273940,G,1106022,G,453493,G,260477,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",55204,G,173214,G,146676,G,67586,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",144433,G,785486,G,906053,G,179245,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",91118,G,273121,G,3248755,H,187057,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",147847,G,411615,G,382753,G,206349,G
Business,"Annual payroll ($1,000)","Educational services",45781,G,187965,G,68487,G,48946,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1357953,G,2678315,G,1870974,G,1085969,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",30829,G,59814,G,55164,G,45478,H
Business,"Annual payroll ($1,000)","Accommodation and food services",239252,G,468823,G,482681,G,249865,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",142514,G,420059,G,279454,G,160010,G
Business,"Annual payroll ($1,000)","Industries not classified",827,G,666,G,633,H,915,G
Business,"Total Establishments","Total for all sectors",13851,X,18804,X,18347,X,13836,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",193,X,25,X,32,X,389,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",49,X,106,X,66,X,160,X
Business,"Total Establishments",Utilities,88,X,70,X,59,X,110,X
Business,"Total Establishments",Construction,1001,X,1568,X,1513,X,1111,X
Business,"Total Establishments",Manufacturing,630,X,564,X,728,X,683,X
Business,"Total Establishments","Wholesale trade",728,X,1033,X,1044,X,535,X
Business,"Total Establishments","Retail trade",2692,X,2885,X,2767,X,2560,X
Business,"Total Establishments","Transportation and warehousing",667,X,550,X,568,X,572,X
Business,"Total Establishments",Information,208,X,312,X,290,X,185,X
Business,"Total Establishments","Finance and insurance",877,X,1375,X,1102,X,906,X
Business,"Total Establishments","Real estate and rental and leasing",565,X,911,X,895,X,556,X
Business,"Total Establishments","Professional, scientific, and technical services",896,X,2145,X,1996,X,857,X
Business,"Total Establishments","Management of companies and enterprises",68,X,141,X,806,X,68,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",429,X,887,X,805,X,440,X
Business,"Total Establishments","Educational services",95,X,233,X,184,X,101,X
Business,"Total Establishments","Health care and social assistance",1821,X,2260,X,1943,X,1583,X
Business,"Total Establishments","Arts, entertainment, and recreation",184,X,212,X,240,X,168,X
Business,"Total Establishments","Accommodation and food services",1184,X,1547,X,1681,X,1187,X
Business,"Total Establishments","Other services (except public administration)",1445,X,1950,X,1587,X,1623,X
Business,"Total Establishments","Industries not classified",31,X,30,X,41,X,42,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
