Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE"
Workers,"Commuting to Work","Worked at home",14826,"(+/-1,754)",13730,"(+/-1,704)",9150,"(+/-1,501)",13649,"(+/-2,111)",27263,"(+/-3,191)",27338,"(+/-2,855)",12186,"(+/-2,178)",21177,"(+/-1,764)",20362,"(+/-2,368)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.9,(+/-0.6),22.8,(+/-0.5),25.1,(+/-0.6),24.7,(+/-1.0),27.7,(+/-0.7),24.8,(+/-0.6),27,(+/-0.7),27.9,(+/-0.6),22.1,(+/-0.4)
Workers,Occupation,"Civilian employed population 16 years and over",273151,"(+/-7,487)",295365,"(+/-7,817)",313990,"(+/-9,601)",258079,"(+/-6,698)",372155,"(+/-9,562)",363201,"(+/-10,631)",318211,"(+/-9,666)",331245,"(+/-8,381)",412113,"(+/-9,091)"
Workers,Occupation,"Management, business, science, and arts occupations",87712,"(+/-4,442)",113565,"(+/-4,393)",77683,"(+/-4,437)",75762,"(+/-4,647)",152164,"(+/-5,589)",160178,"(+/-6,228)",65642,"(+/-4,539)",118132,"(+/-4,498)",165445,"(+/-6,579)"
Workers,Occupation,"Service occupations",63327,"(+/-3,966)",61861,"(+/-3,958)",70920,"(+/-4,418)",59441,"(+/-3,904)",60174,"(+/-5,274)",61243,"(+/-4,778)",75428,"(+/-4,808)",55688,"(+/-4,047)",74527,"(+/-5,410)"
Workers,Occupation,"Sales and office occupations",63941,"(+/-3,723)",73287,"(+/-4,260)",83634,"(+/-5,799)",65040,"(+/-4,730)",101549,"(+/-5,271)",95528,"(+/-5,135)",80927,"(+/-4,689)",99387,"(+/-5,876)",106994,"(+/-6,136)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",28231,"(+/-2,695)",23438,"(+/-2,780)",40051,"(+/-3,200)",26653,"(+/-3,311)",26531,"(+/-3,022)",21333,"(+/-3,159)",46145,"(+/-4,120)",27528,"(+/-2,779)",27840,"(+/-3,602)"
Workers,Occupation,"Production, transportation, and material moving occupations",29940,"(+/-3,487)",23214,"(+/-2,809)",41702,"(+/-3,443)",31183,"(+/-3,196)",31737,"(+/-2,553)",24919,"(+/-3,129)",50069,"(+/-4,251)",30510,"(+/-2,931)",37307,"(+/-3,499)"
Workers,Industry,"Civilian employed population 16 years and over",273151,"(+/-7,487)",295365,"(+/-7,817)",313990,"(+/-9,601)",258079,"(+/-6,698)",372155,"(+/-9,562)",363201,"(+/-10,631)",318211,"(+/-9,666)",331245,"(+/-8,381)",412113,"(+/-9,091)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",10553,"(+/-1,859)",3893,(+/-865),11180,"(+/-2,076)",7054,"(+/-2,066)",2126,(+/-731),1548,(+/-680),2185,(+/-947),1867,(+/-718),2669,(+/-996)
Workers,Industry,Construction,17012,"(+/-2,121)",19370,"(+/-2,783)",24409,"(+/-2,772)",15795,"(+/-2,252)",21407,"(+/-2,636)",16860,"(+/-2,301)",34772,"(+/-3,479)",22177,"(+/-2,158)",22003,"(+/-3,125)"
Workers,Industry,Manufacturing,19579,"(+/-3,151)",15822,"(+/-1,944)",17892,"(+/-2,405)",15898,"(+/-2,059)",37177,"(+/-3,189)",21392,"(+/-2,610)",28375,"(+/-3,305)",19949,"(+/-2,234)",31499,"(+/-3,063)"
Workers,Industry,"Wholesale trade",3674,"(+/-1,070)",4552,"(+/-1,093)",8110,"(+/-1,417)",5234,"(+/-1,508)",9289,"(+/-1,331)",9538,"(+/-2,113)",9770,"(+/-1,683)",9025,"(+/-1,656)",9826,"(+/-1,818)"
Workers,Industry,"Retail trade",32540,"(+/-3,165)",37574,"(+/-3,510)",41941,"(+/-3,244)",36725,"(+/-3,813)",46562,"(+/-3,780)",39494,"(+/-3,302)",39427,"(+/-3,409)",46165,"(+/-3,447)",47671,"(+/-3,906)"
Workers,Industry,"Transportation and warehousing, and utilities",12927,"(+/-1,689)",9816,"(+/-1,569)",19551,"(+/-2,854)",14152,"(+/-2,139)",19571,"(+/-2,159)",14655,"(+/-2,063)",17339,"(+/-2,131)",20140,"(+/-2,568)",19386,"(+/-2,608)"
Workers,Industry,Information,4079,(+/-960),4300,"(+/-1,097)",4164,"(+/-1,015)",3844,"(+/-1,039)",7307,"(+/-1,435)",9357,"(+/-1,643)",5212,"(+/-1,366)",6226,"(+/-1,295)",10431,"(+/-1,775)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",12613,"(+/-1,907)",15348,"(+/-1,876)",16842,"(+/-2,235)",14244,"(+/-2,412)",38650,"(+/-2,951)",46362,"(+/-4,195)",21445,"(+/-2,424)",34850,"(+/-3,263)",41817,"(+/-3,527)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",20903,"(+/-2,475)",39819,"(+/-3,106)",32701,"(+/-3,498)",23962,"(+/-3,203)",46419,"(+/-3,356)",55953,"(+/-4,061)",40031,"(+/-3,252)",36293,"(+/-3,208)",61314,"(+/-4,057)"
Workers,Industry,"Educational services, and health care and social assistance",68420,"(+/-3,801)",75330,"(+/-4,565)",64105,"(+/-4,148)",56387,"(+/-4,476)",78151,"(+/-4,838)",75668,"(+/-4,694)",54253,"(+/-3,773)",76584,"(+/-4,529)",87725,"(+/-5,405)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",35410,"(+/-3,751)",33398,"(+/-4,142)",37213,"(+/-3,801)",33298,"(+/-3,452)",32491,"(+/-3,810)",43759,"(+/-4,395)",37022,"(+/-3,647)",27047,"(+/-3,171)",49806,"(+/-4,705)"
Workers,Industry,"Other services, except public administration",10754,"(+/-1,879)",14032,"(+/-2,077)",13336,"(+/-2,103)",14910,"(+/-2,614)",18415,"(+/-2,672)",17123,"(+/-2,340)",17477,"(+/-2,514)",15148,"(+/-1,939)",17192,"(+/-2,075)"
Workers,Industry,"Public administration",24687,"(+/-2,410)",22111,"(+/-2,289)",22546,"(+/-3,040)",16576,"(+/-2,263)",14590,"(+/-1,863)",11492,"(+/-1,945)",10903,"(+/-1,662)",15774,"(+/-2,173)",10774,"(+/-1,433)"
Workers,"Class of Worker","Civilian employed population 16 years and over",273151,"(+/-7,487)",295365,"(+/-7,817)",313990,"(+/-9,601)",258079,"(+/-6,698)",372155,"(+/-9,562)",363201,"(+/-10,631)",318211,"(+/-9,666)",331245,"(+/-8,381)",412113,"(+/-9,091)"
Workers,"Class of Worker","Private wage and salary workers",192769,"(+/-7,271)",219960,"(+/-7,344)",242051,"(+/-9,791)",200977,"(+/-6,158)",309715,"(+/-9,385)",306873,"(+/-10,009)",268402,"(+/-8,978)",272215,"(+/-7,545)",343965,"(+/-8,280)"
Workers,"Class of Worker","Government workers",66323,"(+/-3,743)",57011,"(+/-4,220)",55608,"(+/-3,947)",39214,"(+/-3,667)",40506,"(+/-2,702)",31543,"(+/-3,101)",29733,"(+/-2,526)",38809,"(+/-3,176)",46566,"(+/-3,525)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",12821,"(+/-1,787)",17870,"(+/-2,247)",15977,"(+/-2,431)",17678,"(+/-3,012)",21041,"(+/-2,301)",23661,"(+/-3,239)",19795,"(+/-2,268)",19800,"(+/-2,186)",20859,"(+/-2,495)"
Workers,"Class of Worker","Unpaid family workers",1238,(+/-936),524,(+/-288),354,(+/-240),210,(+/-171),893,(+/-469),1124,(+/-614),281,(+/-233),421,(+/-317),723,(+/-430)
Housing,"Housing Occupancy","Total housing units",334469,"(+/-4,124)",346231,"(+/-4,575)",266948,"(+/-6,091)",389247,"(+/-4,696)",320753,"(+/-5,194)",352845,"(+/-6,302)",262919,"(+/-5,097)",316491,"(+/-5,335)",339270,"(+/-6,082)"
Housing,"Housing Occupancy","Occupied housing units",246360,"(+/-4,753)",300061,"(+/-4,806)",236952,"(+/-5,527)",291983,"(+/-5,596)",275268,"(+/-4,523)",303376,"(+/-5,351)",229608,"(+/-5,289)",276097,"(+/-4,649)",303303,"(+/-5,519)"
Housing,"Housing Occupancy","Vacant housing units",88109,"(+/-3,443)",46170,"(+/-4,217)",29996,"(+/-3,042)",97264,"(+/-5,804)",45485,"(+/-3,812)",49469,"(+/-4,302)",33311,"(+/-3,200)",40394,"(+/-3,808)",35967,"(+/-3,228)"
Housing,"Housing Occupancy","Homeowner vacancy rate",3,(+/-0.7),1.9,(+/-0.6),2,(+/-0.7),3.3,(+/-0.8),2,(+/-0.6),2.7,(+/-0.7),3,(+/-0.9),1.9,(+/-0.6),1.6,(+/-0.6)
Housing,"Housing Occupancy","Rental vacancy rate",7.8,(+/-1.7),9,(+/-1.5),6.5,(+/-1.3),7.1,(+/-1.5),7.9,(+/-1.8),7.9,(+/-1.6),8.4,(+/-1.2),7.2,(+/-1.7),7.2,(+/-1.1)
Housing,"Housing Tenure","Occupied housing units",246360,"(+/-4,753)",300061,"(+/-4,806)",236952,"(+/-5,527)",291983,"(+/-5,596)",275268,"(+/-4,523)",303376,"(+/-5,351)",229608,"(+/-5,289)",276097,"(+/-4,649)",303303,"(+/-5,519)"
Housing,"Housing Tenure",Owner-occupied,170778,"(+/-4,474)",181488,"(+/-4,351)",138871,"(+/-4,751)",210960,"(+/-5,348)",198823,"(+/-4,665)",189079,"(+/-4,850)",96125,"(+/-4,092)",197869,"(+/-5,075)",140835,"(+/-4,075)"
Housing,"Housing Tenure",Renter-occupied,75582,"(+/-3,379)",118573,"(+/-4,808)",98081,"(+/-4,453)",81023,"(+/-4,284)",76445,"(+/-3,795)",114297,"(+/-4,965)",133483,"(+/-5,162)",78228,"(+/-3,725)",162468,"(+/-5,599)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.92,(+/-0.07),2.34,(+/-0.05),3.13,(+/-0.08),2.39,(+/-0.05),2.83,(+/-0.05),2.49,(+/-0.05),3.4,(+/-0.12),2.72,(+/-0.05),2.57,(+/-0.07)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.99,(+/-0.11),2.23,(+/-0.07),3.07,(+/-0.09),2.6,(+/-0.10),2.93,(+/-0.11),2.4,(+/-0.09),3.24,(+/-0.10),2.8,(+/-0.09),2.46,(+/-0.06)
Housing,"Year Householder Moved into Unit","Occupied housing units",246360,"(+/-4,753)",300061,"(+/-4,806)",236952,"(+/-5,527)",291983,"(+/-5,596)",275268,"(+/-4,523)",303376,"(+/-5,351)",229608,"(+/-5,289)",276097,"(+/-4,649)",303303,"(+/-5,519)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",20101,"(+/-2,116)",32525,"(+/-2,588)",21599,"(+/-2,241)",25614,"(+/-2,777)",24028,"(+/-2,316)",27831,"(+/-3,069)",27393,"(+/-2,353)",19194,"(+/-1,919)",38475,"(+/-2,927)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",85532,"(+/-3,903)",117326,"(+/-4,753)",100152,"(+/-4,417)",117835,"(+/-5,216)",115138,"(+/-3,881)",134487,"(+/-5,185)",115752,"(+/-4,130)",119974,"(+/-3,930)",147492,"(+/-4,901)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",79754,"(+/-3,479)",81674,"(+/-3,782)",67225,"(+/-3,271)",98107,"(+/-4,121)",92938,"(+/-3,321)",77330,"(+/-3,582)",47182,"(+/-3,435)",90445,"(+/-3,653)",57645,"(+/-3,558)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",33240,"(+/-2,412)",38363,"(+/-2,606)",25409,"(+/-2,256)",34363,"(+/-2,823)",32788,"(+/-2,311)",38632,"(+/-2,622)",19196,"(+/-1,797)",33514,"(+/-2,662)",33640,"(+/-2,558)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",14919,"(+/-1,423)",16904,"(+/-1,719)",10840,"(+/-1,413)",10574,"(+/-1,438)",7560,"(+/-1,070)",14807,"(+/-1,691)",8811,"(+/-1,348)",9385,"(+/-1,419)",14865,"(+/-1,581)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",12814,"(+/-1,415)",13269,"(+/-1,260)",11727,"(+/-1,244)",5490,"(+/-1,122)",2816,(+/-705),10289,"(+/-1,347)",11274,"(+/-1,447)",3585,(+/-747),11186,"(+/-1,307)"
Housing,Value,"Owner-occupied units",170778,"(+/-4,474)",181488,"(+/-4,351)",138871,"(+/-4,751)",210960,"(+/-5,348)",198823,"(+/-4,665)",189079,"(+/-4,850)",96125,"(+/-4,092)",197869,"(+/-5,075)",140835,"(+/-4,075)"
Housing,Value,"Less than $50,000",26539,"(+/-2,100)",13818,"(+/-1,631)",15098,"(+/-1,653)",24348,"(+/-2,432)",15081,"(+/-1,662)",6693,"(+/-1,104)",10172,"(+/-1,628)",6595,"(+/-1,166)",4971,(+/-993)
Housing,Value,"$50,000 to $99,999",28323,"(+/-2,308)",21831,"(+/-2,179)",28583,"(+/-2,557)",32614,"(+/-2,303)",9203,"(+/-1,050)",7081,"(+/-1,210)",22364,"(+/-1,937)",12293,"(+/-1,725)",9494,"(+/-1,768)"
Housing,Value,"$100,000 to $149,999",22629,"(+/-1,699)",36128,"(+/-2,619)",37439,"(+/-2,864)",31816,"(+/-2,913)",14937,"(+/-1,753)",16836,"(+/-2,116)",22254,"(+/-2,192)",27453,"(+/-2,342)",16054,"(+/-1,854)"
Housing,Value,"$150,000 to $199,999",27318,"(+/-2,253)",38862,"(+/-3,255)",28535,"(+/-2,533)",41438,"(+/-3,323)",28065,"(+/-2,288)",23167,"(+/-1,973)",16184,"(+/-1,739)",42590,"(+/-3,017)",22008,"(+/-1,886)"
Housing,Value,"$200,000 to $299,999",30982,"(+/-2,180)",36551,"(+/-2,037)",16801,"(+/-1,669)",43781,"(+/-3,642)",59744,"(+/-2,924)",32862,"(+/-2,562)",15296,"(+/-1,606)",61293,"(+/-3,198)",42048,"(+/-2,504)"
Housing,Value,"$300,000 to $499,999",24094,"(+/-1,859)",21285,"(+/-1,768)",9532,"(+/-1,301)",28125,"(+/-2,713)",55840,"(+/-3,128)",52065,"(+/-3,037)",7879,"(+/-1,250)",38786,"(+/-2,414)",30346,"(+/-2,074)"
Housing,Value,"$500,000 to $999,999",9424,"(+/-1,503)",11002,"(+/-1,253)",2228,(+/-548),7018,"(+/-1,143)",14366,"(+/-1,354)",37725,"(+/-2,600)",1589,(+/-405),8386,"(+/-1,271)",12690,"(+/-1,539)"
Housing,Value,"$1,000,000 or more",1469,(+/-496),2011,(+/-693),655,(+/-347),1820,(+/-747),1587,(+/-645),12650,"(+/-1,571)",387,(+/-232),473,(+/-211),3224,(+/-644)
Housing,Value,"Median (dollars)",161900,"(+/-3,271)",170200,"(+/-3,019)",133700,"(+/-3,114)",167800,"(+/-3,955)",249800,"(+/-4,204)",323900,"(+/-7,490)",132500,"(+/-5,086)",214500,"(+/-4,159)",240100,"(+/-5,216)"
Housing,"Mortgage Status","Owner-occupied units",170778,"(+/-4,474)",181488,"(+/-4,351)",138871,"(+/-4,751)",210960,"(+/-5,348)",198823,"(+/-4,665)",189079,"(+/-4,850)",96125,"(+/-4,092)",197869,"(+/-5,075)",140835,"(+/-4,075)"
Housing,"Mortgage Status","Housing units with a mortgage",87170,"(+/-4,264)",111538,"(+/-4,325)",95274,"(+/-4,483)",118502,"(+/-4,792)",138696,"(+/-4,125)",130256,"(+/-4,008)",63911,"(+/-3,346)",133847,"(+/-4,308)",100231,"(+/-3,902)"
Housing,"Mortgage Status","Housing units without a mortgage",83608,"(+/-3,531)",69950,"(+/-3,479)",43597,"(+/-2,730)",92458,"(+/-3,673)",60127,"(+/-2,896)",58823,"(+/-2,925)",32214,"(+/-2,456)",64022,"(+/-3,266)",40604,"(+/-2,740)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",87170,"(+/-4,264)",111538,"(+/-4,325)",95274,"(+/-4,483)",118502,"(+/-4,792)",138696,"(+/-4,125)",130256,"(+/-4,008)",63911,"(+/-3,346)",133847,"(+/-4,308)",100231,"(+/-3,902)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2495,(+/-542),2572,(+/-846),2033,(+/-750),4594,"(+/-1,114)",1092,(+/-383),1225,(+/-389),1559,(+/-468),2190,(+/-762),1236,(+/-412)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",25450,"(+/-2,618)",30848,"(+/-2,583)",36125,"(+/-2,728)",38310,"(+/-3,361)",18790,"(+/-1,924)",19537,"(+/-1,955)",20888,"(+/-1,961)",29056,"(+/-2,333)",18844,"(+/-1,988)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",30308,"(+/-2,642)",42625,"(+/-2,712)",39341,"(+/-2,878)",44249,"(+/-3,439)",47102,"(+/-3,013)",33699,"(+/-2,281)",26546,"(+/-2,473)",47798,"(+/-3,240)",36685,"(+/-2,656)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",16722,"(+/-2,084)",19395,"(+/-2,035)",12113,"(+/-1,539)",18932,"(+/-2,623)",34236,"(+/-2,161)",28174,"(+/-2,521)",9423,"(+/-1,338)",30012,"(+/-2,544)",20914,"(+/-1,689)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6218,"(+/-1,088)",7968,"(+/-1,154)",3602,(+/-802),6525,"(+/-1,195)",21205,"(+/-2,028)",19408,"(+/-1,783)",4063,(+/-796),14668,"(+/-1,665)",11723,"(+/-1,778)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",3007,(+/-666),3719,"(+/-1,074)",880,(+/-442),3690,"(+/-1,186)",9560,"(+/-1,459)",10308,"(+/-1,504)",858,(+/-372),5876,"(+/-1,333)",4219,(+/-829)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2970,(+/-764),4411,(+/-841),1180,(+/-502),2202,(+/-785),6711,"(+/-1,026)",17905,"(+/-2,254)",574,(+/-259),4247,"(+/-1,072)",6610,(+/-945)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1233,(+/-38),1269,(+/-30),1100,(+/-20),1165,(+/-27),1530,(+/-35),1668,(+/-37),1137,(+/-19),1364,(+/-29),1401,(+/-31)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",83608,"(+/-3,531)",69950,"(+/-3,479)",43597,"(+/-2,730)",92458,"(+/-3,673)",60127,"(+/-2,896)",58823,"(+/-2,925)",32214,"(+/-2,456)",64022,"(+/-3,266)",40604,"(+/-2,740)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",29566,"(+/-1,852)",12063,"(+/-1,509)",11132,"(+/-1,505)",24266,"(+/-2,534)",9479,"(+/-1,197)",5101,(+/-961),7575,"(+/-1,285)",11071,"(+/-1,553)",5912,"(+/-1,314)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",24010,"(+/-2,467)",23830,"(+/-1,947)",15278,"(+/-1,717)",34730,"(+/-3,013)",17306,"(+/-1,624)",13259,"(+/-1,308)",12017,"(+/-1,565)",21647,"(+/-1,836)",12120,"(+/-1,503)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",19451,"(+/-1,767)",21366,"(+/-1,916)",10849,"(+/-1,494)",22923,"(+/-2,466)",17758,"(+/-1,429)",18499,"(+/-2,050)",9243,"(+/-1,293)",20814,"(+/-2,054)",13697,"(+/-1,557)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",7187,"(+/-1,364)",8020,"(+/-1,142)",4561,"(+/-1,127)",7789,"(+/-1,491)",9891,"(+/-1,187)",10540,"(+/-1,485)",2243,(+/-751),6690,"(+/-1,187)",4746,(+/-730)
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1420,(+/-522),2673,(+/-649),782,(+/-307),1472,(+/-455),3073,(+/-746),5116,"(+/-1,068)",823,(+/-357),2313,(+/-794),2101,(+/-588)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1974,(+/-688),1998,(+/-577),995,(+/-429),1278,(+/-529),2620,(+/-893),6308,"(+/-1,089)",313,(+/-194),1487,(+/-595),2028,(+/-579)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",329,(+/-9),395,(+/-9),346,(+/-14),340,(+/-12),433,(+/-13),495,(+/-16),351,(+/-17),395,(+/-11),428,(+/-14)
Housing,"Gross Rent","Occupied units paying rent",65994,"(+/-3,523)",112061,"(+/-4,963)",91946,"(+/-4,315)",73955,"(+/-4,379)",73260,"(+/-3,734)",110051,"(+/-4,811)",128530,"(+/-5,223)",75388,"(+/-3,751)",158432,"(+/-5,594)"
Housing,"Gross Rent","Less than $500",10485,"(+/-1,355)",11542,"(+/-1,877)",11307,"(+/-1,765)",9918,"(+/-1,961)",910,(+/-522),2408,(+/-762),12205,"(+/-1,690)",1865,(+/-573),6126,"(+/-1,318)"
Housing,"Gross Rent","$500 to $999",28511,"(+/-2,807)",65464,"(+/-4,172)",45023,"(+/-3,341)",37568,"(+/-3,422)",26238,"(+/-2,631)",47257,"(+/-3,128)",73970,"(+/-4,042)",25734,"(+/-2,380)",90260,"(+/-4,594)"
Housing,"Gross Rent","$1,000 to $1,499",20344,"(+/-2,427)",27130,"(+/-2,663)",31582,"(+/-2,681)",21341,"(+/-2,795)",29021,"(+/-2,939)",40141,"(+/-3,324)",36229,"(+/-2,878)",34744,"(+/-2,849)",45338,"(+/-2,821)"
Housing,"Gross Rent","$1,500 to $1,999",5597,"(+/-1,229)",5321,"(+/-1,246)",3516,(+/-901),4165,"(+/-1,344)",10985,"(+/-1,700)",13525,"(+/-2,222)",5462,"(+/-1,184)",7728,"(+/-1,599)",12996,"(+/-1,919)"
Housing,"Gross Rent","$2,000 to $2,499",644,(+/-361),951,(+/-434),442,(+/-320),601,(+/-320),3937,(+/-879),3770,(+/-886),424,(+/-321),3568,(+/-867),2597,(+/-875)
Housing,"Gross Rent","$2,500 to $2,999",370,(+/-324),690,(+/-337),76,(+/-125),319,(+/-275),1298,(+/-606),1791,(+/-779),138,(+/-173),548,(+/-294),535,(+/-501)
Housing,"Gross Rent","$3,000 or more",43,(+/-71),963,(+/-437),0,(+/-201),43,(+/-75),871,(+/-453),1159,(+/-482),102,(+/-87),1201,(+/-502),580,(+/-260)
Housing,"Gross Rent","Median (dollars)",908,(+/-30),809,(+/-22),882,(+/-26),856,(+/-35),1145,(+/-30),1051,(+/-27),835,(+/-16),1119,(+/-21),915,(+/-15)
Housing,"Gross Rent","No rent paid",9588,"(+/-1,432)",6512,"(+/-1,408)",6135,"(+/-1,110)",7068,"(+/-1,288)",3185,(+/-898),4246,(+/-966),4953,"(+/-1,080)",2840,(+/-739),4036,(+/-816)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",246360,"(+/-4,753)",300061,"(+/-4,806)",236952,"(+/-5,527)",291983,"(+/-5,596)",275268,"(+/-4,523)",303376,"(+/-5,351)",229608,"(+/-5,289)",276097,"(+/-4,649)",303303,"(+/-5,519)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",25398,"(+/-2,265)",24580,"(+/-2,569)",20795,"(+/-2,252)",19815,"(+/-2,805)",12172,"(+/-1,587)",16937,"(+/-1,868)",29743,"(+/-2,737)",11757,"(+/-1,643)",25165,"(+/-2,435)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",12777,"(+/-1,663)",16931,"(+/-2,022)",13378,"(+/-1,729)",15567,"(+/-2,084)",8628,"(+/-1,687)",10837,"(+/-1,515)",17169,"(+/-2,224)",8595,"(+/-1,441)",14059,"(+/-2,016)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",27036,"(+/-2,220)",36423,"(+/-3,002)",32041,"(+/-2,542)",35927,"(+/-3,370)",20864,"(+/-2,193)",23916,"(+/-2,525)",35608,"(+/-2,870)",24214,"(+/-2,193)",29998,"(+/-3,018)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",25173,"(+/-2,290)",33065,"(+/-3,039)",31569,"(+/-2,691)",36732,"(+/-3,428)",20300,"(+/-2,025)",26588,"(+/-2,746)",31566,"(+/-2,657)",26957,"(+/-2,419)",31903,"(+/-2,542)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",35023,"(+/-2,606)",43688,"(+/-3,106)",36497,"(+/-2,562)",48234,"(+/-3,376)",34565,"(+/-2,966)",41016,"(+/-3,213)",33415,"(+/-2,201)",39006,"(+/-3,140)",45404,"(+/-3,535)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",46177,"(+/-2,757)",57135,"(+/-3,648)",48245,"(+/-3,195)",59440,"(+/-3,879)",51955,"(+/-3,201)",53816,"(+/-3,551)",36986,"(+/-2,484)",56376,"(+/-3,287)",53725,"(+/-3,290)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",31595,"(+/-2,995)",35283,"(+/-2,767)",25518,"(+/-2,416)",34008,"(+/-2,927)",38095,"(+/-2,912)",35621,"(+/-2,980)",18940,"(+/-1,753)",43676,"(+/-3,068)",32993,"(+/-2,530)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",27420,"(+/-2,304)",31068,"(+/-2,673)",20238,"(+/-1,510)",28110,"(+/-2,728)",48905,"(+/-3,299)",44095,"(+/-3,167)",16799,"(+/-1,642)",40929,"(+/-2,828)",39846,"(+/-2,809)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",8968,"(+/-1,302)",11516,"(+/-1,472)",5370,"(+/-1,104)",8645,"(+/-1,702)",22728,"(+/-2,129)",20310,"(+/-2,006)",4973,(+/-810),13795,"(+/-1,577)",15192,"(+/-1,843)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",6793,"(+/-1,069)",10372,"(+/-1,493)",3301,(+/-737),5505,"(+/-1,332)",17056,"(+/-1,803)",30240,"(+/-2,646)",4409,(+/-926),10792,"(+/-1,606)",15018,"(+/-1,392)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",48892,"(+/-1,547)",48095,"(+/-1,539)",42953,"(+/-1,539)",46467,"(+/-1,143)",69784,"(+/-1,888)",63495,"(+/-2,757)",35243,"(+/-1,065)",60858,"(+/-1,287)",51435,"(+/-1,172)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",63590,"(+/-1,780)",65490,"(+/-2,036)",54016,"(+/-1,429)",59098,"(+/-1,654)",87550,"(+/-2,184)",97930,"(+/-3,088)",49378,"(+/-1,173)",75224,"(+/-1,666)",74820,"(+/-2,392)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",740547,"(+/-10,066)",685526,"(+/-12,774)",746473,"(+/-16,863)",715943,"(+/-11,684)",787829,"(+/-12,557)",747332,"(+/-15,225)",762228,"(+/-16,096)",758734,"(+/-11,170)",774742,"(+/-13,807)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",655389,"(+/-11,094)",632771,"(+/-12,238)",640972,"(+/-15,957)",648316,"(+/-12,581)",729569,"(+/-12,272)",680272,"(+/-14,152)",615939,"(+/-13,853)",705472,"(+/-12,655)",682678,"(+/-13,573)"
