County,Precinct,CD,Clinton,Trump,Total
Sherman,Emerg Services Facility - Firehouse- Upper Level,5,976,1065,2136
Simsbury,Henry James Memorial School,5,2288,1618,4109
Simsbury,Latimer Lane School,5,2550,1725,4534
Simsbury,Tariffville School,5,1204,752,2089
Simsbury,Tootin Hill School,5,1783,1262,3209
Somers,Town Hall,2,2125,3350,5684
South Windsor,Eli Terry School-Gym,1,1466,1073,2673
South Windsor,Philip R. Smith School-Gym,1,1222,884,2231
South Windsor,Pleasant Valley School-Gym,1,452,388,884
South Windsor,South Windsor High School-Auxiliary Gym,1,2286,1614,4081
South Windsor,Timothy Edwards School - Stairwell B,1,2295,1598,4073
Southbury,Center Fire House District #1,5,1731,1818,3658
Southbury,Southbury Community Building District #3,5,761,1024,1891
Southbury,Southbury Public Library District #2,5,2521,3258,6014
Southington,De Paolo School,1,1118,1087,2309
Southington,Derynoski School,1,1266,1509,2935
Southington,Flanders School,1,893,1324,2309
Southington,Hatton School,1,693,815,1573
Southington,Kelley School,1,766,1135,1967
Southington,Kennedy School,1,968,1229,2299
Southington,Plantsville School,1,670,883,1614
Southington,South End School,1,1232,1618,2986
Southington,Strong School,1,931,1167,2198
Southington,Tabernacle,1,591,576,1217
Southington,Thalberg School,1,762,1040,1884
Sprague,Baltic Fire House,2,535,864,1507
Stafford,Benjamin A Muzio Town House,2,606,992,1717
Stafford,Stafford Community  Center,2,1042,1236,2458
Stafford,West Stafford Fire Department,2,638,1116,1857
Stamford,Agudath Sholom,4,2489,753,3364
Stamford,Cloonan Middle School -Side,4,897,306,1238
Stamford,Davenport Ridge School,4,1420,1237,2747
Stamford,Dolan Middle School,4,2006,1262,3389
Stamford,Domus - The Old Rogers School,4,1458,439,1959
Stamford,Julia A Stark School,4,1192,406,1648
Stamford,Long Ridge Church,4,930,499,1486
Stamford,Murphy School,4,1502,829,2412
Stamford,Northeast School,4,690,437,1156
Stamford,Our Lady Star Of The Sea,4,2775,1229,4139
Stamford,Rippowam Middle School,4,1496,993,2596
Stamford,Roxbury School,4,1768,1146,3032
Stamford,Saint Bridget Church Hall,4,1464,486,2020
Stamford,Salvation Army Community Center,4,1467,385,1901
Stamford,Scofield Middle School,4,2205,1321,3672
Stamford,Springdale School -Rear,4,1877,988,2990
Stamford,Stamford High School -Rear,4,1800,737,2623
Stamford,Stillmeadow School-12,4,891,447,1400
Stamford,Stillmeadow School-8,4,256,78,357
Stamford,Turn Of River School-1,4,1052,840,1951
Stamford,Turn Of River School-2,4,1219,885,2184
Stamford,Westover School,4,3294,519,3917
Sterling,Sterling Municipal Building,2,478,1102,1684
Stonington,BF Hoxie Engine Company,2,1171,673,1927
Stonington,Board Of Education Administration Building,2,656,539,1246
Stonington,Deans Mill School,2,561,444,1051
Stonington,Pawcatuck Fire House,2,2046,1885,4131
Stonington,Stonington Fire House,2,1201,540,1807
Stratford,Bunnell High School 120 21,3,823,964,1847
Stratford,Bunnell High Scool 122-21,3,554,563,1143
Stratford,Chapel Street School 120-21,3,496,520,1064
Stratford,Chapel Street School 122 21,3,876,924,1866
Stratford,Franklin School 121 23,3,712,213,953
Stratford,Franklin School 121-21,3,606,273,906
Stratford,Johnson House 121 23,3,1634,304,1992
Stratford,Johnson House 121-21,3,151,71,230
Stratford,Lordship Elementary School 120 21,3,296,181,502
Stratford,Lordship Elementary School 121 21,3,1126,1129,2355
Stratford,Nichols School 120-21,3,211,184,410
Stratford,Nichols School 121 21,3,1018,580,1648
Stratford,Second Hill Lane 120 21,3,1154,1216,2481
Stratford,Stratford High School 120 21,3,814,586,1465
Stratford,Stratford High School 121 23,3,39,17,56
Stratford,Stratford High School 121-21,3,567,359,961
Stratford,Wilcoxson School 120 21,3,1308,1268,2686
Stratford,Wooster Middle School 120 21,3,1039,954,2078
Stratford,Wooster Middle School 121-21,3,305,228,558
Suffield,Suffield Middle School,2,3334,3789,7541
Thomaston,Lena Morton Art Gallery,5,1152,2616,3970
Thompson,Community Room Town Hall,2,716,1163,1996
Thompson,East Thompson Fire Station,2,255,578,888
Thompson,Quinebaug Volunteer Fire Department,2,229,418,686
Thompson,Thompson Hill Fire Station,2,379,487,937
Tolland,The Gym At Tolland Recreation Center 1,2,1599,1513,3336
Tolland,The Gym At Tolland Recreation Center 3,2,370,366,784
Tolland,Tolland Senior Center,2,2051,2029,4353
Torrington (pt.),Armory,5,2223,3240,5772
Torrington (pt.),City Hall 1,1,195,355,579
Torrington (pt.),City Hall 2,1,228,245,486
Torrington (pt.),Coe Park 1,1,494,979,1543
Torrington (pt.),Coe Park 2,1,120,123,265
Torrington (pt.),Torringford School 1,1,136,174,331
Torrington (pt.),Torringford School 2,5,829,1066,1997
Torrington (pt.),Torrington Middle School,1,1488,2491,4142
Trumbull,Hillcrest School,4,2219,2468,4869
Trumbull,Madison School 123,4,2292,2477,4926
Trumbull,Middlebrook School 134,4,2693,2894,5789
Trumbull,St. Joseph High School 122,4,491,554,1080
Trumbull,St. Joseph High School 123,4,1604,1360,3107
Union,Union Town Hall,2,188,277,496
Vernon,North East School,2,2114,1344,3701
Vernon,Rockville High School,2,2063,1664,3956
Vernon,Skinner Road School,2,1572,1330,3066
Vernon,Vernon Center Middle School,2,1335,1328,2817
Voluntown,Town Hall,2,431,862,1385
Wallingford,Cook Hill School,3,1806,1696,3667
Wallingford,Dag Hammarskjold Middle School,3,1471,1499,3116
Wallingford,Evarts C. Stevens School,3,1345,1074,2537
Wallingford,Moses Y. Beach School,3,746,715,1527
Wallingford,Parker Farms School,3,1089,962,2138
Wallingford,Pond Hill School,3,333,466,828
Wallingford,Rock Hill School,3,1606,1996,3766
Wallingford,Wallingford Senior Center,3,919,964,1972
Wallingford,Yalesville Elementary School,3,1336,1568,3057
Warren,Town Hall,5,352,451,854
Washington,Town Hall,5,1242,738,2078
Waterbury (pt.),Blessed Sacrament School,5,1137,1095,2335
Waterbury (pt.),Carrington School,5,1569,1491,3142
Waterbury (pt.),Chase School,5,1603,1083,2789
Waterbury (pt.),Crosby High School,5,1562,1054,2706
Waterbury (pt.),Edward D Bergin Apartments,5,923,363,1319
Waterbury (pt.),Gilmartin School,3,445,419,896
Waterbury (pt.),Kennedy High School,5,829,1164,2063
Waterbury (pt.),Kingsbury School,5,1338,723,2114
Waterbury (pt.),Maloney School,5,1198,213,1432
Waterbury (pt.),Mount Olive A M E Zion Church,5,672,127,820
Waterbury (pt.),Reed School,5,1204,157,1389
Waterbury (pt.),Regan School,5,1187,761,1996
Waterbury (pt.),Saint Peter And Paul School,5,986,712,1756
Waterbury (pt.),Sprague School,5,597,414,1046
Waterbury (pt.),Tinker School,3,1328,1449,2861
Waterbury (pt.),Washington Park House,5,490,194,711
Waterbury (pt.),Washington School,3,1102,491,1633
Waterbury (pt.),Wendell Cross School 15/3,3,308,457,791
Waterbury (pt.),Wendell Cross School 15/5,5,49,50,102
Waterbury (pt.),Willow Plaza Community Center,5,872,180,1075
Waterbury (pt.),Woodrow Wilson School,5,471,240,734
Waterford,Great Neck School,2,1383,1239,2751
Waterford,Oswegatchie School,2,1404,1405,2974
Waterford,Quaker Hill School,2,1260,1123,2506
Waterford,Town Hall,2,1186,1094,2420
Watertown,Judson School,5,967,1975,3048
Watertown,Polk School,5,840,1798,2739
Watertown,Swift Middle School,5,811,1704,2605
Watertown,Watertown Municipal Center,5,1114,2253,3492
West Hartford,Braeburn School,1,3002,1167,4363
West Hartford,Bristow Middle School,1,3025,862,4072
West Hartford,Conard High School,1,2238,1059,3459
West Hartford,Elmwood Community Center,1,3020,792,3972
West Hartford,Hall High School,1,2057,702,2869
West Hartford,King Philip Middle School,1,2413,771,3301
West Hartford,Sedgwick Middle School,1,2347,854,3367
West Hartford,West Hartford Town Hall,1,3465,869,4547
West Hartford,Wolcott School,1,2214,979,3324
West Haven,Ann V. Molloy School,3,1397,397,1841
West Haven,City Hall,3,1584,635,2290
West Haven,Forest School,3,1295,522,1883
West Haven,John Prete Senior Housing,3,1338,295,1678
West Haven,Mackrille School,3,1154,1147,2392
West Haven,Pagels School,3,1118,1259,2455
West Haven,Seth Haley School,3,1250,1531,2893
West Haven,St Paul's Church Hall,3,972,324,1324
West Haven,Surfside Senior Housing,3,1152,817,2040
West Haven,Washington School,3,1217,847,2164
Westbrook,Theresa Mulvey Municipal Center - 1,2,990,1120,2217
Westbrook,Theresa Mulvey Municipal Center - 2,2,709,816,1573
Weston,Weston Middle School - 26,4,2273,948,3393
Weston,Weston Middle School - 28,4,1534,685,2313
Westport,Coleytown Middle School Gym,4,2349,899,3366
Westport,Greens Farms Elementary School Auditorium,4,927,369,1358
Westport,Greens Farms Elementary School Gym,4,1356,542,1960
Westport,Long Lots Elementary School Gym,4,2459,912,3534
Westport,Saugatuck Elementary School Gym-136-1,4,1614,637,2340
Westport,Saugatuck Elementary School Gym-143-1,4,737,370,1150
Westport,Westport Public Library,4,1213,440,1712
Wethersfield,Emerson Williams School,1,1330,1038,2477
Wethersfield,Incarnation Church Hall,1,1262,1464,2831
Wethersfield,Keeney Cultural Center,1,793,74,927
Wethersfield,Pitkin Community Center,1,1704,1044,2898
Wethersfield,Webb Elementary School,1,1499,1274,2884
Wethersfield,Wethersfield United Methodist Church,1,1146,900,2152
Willington,The Town Office Building,2,1414,1373,2996
Wilton,Cider Mill School - District 2,4,2202,1364,3750
Wilton,Middlebrook School - District 3,4,1853,1153,3157
Wilton,Wilton High School - District 1,4,2000,1269,3456
Winchester,Pearson School,1,1816,2903,4987
Windham,Bpo Elks 1311-4,2,791,464,1334
Windham,Bpo Elks 1311-6,2,1576,474,2180
Windham,Elks,2,303,121,447
Windham,Vfw,2,1657,537,2311
Windham,Windham Center Fire Dept,2,1048,968,2121
Windsor,330 Windsor Avenue,1,2159,240,2464
Windsor,John F Kennedy School,1,2276,741,3137
Windsor,L. P. Wilson,1,1354,188,1587
Windsor,Oliver Ellsworth School,1,1930,992,3090
Windsor,Poquonock School,1,1808,847,2767
Windsor,Rainbow Firehouse,1,838,592,1489
Windsor,Windsor Town Hall,1,1005,413,1465
Windsor Locks,Mario Gatti Town Hall,1,1412,1469,3051
Windsor Locks,Windsor Locks High School,1,1377,1553,3089
Wolcott,Tyrrell Middle School,5,876,1842,2826
Wolcott,Wakelee,5,820,2019,2929
Wolcott,Wolcott High School,5,879,2331,3332
Woodbridge,Center School 1,3,480,332,851
Woodbridge,Center School 3,3,2853,1482,4489
Woodbury,Senior/ Community Center - O&G Room,5,2231,2822,5262
Woodbury,Senior/ Community Center -- Activity Room,5,235,349,603
Woodstock,Woodstock Town Hall,2,1945,2281,4480
